poi_id,poi_name,poi_cate,journey_n_total,stop_n_total,avg_stop_sentiment,frame_n_total,is_focal,top_market,top_inbound_poi_id,top_inbound_poi_name,top_outbound_poi_id,top_outbound_poi_name,top_companion_poi_id,top_companion_poi_name,city_sentiment_rank,category_sentiment_rank
610.0,PMQ,Shopping,21,21,0.6950032752066377,44,0,SG,101.0,Central,104.0,Central Market,101.0,Central,,
835.0,Ten Thousand Buddhas Monastery,Religious,22,25,0.8339679870605469,43,0,TH,451.0,Lantau Island,629.0,Po Lin Monastery,451.0,Lantau Island,,
211.0,Fantasyland,Entertainment,32,34,0.920053581981098,42,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
626.0,Playhouse in the Woods,Entertainment,29,32,0.9275484285317361,42,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
899.0,Tram View Café,Dining,24,26,0.6864112002822833,42,0,PH,873.0,The Peak Tram,296.0,Hong Kong Disneyland,873.0,The Peak Tram,,
1032.0,Yuen Long,area,21,22,0.5330530517791031,42,0,TH,101.0,Central,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
1016.0,Yau Ma Tei Station,Transit,33,34,0.3282037244068787,41,0,TH,300.0,Hong Kong International Airport,46.0,Bakehouse (Wan Chai),300.0,Hong Kong International Airport,,
905.0,Tsim Chai Kee Noodle,Dining,30,32,0.734719977558901,41,0,TH,907.0,Tsim Sha Tsui,907.0,Tsim Sha Tsui,907.0,Tsim Sha Tsui,,
423.0,Kwan Kee Claypot Rice,Dining,11,11,0.7872200120471601,41,0,US,96.0,Causeway Bay,366.0,Kai Kai Dessert,278.0,Hashtag B,,
504.0,Mammy Pancake,Dining,29,29,0.847074496609041,40,0,TH,377.0,Kam's Roast Goose,46.0,Bakehouse (Wan Chai),300.0,Hong Kong International Airport,,
910.0,Tsim Sha Tsui Promenade,Cityscape,28,28,0.8071417817845941,40,0,ID,907.0,Tsim Sha Tsui,944.0,Victoria Harbour,296.0,Hong Kong Disneyland,,
31.0,Arte M,Cultural,12,14,0.6715899466660481,40,0,TH,112.0,Chai Wan,104.0,Central Market,485.0,M+,,
122.0,Cheung Hing Coffee Shop,Dining,11,11,0.8030903586190501,40,0,TW,446.0,Lan Fong Yuen,36.0,Australia Dairy Company,123.0,Cheung Hing Kee Shanghai Pan Fried Buns,,
801.0,Tai Lam Chung Reservoir,Natural,32,32,0.8760379228818541,39,0,PH,296.0,Hong Kong Disneyland,820.0,Tai Tam Reservoir,820.0,Tai Tam Reservoir,,
829.0,Taikoo Shing,area,28,31,0.5700015222593662,39,0,TW,101.0,Central,15.0,Admiralty,96.0,Causeway Bay,,
224.0,Fortnum & Mason,Dining,28,28,0.6080458545968647,38,0,TH,944.0,Victoria Harbour,944.0,Victoria Harbour,944.0,Victoria Harbour,,
915.0,Tsing Yi Station,Transit,28,28,0.4780173576536721,38,0,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
465.0,Lion Rock,Outdoor,21,23,0.793916873647359,38,0,ID,296.0,Hong Kong Disneyland,946.0,Victoria Peak,946.0,Victoria Peak,,
387.0,Kennedy Town Station,Transit,32,32,0.1938585101161152,37,0,TW,386.0,Kennedy Town,386.0,Kennedy Town,386.0,Kennedy Town,,
678.0,Sai Kung District,area,22,23,0.7218937218405198,37,0,PH,300.0,Hong Kong International Airport,141.0,Chuen Kee Seafood Restaurant,944.0,Victoria Harbour,,
901.0,Travelodge Kowloon,Hotel,19,23,0.5389462036067161,37,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
956.0,Wah Heung Yuen,Dining,19,19,0.5969927502436596,37,0,TH,123.0,Cheung Hing Kee Shanghai Pan Fried Buns,296.0,Hong Kong Disneyland,46.0,Bakehouse (Wan Chai),,
475.0,Log Ye Dim Sum,Dining,18,18,0.7735817956151786,37,0,TH,46.0,Bakehouse (Wan Chai),296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
791.0,THE MATCHA TOKYO,Dining,26,27,0.7907612693990453,36,0,ID,278.0,Hashtag B,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
65.0,Braemar Hill,Outdoor,17,19,0.7077438371625506,36,0,ID,946.0,Victoria Peak,946.0,Victoria Peak,946.0,Victoria Peak,,
288.0,Ho Lee Fook,Dining,10,10,0.8409020044639999,36,0,ID,628.0,Po Kee BBQ Restaurant,530.0,Min Jun Cart Noodles,96.0,Causeway Bay,,
490.0,MOMA,Dining,28,29,0.7334240089845041,35,0,PH,944.0,Victoria Harbour,364.0,K11 MUSEA,944.0,Victoria Harbour,,
438.0,Lai Chi Kok,area,26,27,0.5220492715590898,35,0,TW,439.0,Lai Chi Kok Station,441.0,Lai King,907.0,Tsim Sha Tsui,,
724.0,Shiu Shing Hong,Shopping,24,26,0.44501071327771896,35,0,TH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
294.0,Hong Kong Correctional Services Museum,Cultural,23,28,0.37071924718163374,35,0,ID,800.0,Tai Kwun,800.0,Tai Kwun,800.0,Tai Kwun,,
155.0,Cordis,Hotel,21,22,0.664108829457087,35,0,ID,300.0,Hong Kong International Airport,861.0,The Langham,300.0,Hong Kong International Airport,,
539.0,Mondrian,Hotel,12,14,0.7869157591036389,35,0,TH,907.0,Tsim Sha Tsui,364.0,K11 MUSEA,944.0,Victoria Harbour,,
338.0,Hutong,Dining,10,11,0.834832801251639,35,0,SG,296.0,Hong Kong Disneyland,944.0,Victoria Harbour,296.0,Hong Kong Disneyland,,
581.0,Ngong Ping Cable Car Station,Entertainment,32,32,0.4467041842872277,34,0,TH,300.0,Hong Kong International Airport,146.0,Citygate Outlets,451.0,Lantau Island,,
510.0,Mandarin Oriental,Hotel,28,28,0.6368501173953216,34,0,ID,101.0,Central,101.0,Central,101.0,Central,,
60.0,Blue Bottle Coffee,Dining,21,21,0.7513421951305299,34,0,TH,46.0,Bakehouse (Wan Chai),101.0,Central,46.0,Bakehouse (Wan Chai),,
545.0,Monopoly Dreams,Entertainment,21,22,0.8133592555920284,34,0,PH,946.0,Victoria Peak,946.0,Victoria Peak,946.0,Victoria Peak,,
439.0,Lai Chi Kok Station,Transit,20,20,0.5313749846898848,34,0,TH,540.0,Mong Kok,438.0,Lai Chi Kok,540.0,Mong Kok,,
1037.0,Yung Kee Restaurant,Dining,13,13,0.8936685740183562,34,0,TH,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,,
717.0,Shelley St,Cityscape,32,32,0.6049839880433865,33,0,JP,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),101.0,Central,,
