poi_id,poi_name,poi_cate,journey_n_total,stop_n_total,avg_stop_sentiment,frame_n_total,is_focal,top_market,top_inbound_poi_id,top_inbound_poi_name,top_outbound_poi_id,top_outbound_poi_name,top_companion_poi_id,top_companion_poi_name,city_sentiment_rank,category_sentiment_rank
310.0,Hong Kong Park,Cityscape,415,443,0.8041239042700942,585,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,32.0,6.0
293.0,Hong Kong Convention and Exhibition Centre,Cityscape,517,535,0.6670044152037098,582,1,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,80.0,16.0
150.0,Clock Tower,Cultural,428,448,0.776893122590239,565,1,PH,944.0,Victoria Harbour,944.0,Victoria Harbour,944.0,Victoria Harbour,47.0,6.0
404.0,Kowloon,area,315,328,0.5938813393063314,517,1,TH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,96.0,11.0
386.0,Kennedy Town,area,280,287,0.4918296988533598,515,1,TH,101.0,Central,101.0,Central,944.0,Victoria Harbour,118.0,18.0
964.0,Wan Chai,area,222,234,0.6245818960272659,510,1,TH,101.0,Central,101.0,Central,101.0,Central,87.0,6.0
413.0,Kowloon Tin Hau Temple,Religious,395,428,0.7523692562398188,502,1,TH,815.0,Tai Po,815.0,Tai Po,815.0,Tai Po,58.0,5.0
872.0,The Peak Tower,Cityscape,324,352,0.754772099912731,476,1,PH,946.0,Victoria Peak,946.0,Victoria Peak,946.0,Victoria Peak,57.0,10.0
834.0,Temple Street Night Market,Shopping,326,360,0.7621772734826016,468,1,TH,696.0,Sha Tin Che Kung Temple,696.0,Sha Tin Che Kung Temple,296.0,Hong Kong Disneyland,55.0,2.0
301.0,Hong Kong Island,Natural,216,237,0.6850498980006426,418,1,ID,944.0,Victoria Harbour,944.0,Victoria Harbour,944.0,Victoria Harbour,71.0,6.0
228.0,Frozen Ever After,Entertainment,329,368,0.8562634576298747,404,1,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,11.0,7.0
312.0,Hong Kong Science Museum,Cultural,257,274,0.6242452458084611,371,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,88.0,11.0
886.0,Times Square,Shopping,252,263,0.6438034665052673,345,1,PH,96.0,Causeway Bay,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,84.0,7.0
800.0,Tai Kwun,Cultural,171,197,0.4876700782605718,342,1,ID,101.0,Central,101.0,Central,101.0,Central,120.0,12.0
54.0,Big Grizzly Mountain Runaway Mine Cars,Entertainment,141,156,0.8235629068641942,340,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,21.0,10.0
446.0,Lan Fong Yuen,Dining,245,250,0.7054358314516644,338,1,TW,296.0,Hong Kong Disneyland,101.0,Central,296.0,Hong Kong Disneyland,67.0,10.0
567.0,Nathan Rd,Cityscape,231,244,0.45550645080832713,328,1,TH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,121.0,22.0
663.0,Repulse Bay,Natural,184,189,0.7973589997644484,324,1,TH,815.0,Tai Po,815.0,Tai Po,451.0,Lantau Island,34.0,3.0
145.0,Chungking Mansions,Cityscape,232,239,0.5638390331317545,311,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,104.0,19.0
448.0,Lan Kwai Fong,Cultural,188,191,0.7850156275445058,311,1,VN,101.0,Central,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,41.0,4.0
146.0,Citygate Outlets,Shopping,214,227,0.5722059859390164,310,1,PH,300.0,Hong Kong International Airport,580.0,Ngong Ping 360,451.0,Lantau Island,102.0,10.0
898.0,Toy Story Land,Entertainment,227,255,0.9257894193911864,305,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,3.0,3.0
546.0,Monster Building,Cityscape,165,167,0.374489102910195,299,1,JP,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,125.0,24.0
814.0,Tai Ping Shan,Outdoor,118,121,0.7644151352915493,298,1,TW,946.0,Victoria Peak,946.0,Victoria Peak,946.0,Victoria Peak,54.0,4.0
363.0,K11 ARTMALL,Shopping,188,197,0.6844324652964888,294,1,TH,944.0,Victoria Harbour,364.0,K11 MUSEA,944.0,Victoria Harbour,73.0,5.0
1042.0,iSQUARE,Shopping,219,229,0.5371477156817482,292,1,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,111.0,11.0
485.0,M+,Cultural,126,138,0.6755080860716857,277,1,PH,296.0,Hong Kong Disneyland,944.0,Victoria Harbour,944.0,Victoria Harbour,78.0,10.0
123.0,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,157,162,0.8172759292519944,274,1,TH,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),907.0,Tsim Sha Tsui,25.0,1.0
560.0,Mystic Manor,Entertainment,123,133,0.5458104886909558,270,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,109.0,14.0
565.0,Nan Lian Garden,Cultural,153,163,0.8609447319175901,268,1,PH,296.0,Hong Kong Disneyland,629.0,Po Lin Monastery,296.0,Hong Kong Disneyland,9.0,1.0
104.0,Central Market,Shopping,114,130,0.5221960803347446,268,1,TW,101.0,Central,101.0,Central,101.0,Central,112.0,12.0
444.0,Lamma Island,Natural,165,174,0.7961853745589795,259,1,TH,451.0,Lantau Island,296.0,Hong Kong Disneyland,451.0,Lantau Island,35.0,4.0
833.0,Temple St,Cityscape,173,179,0.7874222577888202,257,1,PH,300.0,Hong Kong International Airport,834.0,Temple Street Night Market,296.0,Hong Kong Disneyland,40.0,8.0
721.0,Sheung Wan,area,110,114,0.5468532970443379,257,1,TH,101.0,Central,101.0,Central,101.0,Central,108.0,14.0
820.0,Tai Tam Reservoir,Natural,171,179,0.8480823078397419,249,1,PH,451.0,Lantau Island,451.0,Lantau Island,451.0,Lantau Island,16.0,2.0
271.0,Harbour City,Shopping,157,164,0.730097334646913,248,1,PH,944.0,Victoria Harbour,944.0,Victoria Harbour,944.0,Victoria Harbour,64.0,4.0
119.0,Cheung Chau,Natural,82,90,0.7671743192410876,243,1,ID,296.0,Hong Kong Disneyland,103.0,Central Ferry Pier,296.0,Hong Kong Disneyland,52.0,5.0
17.0,Adventureland,Entertainment,173,186,0.8945656489293795,229,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,5.0,5.0
588.0,North Point,area,156,165,0.57430928484786,229,1,TH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,101.0,12.0
323.0,Hong Kong Zoological and Botanical Gardens,Cityscape,150,157,0.7465186280827468,224,1,PH,598.0,Ocean Park,598.0,Ocean Park,296.0,Hong Kong Disneyland,60.0,11.0
675.0,SOGO,Shopping,168,172,0.5903307897043657,222,1,PH,96.0,Causeway Bay,96.0,Causeway Bay,96.0,Causeway Bay,98.0,9.0
179.0,Disney Explorers Lodge,Hotel,112,134,0.8033677100274592,218,1,JP,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,33.0,3.0
278.0,Hashtag B,Dining,151,157,0.8129475475315545,208,1,TH,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),27.0,3.0
1013.0,Yau Ma Tei,area,149,152,0.48897333531558773,196,1,VN,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,101.0,Central,119.0,19.0
700.0,Sham Shui Po,area,107,108,0.6087654048001201,192,1,TW,907.0,Tsim Sha Tsui,540.0,Mong Kok,101.0,Central,91.0,8.0
436.0,Ladies' Market,Shopping,88,101,0.6655990660329136,190,1,ID,540.0,Mong Kok,540.0,Mong Kok,296.0,Hong Kong Disneyland,81.0,6.0
877.0,The Ritz-Carlton,Hotel,127,138,0.7739184842884909,188,1,PH,874.0,The Peninsula,874.0,The Peninsula,944.0,Victoria Harbour,50.0,4.0
953.0,Vission Bakery,Dining,104,105,0.7607098179436349,188,1,TH,101.0,Central,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),56.0,7.0
358.0,Jordan,area,116,121,0.6041279576763278,186,1,TH,907.0,Tsim Sha Tsui,296.0,Hong Kong Disneyland,907.0,Tsim Sha Tsui,94.0,9.0
433.0,LEGOLAND Discovery Centre,Entertainment,106,119,0.8816511809109406,186,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,6.0,6.0
291.0,Hollywood Rd,Cityscape,116,123,0.5436009984919199,184,1,TH,101.0,Central,101.0,Central,101.0,Central,110.0,21.0
503.0,Mak's Noodle,Dining,109,109,0.736365962677701,183,1,TH,296.0,Hong Kong Disneyland,46.0,Bakehouse (Wan Chai),296.0,Hong Kong Disneyland,63.0,9.0
945.0,Victoria Park,Cityscape,136,144,0.7670100262586924,180,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,53.0,9.0
334.0,Hung Hom Kwun Yum Temple,Religious,145,152,0.7481588957432126,179,1,TH,413.0,Kowloon Tin Hau Temple,506.0,Man Mo Temple,696.0,Sha Tin Che Kung Temple,59.0,6.0
36.0,Australia Dairy Company,Dining,128,128,0.5484797661234754,179,1,TW,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),107.0,12.0
897.0,Tomorrowland,Entertainment,131,147,0.9293212702272777,178,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,2.0,2.0
1010.0,Yat Lok Restaurant,Dining,108,110,0.779625796366276,175,1,PH,101.0,Central,101.0,Central,101.0,Central,45.0,6.0
3.0,1881 Heritage,Shopping,118,122,0.8043229427740812,160,1,ID,874.0,The Peninsula,296.0,Hong Kong Disneyland,874.0,The Peninsula,31.0,1.0
977.0,West Kowloon Cultural District,Cultural,73,76,0.7173766948542334,160,1,ID,331.0,Hotel ICON,944.0,Victoria Harbour,944.0,Victoria Harbour,66.0,7.0
603.0,Old Hong Kong,Cityscape,119,127,0.8701461225493843,154,1,PH,598.0,Ocean Park,296.0,Hong Kong Disneyland,598.0,Ocean Park,7.0,1.0
263.0,Halfway Coffee,Dining,78,80,0.7369986148812764,154,1,TH,46.0,Bakehouse (Wan Chai),296.0,Hong Kong Disneyland,46.0,Bakehouse (Wan Chai),62.0,8.0
160.0,Cupnoodles Museum,Cultural,51,55,0.8520613585012138,153,1,PH,37.0,Avenue Of Stars,312.0,Hong Kong Science Museum,296.0,Hong Kong Disneyland,12.0,2.0
916.0,Tsuen Wan,area,128,131,0.5062778532516545,150,1,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,115.0,15.0
784.0,Sunny Bay Station,Transit,110,118,0.5933228791734584,150,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,97.0,2.0
826.0,Tai Wong Yeh Temple,Religious,128,138,0.6911004443207512,145,1,TH,696.0,Sha Tin Che Kung Temple,815.0,Tai Po,506.0,Man Mo Temple,69.0,8.0
366.0,Kai Kai Dessert,Dining,95,95,0.7897558217620402,145,1,TH,502.0,Mak Man Kee Noodle Shop,296.0,Hong Kong Disneyland,46.0,Bakehouse (Wan Chai),39.0,5.0
128.0,Chi Lin Nunnery,Religious,84,92,0.8399510362179754,140,1,TH,629.0,Po Lin Monastery,629.0,Po Lin Monastery,565.0,Nan Lian Garden,18.0,1.0
925.0,Tung Chung,area,114,124,0.5592270950687879,138,1,PH,580.0,Ngong Ping 360,451.0,Lantau Island,451.0,Lantau Island,106.0,13.0
189.0,Dragon's Back,Outdoor,53,67,0.8342581924509537,138,1,SG,803.0,Tai Mo Shan,803.0,Tai Mo Shan,803.0,Tai Mo Shan,19.0,3.0
857.0,The Hong Kong Tourism Board Kowloon Visitor Centre,Cityscape,94,103,0.6903914938632604,136,1,PH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,70.0,12.0
452.0,Lantau Peak,Outdoor,91,100,0.8483557568172558,136,1,TH,451.0,Lantau Island,803.0,Tai Mo Shan,451.0,Lantau Island,15.0,2.0
137.0,Choi Hung Estate,Cityscape,96,99,0.6118354609405453,135,1,VN,139.0,Choi Hung Station,546.0,Monster Building,540.0,Mong Kok,90.0,17.0
108.0,Central-Mid-Levels Escalators,Cityscape,76,76,0.38271179903693264,134,1,ID,101.0,Central,800.0,Tai Kwun,946.0,Victoria Peak,123.0,23.0
761.0,Star Ferry Pier,Transit,95,98,0.5657925270235328,133,1,VN,944.0,Victoria Harbour,307.0,Hong Kong Observation Wheel,944.0,Victoria Harbour,103.0,3.0
270.0,Happy Valley Racecourse,Entertainment,78,80,0.6843959048301691,126,1,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,74.0,13.0
975.0,West Kowloon,area,103,107,0.5005153254243165,125,1,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,116.0,16.0
408.0,Kowloon Park,Cityscape,62,62,0.8052774668603238,123,1,PH,907.0,Tsim Sha Tsui,310.0,Hong Kong Park,310.0,Hong Kong Park,29.0,5.0
243.0,Golden Bauhinia Square,Cityscape,92,100,0.7926966644652809,118,1,TH,946.0,Victoria Peak,296.0,Hong Kong Disneyland,944.0,Victoria Harbour,36.0,7.0
544.0,Mong Kok Station,Transit,93,94,0.37670372350099574,117,1,PH,540.0,Mong Kok,540.0,Mong Kok,300.0,Hong Kong International Airport,124.0,6.0
316.0,Hong Kong Stadium,Sport,47,49,0.7828158589113765,116,1,PH,300.0,Hong Kong International Airport,293.0,Hong Kong Convention and Exhibition Centre,296.0,Hong Kong Disneyland,42.0,1.0
356.0,Jenny Bakery,Dining,68,68,0.5882893725917705,114,1,TH,907.0,Tsim Sha Tsui,540.0,Mong Kok,907.0,Tsim Sha Tsui,99.0,11.0
768.0,Stone Slab Street,Cityscape,43,44,0.5870612684963036,114,1,TW,101.0,Central,800.0,Tai Kwun,101.0,Central,100.0,18.0
914.0,Tsing Yi,Natural,101,103,0.5148529022618538,112,1,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,114.0,7.0
434.0,LOUIS VUITTON,Shopping,99,101,0.6067011195846616,111,1,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,93.0,8.0
912.0,Tsim Sha Tsui Station,Transit,95,97,0.34290473635830115,111,1,TH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,126.0,7.0
929.0,Tung Chung Station,Transit,88,92,0.3982850654232923,109,1,PH,300.0,Hong Kong International Airport,580.0,Ngong Ping 360,451.0,Lantau Island,122.0,5.0
635.0,Prince Edward,area,70,74,0.49592153245566395,104,1,TH,907.0,Tsim Sha Tsui,907.0,Tsim Sha Tsui,907.0,Tsim Sha Tsui,117.0,17.0
103.0,Central Ferry Pier,Transit,80,85,0.6068732222556775,103,1,ID,307.0,Hong Kong Observation Wheel,307.0,Hong Kong Observation Wheel,307.0,Hong Kong Observation Wheel,92.0,1.0
646.0,Queen's Road,Cityscape,78,78,0.5595382625618155,101,1,ID,101.0,Central,296.0,Hong Kong Disneyland,101.0,Central,105.0,20.0
344.0,ICHIRAN,Dining,67,67,0.8043630043085725,101,1,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,30.0,4.0
708.0,Shau Kei Wan,area,57,60,0.5029318833573618,98,0,TH,946.0,Victoria Peak,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
471.0,Lo Pan Temple,Religious,83,88,0.7328586707343206,97,0,TH,413.0,Kowloon Tin Hau Temple,696.0,Sha Tin Che Kung Temple,413.0,Kowloon Tin Hau Temple,,
441.0,Lai King,area,84,90,0.5852576083969325,95,0,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
342.0,Hyperspace Mountain,Entertainment,72,73,0.9073758942657683,95,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
163.0,DON DON DONKI,Shopping,56,58,0.8494128166124445,95,0,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
303.0,Hong Kong Macau Ferry Terminal,Transit,73,77,0.40493100680797905,94,0,ID,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
15.0,Admiralty,area,75,82,0.5479091449445228,92,0,TW,907.0,Tsim Sha Tsui,598.0,Ocean Park,907.0,Tsim Sha Tsui,,
309.0,Hong Kong Palace Museum,Cultural,29,31,0.6682772889460928,91,0,TH,295.0,Hong Kong Cultural Centre,304.0,Hong Kong Museum of Art,944.0,Victoria Harbour,,
374.0,Kam Wah Cafe & Cake Shop,Dining,53,53,0.7976426016715057,90,0,ID,446.0,Lan Fong Yuen,1010.0,Yat Lok Restaurant,46.0,Bakehouse (Wan Chai),,
557.0,Museum of Art,Cultural,49,51,0.6630655919642839,89,0,PH,304.0,Hong Kong Museum of Art,304.0,Hong Kong Museum of Art,944.0,Victoria Harbour,,
297.0,Hong Kong Fisherman's Wharf,Transit,53,53,0.7796705545752566,87,0,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
662.0,Regent,Hotel,50,51,0.7252740411560449,87,0,PH,944.0,Victoria Harbour,944.0,Victoria Harbour,944.0,Victoria Harbour,,
642.0,Quarry Bay,area,48,49,0.47388940661150364,87,0,PH,946.0,Victoria Peak,546.0,Monster Building,101.0,Central,,
659.0,Regal Kowloon Hotel,Hotel,24,26,0.64883923306703,87,0,PH,198.0,East Tsim Sha Tsui,37.0,Avenue Of Stars,300.0,Hong Kong International Airport,,
607.0,One Dim Sum,Dining,70,70,0.7031451135962492,86,0,TH,296.0,Hong Kong Disneyland,101.0,Central,300.0,Hong Kong International Airport,,
317.0,Hong Kong Station,Transit,65,70,0.3736884355811136,83,0,PH,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
514.0,Masjid Ammar and Osman Ramju Sadick Islamic Centre,Religious,46,46,0.58864711583592,83,0,ID,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
198.0,East Tsim Sha Tsui,Transit,72,76,0.3229876039672251,81,0,TH,300.0,Hong Kong International Airport,907.0,Tsim Sha Tsui,944.0,Victoria Harbour,,
793.0,Tai Cheong Bakery,Dining,58,59,0.8421757709624319,79,0,TW,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),,
795.0,Tai Hang,area,27,28,0.841425110976256,79,0,NZ,119.0,Cheung Chau,296.0,Hong Kong Disneyland,119.0,Cheung Chau,,
869.0,The Peak Galleria,Shopping,65,67,0.6930059594523847,78,0,PH,946.0,Victoria Peak,946.0,Victoria Peak,946.0,Victoria Peak,,
377.0,Kam's Roast Goose,Dining,50,50,0.8013274866739909,76,0,TW,607.0,One Dim Sum,944.0,Victoria Harbour,36.0,Australia Dairy Company,,
286.0,Hing Kee Restaurant,Dining,38,38,0.7979120672264961,73,0,SG,374.0,Kam Wah Cafe & Cake Shop,833.0,Temple St,46.0,Bakehouse (Wan Chai),,
245.0,Golden Crocus Inn,Dining,60,64,0.8527865916354737,72,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
315.0,Hong Kong Space Museum,Cultural,44,45,0.6516980342165589,70,0,PH,300.0,Hong Kong International Airport,312.0,Hong Kong Science Museum,944.0,Victoria Harbour,,
449.0,Langham Place,Shopping,50,52,0.6010590733518489,69,0,PH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
484.0,Lung Fung Mall,Shopping,35,35,0.5827716021541328,69,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
502.0,Mak Man Kee Noodle Shop,Dining,35,35,0.7567983274563911,69,0,TH,580.0,Ngong Ping 360,366.0,Kai Kai Dessert,300.0,Hong Kong International Airport,,
739.0,Sneakers Street,Shopping,48,48,0.7221526633689387,68,0,ID,436.0,Ladies' Market,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
749.0,St John's Cathedral,Religious,48,48,0.736142446856118,68,0,PH,101.0,Central,873.0,The Peak Tram,101.0,Central,,
992.0,Wong Tai Sin,area,57,60,0.6228816144789259,66,0,TH,540.0,Mong Kok,995.0,Wong Tai Sin Temple,300.0,Hong Kong International Airport,,
459.0,Lee Tung Avenue,Shopping,32,34,0.8094602192039875,66,0,ID,364.0,K11 MUSEA,300.0,Hong Kong International Airport,364.0,K11 MUSEA,,
8.0,AIA Carnival,Entertainment,16,17,0.8931505143131111,66,0,SG,307.0,Hong Kong Observation Wheel,307.0,Hong Kong Observation Wheel,307.0,Hong Kong Observation Wheel,,
849.0,The Grand Aquarium,Entertainment,58,61,0.8648332021825138,65,0,PH,598.0,Ocean Park,598.0,Ocean Park,598.0,Ocean Park,,
406.0,Kowloon City,area,26,29,0.5885410651500369,65,0,SG,832.0,Tei Mou Koon Dessert,364.0,K11 MUSEA,404.0,Kowloon,,
253.0,Grizzly Gulch,Entertainment,50,51,0.800914288912991,63,0,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
305.0,Hong Kong Museum of History,Cultural,42,46,0.48505966693324887,62,0,PH,873.0,The Peak Tram,873.0,The Peak Tram,873.0,The Peak Tram,,
817.0,Tai Tam,area,49,56,0.8558249935574297,61,0,TH,803.0,Tai Mo Shan,803.0,Tai Mo Shan,803.0,Tai Mo Shan,,
339.0,Hyatt Centric,Hotel,30,34,0.760527435244069,61,0,SG,300.0,Hong Kong International Airport,588.0,North Point,944.0,Victoria Harbour,,
683.0,Sai Ying Pun,area,34,35,0.5720477720562901,60,0,TH,101.0,Central,101.0,Central,101.0,Central,,
464.0,Lin Heung Lau,Dining,28,28,0.792037365913746,60,0,US,101.0,Central,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
549.0,Mott 32,Dining,23,25,0.659709270361956,58,0,TH,913.0,Tsing Ma Bridge,46.0,Bakehouse (Wan Chai),296.0,Hong Kong Disneyland,,
225.0,Fortress Hill,area,37,41,0.6352176218932878,57,0,TH,451.0,Lantau Island,804.0,Tai O,944.0,Victoria Harbour,,
173.0,Diamond Hill,Outdoor,45,47,0.5623839384063761,56,0,ID,565.0,Nan Lian Garden,128.0,Chi Lin Nunnery,101.0,Central,,
359.0,Jordan Station,Transit,49,52,0.43301368636401516,55,0,TH,907.0,Tsim Sha Tsui,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
336.0,Hung Hom Station,Transit,48,49,0.28190262944811356,55,0,TH,300.0,Hong Kong International Airport,296.0,Hong Kong Disneyland,300.0,Hong Kong International Airport,,
753.0,Stanley,area,40,43,0.7559086626554414,53,0,TW,101.0,Central,101.0,Central,944.0,Victoria Harbour,,
513.0,Marty's General Store,Shopping,50,52,0.9332718895031855,52,0,TH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
798.0,Tai Kok Tsui,area,46,46,0.6491701689386822,52,0,TH,413.0,Kowloon Tin Hau Temple,815.0,Tai Po,413.0,Kowloon Tin Hau Temple,,
106.0,Central Station,Transit,46,46,0.39210908722294413,51,0,PH,101.0,Central,101.0,Central,101.0,Central,,
887.0,Tin Hau,area,39,41,0.7008079978508678,51,0,TW,101.0,Central,101.0,Central,101.0,Central,,
12.0,Aberdeen,area,28,28,0.7289713319080571,51,0,PH,598.0,Ocean Park,37.0,Avenue Of Stars,598.0,Ocean Park,,
272.0,Harbour Grand,Hotel,17,21,0.7792238958484057,51,0,US,980.0,Whampoa,944.0,Victoria Harbour,944.0,Victoria Harbour,,
33.0,AsiaWorld-Expo,Cityscape,43,45,0.6154793251305819,50,0,JP,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
199.0,Eaton HK,Hotel,21,23,0.622442628404677,50,0,ID,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,300.0,Hong Kong International Airport,,
458.0,Lee Garden,Shopping,18,18,0.7314288837849976,50,0,PH,907.0,Tsim Sha Tsui,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
460.0,Lei Yue Mun,area,11,13,0.7969991050724291,50,0,PH,16.0,Admiralty Station,944.0,Victoria Harbour,944.0,Victoria Harbour,,
87.0,Canton Rd,Cityscape,39,41,0.5162333491811059,49,0,TH,300.0,Hong Kong International Airport,3.0,1881 Heritage,944.0,Victoria Harbour,,
414.0,Kowloon Walled City Park,Cityscape,23,24,0.7654589294042023,49,0,ID,404.0,Kowloon,404.0,Kowloon,404.0,Kowloon,,
705.0,Shangri-La,Hotel,36,37,0.6914324859106863,48,0,TH,101.0,Central,300.0,Hong Kong International Airport,101.0,Central,,
976.0,West Kowloon Art Park,Cultural,20,20,0.7982734239970644,48,0,TH,485.0,M+,485.0,M+,944.0,Victoria Harbour,,
979.0,Western Market,Cultural,43,43,0.5634546507467596,47,0,TH,946.0,Victoria Peak,101.0,Central,101.0,Central,,
407.0,Kowloon Mosque And Islamic Centre,Cityscape,30,31,0.5275417970680846,47,0,ID,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
1044.0,ifc mall,Shopping,34,34,0.6694792483148037,46,0,PH,101.0,Central,307.0,Hong Kong Observation Wheel,101.0,Central,,
740.0,Snoopy's World,Entertainment,10,13,0.8990212388977206,46,0,PH,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
98.0,Causeway Bay Station,Transit,35,39,0.29690560777313435,45,0,ID,96.0,Causeway Bay,96.0,Causeway Bay,96.0,Causeway Bay,,
943.0,Victoria Dockside,Cityscape,35,39,0.6981364119750185,45,0,TH,364.0,K11 MUSEA,944.0,Victoria Harbour,944.0,Victoria Harbour,,
543.0,Mong Kok Night Market,Shopping,26,28,0.6846395261763106,45,0,PH,540.0,Mong Kok,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
143.0,Chukfo Taipan Restaurant,Dining,24,24,0.8999557349003023,45,0,TW,446.0,Lan Fong Yuen,296.0,Hong Kong Disneyland,296.0,Hong Kong Disneyland,,
773.0,Sun Hing Restaurant,Dining,17,17,0.658720622700052,45,0,SG,386.0,Kennedy Town,1.0,% Arabica,386.0,Kennedy Town,,
781.0,Sun Yat Sen Memorial Park,Cultural,10,10,0.6161726585669177,45,0,PH,30.0,ArtLane,540.0,Mong Kok,944.0,Victoria Harbour,,
848.0,The Fullerton Ocean Park Hotel,Hotel,8,8,0.7802109355358658,45,0,PH,296.0,Hong Kong Disneyland,180.0,Disney's Hollywood Hotel,296.0,Hong Kong Disneyland,,
538.0,Mon Kee Café,Dining,30,30,0.8628057422240576,44,0,ID,46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),46.0,Bakehouse (Wan Chai),,
