video_date,author_region,journey_n,avg_journey_sentiment
2023-03-14,US,2,0.7788854092359543
2023-03-16,PH,1,0.8905546532736884
2023-03-17,GB,1,0.056030821055173874
2023-03-17,US,1,0.842526763677597
2023-03-18,VN,1,0.9137507677078247
2023-03-19,US,1,0.4893980994820595
2023-03-20,PH,1,0.18756558373570442
2023-03-21,BH,1,0.8050686021645863
2023-03-21,PH,1,0.8734737820923328
2023-03-21,TH,1,0.024948878213763237
2023-03-21,TW,1,0.7353111363947391
2023-03-21,US,2,0.8824633546173573
2023-03-22,ID,1,0.8956592877705892
2023-03-22,PH,2,0.8895121738314629
2023-03-23,MY,1,0.9290729761123657
2023-03-23,US,1,0.8225582614541054
2023-03-24,PH,2,0.7647489355877042
2023-03-25,VN,1,0.43336720764636993
2023-03-26,TH,1,0.7368915885213821
2023-03-27,KH,1,0.5892294049263
2023-03-27,SG,1,0.8704981803894043
2023-03-27,TH,4,0.5399561824518497
2023-03-28,ID,1,0.8781600197156271
2023-03-28,SG,1,0.6314933219303688
2023-03-28,TH,1,0.9493381083011627
2023-03-28,US,1,0.9341526627540588
2023-03-29,PH,1,0.3536521904170513
2023-03-30,PH,1,0.929898202419281
2023-03-30,TH,1,0.6216497708644185
2023-03-30,US,1,0.7863884369532267
2023-03-31,ID,1,0.81611168384552
2023-03-31,PH,1,0.8576558828353882
2023-03-31,TH,1,0.788389320174853
2023-04-01,PH,1,0.929896891117096
2023-04-01,TH,1,0.7984358668327332
2023-04-01,VN,1,0.957324206829071
2023-04-02,PH,1,0.7481070338260559
2023-04-02,SG,2,0.7068650403193065
2023-04-02,US,1,0.8532935976982117
2023-04-02,VN,5,0.7298160440629476
2023-04-03,ID,1,0.2561109662055969
2023-04-03,KR,1,0.52925705909729
2023-04-04,PH,1,0.889374752172402
2023-04-04,TW,1,0.22872188687324524
2023-04-04,US,1,0.6619493365287781
2023-04-05,PH,1,0.5304091399302706
2023-04-06,PH,1,0.558790347725153
2023-04-07,ID,1,0.9367702603340149
2023-04-07,VN,1,0.07656895369291306
2023-04-08,PH,2,0.4269916613896688
2023-04-08,SG,1,0.741168886423111
2023-04-08,US,1,0.7432419657707214
2023-04-09,ID,1,0.9502176642417908
2023-04-09,PH,1,0.8340062201023102
2023-04-10,BH,1,0.6072832390666008
2023-04-10,PH,4,0.6173218263451148
2023-04-10,SG,1,0.5238581486046314
2023-04-10,US,1,0.8238235155741374
2023-04-10,VN,1,0.8765421156530028
2023-04-11,TH,1,0.7197202948853374
2023-04-12,AU,1,0.7240131087601185
2023-04-12,PH,1,0.48719384521245956
2023-04-12,TH,1,0.6379451127722859
2023-04-12,US,1,0.9168247580528259
2023-04-13,DE,1,0.8448904752731323
2023-04-13,US,1,0.4759559066345294
2023-04-14,US,1,0.38589930534362793
2023-04-15,ID,1,0.7921044826507568
2023-04-16,GB,1,0.6391737461090088
2023-04-16,NZ,1,0.5798469803162983
2023-04-16,VN,1,0.13650080561637878
2023-04-17,PH,1,0.8577428390582403
2023-04-19,AU,1,0.8706445793310802
2023-04-19,ID,1,0.6818565451540053
2023-04-19,PH,2,0.9491426914930343
2023-04-20,PH,1,0.9682513356208802
2023-04-20,TH,1,0.7508417467276255
2023-04-21,PH,1,0.7499122619628906
2023-04-21,SG,1,0.8845906853675842
2023-04-22,MY,1,0.1747133582830429
2023-04-22,PH,1,0.7292107893102854
2023-04-22,VN,1,0.4817771998544534
2023-04-23,JP,1,0.7674935013055801
2023-04-23,PH,1,0.9205076456069946
2023-04-23,SG,2,0.5177759577830633
2023-04-23,VN,1,0.39071140935023624
2023-04-24,US,1,0.6184567794203758
2023-04-25,SG,1,0.8348017036914825
2023-04-26,ID,1,0.9181123375892639
2023-04-27,ID,1,0.9649991989135742
2023-04-27,SG,1,0.712576979978217
2023-04-27,VN,1,0.7937557101249695
2023-04-29,CN,1,0.848181389272213
2023-04-29,GB,1,0.7372328191995621
2023-04-29,ID,1,0.5779561996459961
2023-04-30,GB,2,0.8022490614082753
2023-04-30,TH,1,0.9517696074077061
2023-05-01,GB,3,0.16346850665286183
2023-05-01,ID,1,0.8636117508014044
2023-05-01,SG,2,0.7946208500199847
2023-05-02,GB,2,0.6524474991198916
2023-05-02,TH,1,0.7290230343739191
2023-05-02,US,1,0.6964265207449595
2023-05-03,ID,1,0.4424914558573315
2023-05-03,KR,1,0.7471224615971247
2023-05-03,US,1,0.7798677682876587
2023-05-03,VN,1,0.6324962568469346
2023-05-04,HK,1,0.9467692971229553
2023-05-04,ID,1,0.8662011921405792
2023-05-04,TH,2,0.8705644566904415
2023-05-05,AU,1,0.8009110689163208
2023-05-05,US,1,0.8939672708511353
2023-05-05,VN,1,0.6349410864214102
2023-05-06,SG,1,0.7343416139483452
2023-05-06,TH,1,0.576730027794838
2023-05-06,VN,1,0.9382403492927551
2023-05-07,PH,2,0.912654991944631
2023-05-07,TW,1,0.40288978163152933
2023-05-08,VN,1,0.6080443114042282
2023-05-09,VN,1,0.846947987874349
2023-05-10,CA,1,0.6921483129262924
2023-05-10,PH,1,0.5735818929970264
2023-05-10,VN,1,0.42196709911028546
2023-05-11,HK,1,0.9276000618934631
2023-05-11,ID,3,0.6938095308012432
2023-05-12,ES,1,0.9099029898643494
2023-05-12,ID,1,0.9250295360883077
2023-05-12,US,1,0.765204668045044
2023-05-14,MY,1,0.9591853835365989
2023-05-14,SG,1,0.4944418757119113
2023-05-15,CA,1,0.8988563716411591
2023-05-15,PH,2,0.8456573342454845
2023-05-15,US,2,0.49164775378691655
2023-05-16,US,1,0.6645928621292114
2023-05-17,PH,1,0.9307349324226379
2023-05-18,ID,2,0.6199969323351979
2023-05-18,PH,3,0.28272788040339947
2023-05-18,US,1,0.8373464345932007
2023-05-19,PH,2,0.5018154248181317
2023-05-20,PH,2,0.6224050675740553
2023-05-20,SG,1,0.9372736116250356
2023-05-21,CA,1,0.7007732718872527
2023-05-22,AU,1,0.6555662330772195
2023-05-22,CA,1,0.6650272111097971
2023-05-23,FR,1,0.17789405584335327
2023-05-23,PK,1,0.6757180852712028
2023-05-23,TH,1,0.8636514196793238
2023-05-24,AU,1,0.6862007677555084
2023-05-24,PH,5,0.582635313170967
2023-05-25,PH,1,0.8828045725822449
2023-05-26,SG,1,0.8916475027799606
2023-05-27,ID,1,0.1243925392627716
2023-05-27,US,1,0.014756154268980026
2023-05-28,CN,1,0.8609966933727264
2023-05-28,PH,3,0.9428618947664896
2023-05-29,MY,1,0.5216679684817791
2023-05-29,US,1,0.9202017079700123
2023-05-30,GB,1,0.6516175866127014
2023-05-30,PH,1,0.9435261156823901
2023-05-30,TH,1,0.5290655782446265
2023-05-31,AU,1,0.6783116174240907
2023-05-31,CN,1,0.8299276232719421
2023-05-31,ID,1,0.2997965370970113
2023-06-01,SG,1,0.886769597019468
2023-06-01,US,1,0.7364647090435028
2023-06-02,MY,1,0.9190682768821716
2023-06-02,TW,1,0.9095309972763062
2023-06-03,ID,1,0.39191676676273346
2023-06-03,US,2,0.6757199865366731
2023-06-04,KR,1,0.9741582274436951
2023-06-04,PH,2,0.7627960257232189
2023-06-04,US,2,0.8440842876831691
2023-06-05,GB,1,0.8478304386138916
2023-06-05,MY,1,0.25786766127027844
2023-06-06,PH,1,0.6408386158623866
2023-06-07,GB,1,0.9420644044876099
2023-06-07,ID,1,0.8566890835762024
2023-06-07,MY,1,0.6341487169265747
2023-06-07,PH,2,0.9105335995554924
2023-06-07,TH,1,0.9106501936912537
2023-06-08,PH,1,0.026960868388414383
2023-06-08,TH,1,0.08923576027154922
2023-06-09,AU,2,0.7988090366125107
2023-06-09,GB,1,0.22895798087120056
2023-06-10,MY,1,0.8930892944335938
2023-06-10,PH,1,0.8783966278036436
2023-06-11,AU,1,0.7592706382274628
2023-06-11,GB,1,0.49956539273262024
2023-06-11,SG,1,0.6373413668738471
2023-06-11,TH,1,0.7803121382991473
2023-06-13,ID,1,0.24677108228206635
2023-06-13,MY,1,0.9473442733287811
2023-06-13,SG,1,0.43848456293344495
2023-06-14,GB,1,0.9419245719909668
2023-06-14,KR,1,0.5141396212081114
2023-06-14,PH,1,0.9256326695283255
2023-06-14,TH,1,0.6311553418636322
2023-06-14,US,1,0.9502995610237122
2023-06-15,ID,1,0.7066714266935984
2023-06-15,MY,1,0.893357535203298
2023-06-15,PH,1,0.2134564703862582
2023-06-16,PH,2,0.48974966974212575
2023-06-16,US,1,0.911374568939209
2023-06-17,PH,1,0.6118793860077858
2023-06-18,AU,1,0.20746822655200958
2023-06-18,ID,1,0.8836665749549866
2023-06-19,PH,1,0.9127114415168762
2023-06-19,US,1,0.5039733052253723
2023-06-20,ID,1,0.6432970277965069
2023-06-20,SG,1,0.34210495992253226
2023-06-21,PH,1,0.7583950928279332
2023-06-22,ID,1,0.8549527092413469
2023-06-22,PH,1,0.6186515440543492
2023-06-22,SG,1,0.4879911579191685
2023-06-23,JP,1,0.8871494755148888
2023-06-23,SG,1,0.8560563176870346
2023-06-25,AU,1,0.9654141664505005
2023-06-25,PH,2,0.6913934122771025
2023-06-26,AU,1,0.863661378622055
2023-06-27,AU,1,0.3418596267700195
2023-06-27,PH,1,0.29728631116449833
2023-06-28,DE,1,0.9538843631744385
2023-06-29,ID,1,0.2575080692768097
2023-06-29,US,1,0.47615027613937855
2023-06-30,AU,1,0.9079188108444214
2023-07-02,AU,1,0.7286656498908997
2023-07-02,GB,1,0.8388969829449286
2023-07-02,ID,1,0.816755473613739
2023-07-03,PH,2,0.6496503935712907
2023-07-04,MY,1,0.8876685268763038
2023-07-04,PH,2,0.9516497924923897
2023-07-05,ID,1,0.27231375873088837
2023-07-05,KR,1,0.5914428609733781
2023-07-05,PH,1,0.3161886683665216
2023-07-06,GB,2,0.4201051319638888
2023-07-06,ID,1,0.42954306658357383
2023-07-06,PH,1,0.9303214152654012
2023-07-07,GB,1,0.9658272465070089
2023-07-07,US,1,0.20967187406495214
2023-07-08,ID,1,0.8470626473426819
2023-07-08,MO,1,0.9221670627593994
2023-07-08,PH,1,0.5827098786830902
2023-07-08,US,1,0.24262342602014542
2023-07-09,PH,1,0.23879209160804749
2023-07-09,TH,1,0.444847115005056
2023-07-10,PH,2,0.6929753422737122
2023-07-11,GB,1,0.9088144153356552
2023-07-11,PH,1,0.8745959401130676
2023-07-11,VN,1,0.43732166662812233
2023-07-12,AE,1,0.9381794929504395
2023-07-12,GB,1,0.7554741203784943
2023-07-12,JP,1,0.17228022031486034
2023-07-12,MY,1,0.6163672655820847
2023-07-12,PH,1,0.9761228462060293
2023-07-13,GB,2,0.915878176689148
2023-07-13,US,1,0.6576220045487086
2023-07-14,AU,1,0.9788426160812378
2023-07-14,GB,1,0.8821374177932739
2023-07-14,PH,2,0.33943900279700756
2023-07-15,AU,1,0.6090118885040283
2023-07-15,ID,1,0.4510265588760376
2023-07-15,PH,1,0.7607269883155823
2023-07-15,SG,2,0.6570067514975866
2023-07-15,US,1,0.37755414098501205
2023-07-16,AU,1,0.7721908688545227
2023-07-16,GB,1,0.639612078666687
2023-07-16,PH,1,0.9630878865718842
2023-07-17,MY,1,0.5378437495479981
2023-07-18,CA,1,0.8993734121322632
2023-07-18,PH,2,0.8788789974318609
2023-07-19,PH,1,0.8869915008544922
2023-07-20,GB,1,0.1963885873556137
2023-07-20,PH,1,0.7651834096759558
2023-07-21,PH,1,0.5666763186454773
2023-07-21,TH,1,0.9538397699594497
2023-07-22,AU,1,0.9180324673652649
2023-07-22,PH,1,0.683826498060114
2023-07-23,ID,1,0.7737953344980876
2023-07-23,PH,1,0.751947395503521
2023-07-23,TH,1,0.46793362498283386
2023-07-23,US,1,0.9453224092721939
2023-07-23,VN,1,0.42043447494506836
2023-07-24,ID,1,0.7276882661713494
2023-07-24,PH,1,0.8254262804985046
2023-07-24,SG,1,0.900397002696991
2023-07-24,TH,2,0.916204857826233
2023-07-25,KR,1,0.9619816541671753
2023-07-25,PH,1,0.3527388274669647
2023-07-25,TH,2,0.5393484532833099
2023-07-25,TW,1,0.952932103684074
2023-07-25,US,1,0.6996790021657944
2023-07-26,TH,1,0.7291500597660031
2023-07-27,AU,2,0.837266189504474
2023-07-27,TH,1,0.5152145917527378
2023-07-28,MY,1,0.4438179729040712
2023-07-28,SG,1,0.8239408135414124
2023-07-28,TW,1,0.8794914881388346
2023-07-29,EG,1,0.9304477125406265
2023-07-29,PH,1,0.735133945941925
2023-07-29,TW,1,0.6881284524570219
2023-07-30,PH,1,0.35840975244839984
2023-07-31,ID,2,0.9261346638202668
2023-07-31,PH,2,0.7968835979700089
2023-07-31,TH,1,0.7987456124974415
2023-08-01,PH,1,0.9455494284629822
2023-08-01,US,2,0.9318147351344426
2023-08-01,VN,1,0.05878525227308273
2023-08-02,US,1,0.9537531733512878
2023-08-03,CA,1,0.4670456340536475
2023-08-03,ID,1,0.761351466178894
2023-08-03,PH,1,0.8957784473896027
2023-08-04,ID,1,0.6392220020294189
2023-08-04,TH,1,0.6479037975271543
2023-08-05,ID,1,0.11575094982981682
2023-08-05,PH,3,0.549712301335401
2023-08-05,TH,1,0.5108489996443192
2023-08-06,PH,1,0.6951159266754985
2023-08-06,SG,1,0.6801528831322988
2023-08-06,US,1,0.6891439225938586
2023-08-07,ID,1,0.05060238344594836
2023-08-07,PH,1,0.4654476546371976
2023-08-07,VN,1,0.6431224942207336
2023-08-08,AU,1,0.7925931811332703
2023-08-08,ID,1,0.5238497306903204
2023-08-08,PH,4,0.7886181526506941
2023-08-09,PH,2,0.7717988744603865
2023-08-10,PH,3,0.6442195748289427
2023-08-10,SG,1,0.6707357168197632
2023-08-10,TH,1,0.9617071151733398
2023-08-12,KR,1,0.9678408702214559
2023-08-12,PH,1,0.4777224260338005
2023-08-13,CA,1,0.018181724473834038
2023-08-13,ID,1,0.7557704336941242
2023-08-14,AU,1,0.9735213637351989
2023-08-14,ID,1,0.9423701763153076
2023-08-14,JP,1,0.5171561166644096
2023-08-14,KR,1,0.8919137716293335
2023-08-15,ID,2,0.5057455786814292
2023-08-15,KR,1,0.8818850517272949
2023-08-15,TH,1,0.85320183634758
2023-08-16,US,1,0.5676870346069336
2023-08-17,ES,1,0.8829689025878906
2023-08-17,ID,1,0.930914740670811
2023-08-18,CA,1,0.9089901447296143
2023-08-18,EG,1,0.6106640361249447
2023-08-18,PH,3,0.3376811817288399
2023-08-18,US,1,0.9327431470155716
2023-08-19,GB,1,0.8156539797782898
2023-08-19,ID,2,0.6337040844373405
2023-08-19,TH,1,0.7705547511577606
2023-08-20,ID,1,0.7400767505168915
2023-08-20,VN,1,0.8142644166946411
2023-08-21,AU,1,0.9225385387738546
2023-08-21,EG,1,0.46690305322408676
2023-08-21,ID,1,0.7288712759812673
2023-08-22,ID,1,0.560456245392561
2023-08-22,PH,2,0.8746852477391561
2023-08-22,SG,1,0.8399632573127747
2023-08-22,TH,1,0.6110190451145172
2023-08-22,US,1,0.031366679817438126
2023-08-23,MO,2,0.5956065207719803
2023-08-23,PH,2,0.7993995585693763
2023-08-23,TH,1,0.3896753415465355
2023-08-23,US,2,0.5258609429001808
2023-08-24,AU,1,0.8529660088113613
2023-08-24,ID,1,0.8946594595909119
2023-08-24,PH,2,0.7080381214618683
2023-08-24,TH,2,0.28383762734010815
2023-08-25,MO,1,0.8403506278991699
2023-08-25,PH,2,0.6350078255367967
2023-08-25,TH,1,0.10727379471063614
2023-08-26,FR,1,0.9383833110332489
2023-08-26,ID,2,0.5144436044308046
2023-08-26,PH,1,0.9636115630467733
2023-08-26,US,2,0.6778862401843071
2023-08-27,ID,2,0.5602949624881148
2023-08-27,PH,2,0.7908792269987647
2023-08-27,TH,3,0.7255112604486446
2023-08-27,US,1,0.5416553020477295
2023-08-29,ID,1,0.9529159863789877
2023-08-29,PH,2,0.8036850206553936
2023-08-29,TH,1,0.4769385498948395
2023-08-30,EG,1,0.6805488616228104
2023-08-30,ID,1,0.21550877392292023
2023-08-30,PH,1,0.4834928810596466
2023-08-31,GB,1,0.5562996417284012
2023-08-31,ID,1,0.8587338229020437
2023-08-31,PH,1,0.8200373745833834
2023-08-31,PK,1,0.8151853084564209
2023-09-01,BN,1,0.6955043052633604
2023-09-01,KR,1,0.8382159471511841
2023-09-01,VN,1,0.8400837381680807
2023-09-02,KR,1,0.15706648704196727
2023-09-02,MY,1,0.9318222999572754
2023-09-02,SG,1,0.5795759517285559
2023-09-02,US,1,0.5403641015291214
2023-09-02,VN,1,0.7274502515792847
2023-09-03,KR,1,0.6981509134056978
2023-09-03,PH,1,0.9066941738128662
2023-09-03,SG,1,0.8475532482067744
2023-09-03,US,1,0.8738445242245992
2023-09-04,VN,1,0.3993971471985181
2023-09-05,FR,1,0.8756802380084991
2023-09-05,NZ,1,0.959400087594986
2023-09-05,VN,2,0.6967602570851643
2023-09-06,TH,1,0.9564709961414337
2023-09-06,TW,1,0.9608642309904099
2023-09-06,VN,2,0.5467898510396481
2023-09-07,DE,2,0.42019388265907764
2023-09-07,TH,1,0.4774433597922325
2023-09-08,US,1,0.6442836001515388
2023-09-09,BN,1,0.7205244737366835
2023-09-09,MY,1,0.8264913316816092
2023-09-09,TH,1,0.9320772488911947
2023-09-10,KH,1,0.8692179620265961
2023-09-10,PH,1,0.5867822244763374
2023-09-10,SG,1,0.5524367094039917
2023-09-10,VN,1,0.8213860392570496
2023-09-12,ID,1,0.0735466331243515
2023-09-12,IT,1,0.9107590317726135
2023-09-12,KH,1,0.7989883025487264
2023-09-12,SG,1,0.46608901023864746
2023-09-12,TW,1,0.9754082933068275
2023-09-12,VN,1,0.9753918349742889
2023-09-13,ID,2,0.8144648210145533
2023-09-13,MY,1,0.6105504757127701
2023-09-13,TH,1,0.3423782354220748
2023-09-14,PH,1,0.7579684363057215
2023-09-14,SG,1,0.6912601888179779
2023-09-15,ID,1,0.7454170393447082
2023-09-15,PH,1,0.639383427759943
2023-09-16,ID,1,0.6605733186006546
2023-09-17,GB,1,0.7544311881065369
2023-09-17,ID,1,0.5616980791091919
2023-09-17,MA,1,0.6151948988437652
2023-09-17,PH,3,0.6069715341484105
2023-09-18,DE,1,0.9450038346377286
2023-09-18,PH,1,0.6217557489871979
2023-09-19,ID,1,0.8949951976537704
2023-09-19,PH,1,0.9071715474128723
2023-09-19,SG,1,0.935120701789856
2023-09-19,TH,1,0.8585208803415298
2023-09-20,DE,1,0.6188626885414124
2023-09-20,ID,1,0.8498933553695679
2023-09-21,ID,1,0.6342066526412964
2023-09-21,PH,1,0.730141818523407
2023-09-21,SG,1,0.8586910963058472
2023-09-22,AU,1,0.8786400804917017
2023-09-22,ID,3,0.6946374997098603
2023-09-22,PH,1,0.7590248174965382
2023-09-22,TH,1,0.4463716261088848
2023-09-22,US,1,0.9421824216842651
2023-09-23,ID,2,0.8214474804699421
2023-09-23,PH,2,0.858442915810479
2023-09-23,TH,2,0.7778770327568054
2023-09-24,HK,1,0.8073109865188599
2023-09-24,ID,2,0.8968861699104309
2023-09-24,PH,1,0.3472156368058037
2023-09-24,SG,1,0.7919266663846516
2023-09-24,TH,2,0.6045910395681858
2023-09-24,TW,1,0.6401186101138592
2023-09-24,US,1,0.15384070575237274
2023-09-25,AU,1,0.7994179964065552
2023-09-25,PH,5,0.5936844913368778
2023-09-26,ID,2,0.6421270528808236
2023-09-26,PH,1,0.5717471640283812
2023-09-26,TH,1,0.9316710829734802
2023-09-27,PH,1,0.3876471221446991
2023-09-28,GB,1,0.9405025243759155
2023-09-28,SG,1,0.9192172288894653
2023-09-29,PH,2,0.8852394918600718
2023-09-29,TH,1,0.939998060464859
2023-09-29,US,1,0.8928959965705872
2023-09-30,GB,1,0.904256143990685
2023-10-01,PH,1,0.3289323067292571
2023-10-02,GB,1,0.9478269159793854
2023-10-02,ID,1,0.8592989653348923
2023-10-03,CH,1,0.9056971073150635
2023-10-03,PH,1,0.7018718123435974
2023-10-04,US,1,0.5099795311689377
2023-10-05,GB,1,0.4266216301669677
2023-10-05,ID,1,0.5275922529399395
2023-10-05,PH,2,0.393123325239867
2023-10-05,TH,2,0.4868781931698322
2023-10-06,ID,1,0.285773865878582
2023-10-06,TH,1,0.8918479084968567
2023-10-07,PH,1,0.5746010690927505
2023-10-08,SG,3,0.7240788903501297
2023-10-09,KR,1,0.8522372394800186
2023-10-09,US,1,0.8924541771411896
2023-10-10,ID,1,0.8551922639211019
2023-10-10,PH,1,0.7786775827407837
2023-10-10,US,1,0.8395008891820908
2023-10-11,VN,1,0.3057236783206463
2023-10-12,KR,1,0.8515564799308777
2023-10-12,TH,1,0.2914934498257935
2023-10-13,PH,1,0.9527720709641775
2023-10-14,IE,1,0.8767054975032806
2023-10-15,ID,1,0.7947298443317413
2023-10-15,KR,1,0.9177511394023895
2023-10-15,PH,2,0.6999124813980112
2023-10-15,SG,1,0.8661218881607056
