video_date,poi_id,poi_name,poi_cate,journey_n,stop_n,avg_stop_sentiment,inbound_n,outbound_n
2023-01-18,434.0,LOUIS VUITTON,shopping,1,1,0.2043775618076324,0,1
2023-01-18,485.0,M+,cultural,1,1,0.9452422261238098,0,0
2023-01-18,612.0,Pacific Place,shopping,1,1,0.8899886012077332,1,1
2023-01-18,632.0,Pok Fu Lam Reservoir Rd,outdoor,1,1,0.522023618221283,1,1
2023-01-18,871.0,The Peak Terminus,transit,1,1,0.1511625200510025,1,1
2023-01-18,873.0,The Peak Tram,entertainment,1,1,0.345940167705218,1,1
2023-01-18,944.0,Victoria Harbour,city,1,1,0.8606112003326416,1,1
2023-01-20,300.0,Hong Kong International Airport,transit,2,2,0.7154031246900558,0,1
2023-01-20,913.0,Tsing Ma Bridge,city,1,1,0.9074291586875916,1,0
2023-01-22,304.0,Hong Kong Museum of Art,cultural,1,1,0.4945750534534454,0,0
2023-01-22,850.0,The Grand Buffet,dining,1,1,0.0277759470045566,0,1
2023-01-22,974.0,Wesleyan House,religion,1,1,0.0518522933125495,1,0
2023-01-23,101.0,Central,area,1,1,0.4550848305225372,0,0
2023-01-26,300.0,Hong Kong International Airport,transit,1,1,0.5426390469074249,0,0
2023-01-28,180.0,Disney's Hollywood Hotel,hotel,1,1,0.9162896573543549,1,1
2023-01-28,296.0,Hong Kong Disneyland,entertainment,1,3,0.7497242405984758,2,2
2023-01-28,300.0,Hong Kong International Airport,transit,1,1,0.7309759855270386,0,0
2023-01-28,975.0,West Kowloon,area,1,1,0.058091163635253906,1,1
2023-01-29,296.0,Hong Kong Disneyland,entertainment,1,1,0.8804843255451748,0,0
2023-01-31,300.0,Hong Kong International Airport,transit,1,1,0.023292403668165207,0,1
2023-01-31,817.0,Tai Tam,area,1,1,0.7514259219169617,1,0
2023-02-01,293.0,Hong Kong Convention and Exhibition Centre,city,1,1,0.5973613262176514,0,1
2023-02-01,946.0,Victoria Peak,city,1,1,0.7300279140472412,1,0
2023-02-02,123.0,Cheung Hing Kee Shanghai Pan Fried Buns,dining,1,1,0.8254008889198303,0,0
2023-02-03,1010.0,Yat Lok Restaurant,dining,1,1,0.0197147186845541,0,0
2023-02-05,946.0,Victoria Peak,city,1,1,0.8663800358772278,0,0
2023-02-06,101.0,Central,area,1,1,0.5440665036439896,0,0
2023-02-06,289.0,Hoi Ping Rd,city,1,1,0.6068041622638702,1,0
2023-02-06,300.0,Hong Kong International Airport,transit,1,1,0.8877207934856415,0,0
2023-02-06,460.0,Lei Yue Mun,area,1,1,0.6261295626560847,0,1
2023-02-07,96.0,Causeway Bay,area,1,1,0.47091612219810486,1,0
2023-02-07,296.0,Hong Kong Disneyland,entertainment,2,2,0.9348570555448532,0,1
2023-02-07,375.0,Kam Wah Cake Shop,dining,1,1,0.6898777186870575,0,0
2023-02-09,946.0,Victoria Peak,city,1,1,0.8273760825395584,0,0
2023-02-11,300.0,Hong Kong International Airport,transit,1,1,0.14861389136474049,0,0
2023-02-11,444.0,Lamma Island,natural,1,1,0.6464794543054369,0,0
2023-02-11,543.0,Mong Kok Night Market,shopping,1,1,0.9471688866615297,0,1
2023-02-11,793.0,Tai Cheong Bakery,dining,1,1,0.8853283226490021,0,0
2023-02-11,907.0,Tsim Sha Tsui,area,1,1,0.9627935489018759,1,0
2023-02-12,446.0,Lan Fong Yuen,dining,1,1,0.4103325307369232,0,0
2023-02-13,17.0,Adventureland,entertainment,1,1,0.9265895485877992,1,1
2023-02-13,101.0,Central,area,1,1,0.0997537598013877,1,1
2023-02-13,198.0,East Tsim Sha Tsui,transit,1,1,0.0183324012905359,1,1
2023-02-13,296.0,Hong Kong Disneyland,entertainment,2,7,0.810116140690065,6,5
2023-02-13,301.0,Hong Kong Island,natural,1,1,0.1278631687164306,1,0
2023-02-13,560.0,Mystic Manor,entertainment,1,1,0.19415991380810738,1,1
2023-02-13,598.0,Ocean Park,entertainment,1,4,0.8058904446661472,3,4
2023-02-13,856.0,The Hong Kong Polytechnic University,school,1,1,0.5567639470100403,0,1
2023-02-13,898.0,Toy Story Land,entertainment,1,1,0.914685606956482,1,1
2023-02-14,300.0,Hong Kong International Airport,transit,1,1,0.23360666446387765,0,1
2023-02-14,791.0,THE MATCHA TOKYO,dining,1,1,0.6481737494468689,1,1
2023-02-14,874.0,The Peninsula,hotel,2,2,0.48276378121227026,2,1
2023-02-14,944.0,Victoria Harbour,city,2,2,0.7397178262472153,1,1
2023-02-15,31.0,Arte M,cultural,1,1,0.8079162836074829,0,1
2023-02-15,197.0,East Coast Park Precinct,city,1,1,0.9078623056411743,1,0
2023-02-15,300.0,Hong Kong International Airport,transit,1,1,0.8820324738820394,0,0
2023-02-15,546.0,Monster Building,city,1,1,0.3942180847128232,1,1
2023-02-16,101.0,Central,area,1,1,0.5169691443443298,0,1
2023-02-16,307.0,Hong Kong Observation Wheel,entertainment,1,1,0.6563335408767065,1,0
2023-02-17,300.0,Hong Kong International Airport,transit,1,1,0.5385531196370721,0,0
2023-02-19,300.0,Hong Kong International Airport,transit,1,1,0.1244851574301719,0,1
2023-02-19,733.0,Sky 100,city,1,1,0.21032395958900452,1,1
2023-02-19,944.0,Victoria Harbour,city,1,2,0.7565391659736633,2,1
2023-02-19,946.0,Victoria Peak,city,1,1,0.8446549057960511,1,1
2023-02-19,1042.0,iSQUARE,shopping,1,1,0.206426665186882,1,1
2023-02-20,300.0,Hong Kong International Airport,transit,1,1,0.1720481961965561,0,0
2023-02-21,46.0,Bakehouse (Wan Chai),dining,1,1,0.5999982953071594,0,0
2023-02-21,451.0,Lantau Island,natural,1,1,0.7022090554237366,1,0
2023-02-21,580.0,Ngong Ping 360,entertainment,1,1,0.8197929263114929,0,1
2023-02-21,598.0,Ocean Park,entertainment,1,1,0.5913225809733073,0,0
2023-02-22,96.0,Causeway Bay,area,1,1,0.692004919052124,0,0
2023-02-22,872.0,The Peak Tower,city,1,1,0.939426600933075,1,1
2023-02-22,946.0,Victoria Peak,city,1,2,0.6948870867490768,1,1
2023-02-23,101.0,Central,area,1,1,0.41299505084753035,1,1
2023-02-23,296.0,Hong Kong Disneyland,entertainment,1,1,0.6365004181861877,1,0
2023-02-23,300.0,Hong Kong International Airport,transit,1,1,0.5046584010124207,0,0
2023-02-23,430.0,Kwun Yum Temple,religion,1,1,0.8897483348846436,1,1
2023-02-23,448.0,Lan Kwai Fong,cultural,1,1,0.9592283368110656,1,1
2023-02-23,540.0,Mong Kok,area,1,1,0.5983590530231595,1,1
2023-02-23,579.0,Ngong Ping,area,1,1,0.5503370761871338,1,1
2023-02-23,580.0,Ngong Ping 360,entertainment,1,2,0.6553456820547581,1,2
2023-02-23,584.0,Ngong Ping Village,cultural,1,1,0.7766649127006531,1,1
2023-02-23,785.0,Sushi Masa,dining,1,1,0.8947747349739075,0,0
2023-02-23,907.0,Tsim Sha Tsui,area,1,1,0.6348526775836945,1,1
2023-02-24,303.0,Hong Kong Macau Ferry Terminal,transit,1,1,0.4679523706436157,1,1
2023-02-24,444.0,Lamma Island,natural,1,1,0.7783229649066925,1,0
2023-02-24,465.0,Lion Rock,outdoor,1,1,0.723651260137558,1,0
2023-02-24,502.0,Mak Man Kee Noodle Shop,dining,1,1,0.4818035960197449,0,0
2023-02-24,944.0,Victoria Harbour,city,1,1,0.4606996774673462,0,1
2023-02-24,1035.0,Yuen Po Street Bird Garden,city,1,1,0.6992878913879395,0,1
2023-02-25,3.0,1881 Heritage,shopping,1,1,0.07619162648916245,1,1
2023-02-25,101.0,Central,area,1,1,0.8964417576789856,1,0
2023-02-25,251.0,Granville Rd,city,1,1,0.29591894149780273,1,1
2023-02-25,271.0,Harbour City,shopping,1,1,0.2185600399971008,1,1
2023-02-25,289.0,Hoi Ping Rd,city,1,1,0.14999112486839294,0,0
2023-02-25,296.0,Hong Kong Disneyland,entertainment,1,1,0.8906202713648478,0,1
2023-02-25,300.0,Hong Kong International Airport,transit,2,3,0.40065588518267586,2,3
2023-02-25,317.0,Hong Kong Station,transit,1,1,0.0801134556531906,1,1
2023-02-25,344.0,ICHIRAN,dining,1,1,0.5375421736389399,1,1
2023-02-25,366.0,Kai Kai Dessert,dining,1,1,0.7517411410808563,0,0
2023-02-25,540.0,Mong Kok,area,2,2,0.47633568942546844,1,1
2023-02-25,735.0,Sky City Interchange,transit,1,1,0.6957020163536072,1,1
2023-02-25,860.0,The Kimberley Hotel,hotel,1,1,0.09566770493984222,1,1
2023-02-25,907.0,Tsim Sha Tsui,area,2,2,0.45415911078453064,1,2
2023-02-25,913.0,Tsing Ma Bridge,city,1,1,0.7703810334205627,1,0
2023-02-25,944.0,Victoria Harbour,city,1,1,0.886975109577179,1,0
2023-02-25,1001.0,World Trade Centre,city,1,1,0.926365077495575,1,1
2023-02-26,101.0,Central,area,1,1,0.260546271999677,1,0
2023-02-26,296.0,Hong Kong Disneyland,entertainment,1,2,0.6270520182756276,1,1
2023-02-26,303.0,Hong Kong Macau Ferry Terminal,transit,1,1,0.4117032170295715,0,0
2023-02-26,364.0,K11 MUSEA,shopping,2,3,0.41250255952278764,3,3
2023-02-26,403.0,Korean Inn Restaurant,dining,1,1,0.8126672506332397,1,0
2023-02-26,494.0,Madame Tussauds,cultural,1,1,0.807073175907135,1,1
2023-02-26,733.0,Sky 100,city,1,1,0.6254560947418213,1,1
2023-02-26,873.0,The Peak Tram,entertainment,1,1,0.0554717630147933,0,1
2023-02-26,874.0,The Peninsula,hotel,1,1,0.9526406526565552,1,0
2023-02-26,907.0,Tsim Sha Tsui,area,1,1,0.023518485948443413,0,1
2023-02-26,910.0,Tsim Sha Tsui Promenade,city,1,1,0.0237782821059227,1,1
2023-02-26,925.0,Tung Chung,area,1,1,0.1913425624370575,1,1
2023-02-26,944.0,Victoria Harbour,city,1,3,0.3969680741429329,3,3
2023-02-26,946.0,Victoria Peak,city,2,4,0.7823624064524969,4,4
2023-02-26,1001.0,World Trade Centre,city,1,1,0.6846775412559509,0,1
2023-02-27,96.0,Causeway Bay,area,1,1,0.9645368456840515,1,1
2023-02-27,101.0,Central,area,2,2,0.5186008214950562,1,2
2023-02-27,300.0,Hong Kong International Airport,transit,1,1,0.22269438207149506,1,0
2023-02-27,310.0,Hong Kong Park,city,1,1,0.9325018922487894,1,0
2023-02-27,366.0,Kai Kai Dessert,dining,1,1,0.768364429473877,0,0
2023-02-27,404.0,Kowloon,area,1,2,0.6945328414440155,2,2
2023-02-27,441.0,Lai King,area,1,1,0.43512600660324097,0,1
2023-02-27,451.0,Lantau Island,natural,1,1,0.9006273150444031,1,1
2023-02-27,567.0,Nathan Rd,city,1,1,0.0882076993584632,0,1
2023-02-27,580.0,Ngong Ping 360,entertainment,1,1,0.5352229699492455,1,1
