video_date,origin_poi_id,origin_poi_name,origin_poi_cate,dest_poi_id,dest_poi_name,dest_poi_cate,flow_n,avg_edge_sentiment
2024-09-21,803,Tai Mo Shan,outdoor,494,Madame Tussauds,cultural,1,0.8775923699140549
2024-09-21,815,Tai Po,area,803,Tai Mo Shan,outdoor,1,0.8486514985561371
2024-09-21,826,Tai Wong Yeh Temple,religion,413,Kowloon Tin Hau Temple,religion,1,0.8824819177389145
2024-09-21,833,Temple St,city,96,Causeway Bay,area,1,0.3490639626979828
2024-09-21,833,Temple St,city,704,Shanghai St,city,1,0.3687724657356739
2024-09-21,833,Temple St,city,873,The Peak Tram,entertainment,1,0.43275231355801225
2024-09-21,833,Temple St,city,984,Wing Fat Seafood Restaurant,dining,1,0.611621268093586
2024-09-21,873,The Peak Tram,entertainment,899,Tram View Café,dining,1,0.2104269289411604
2024-09-21,873,The Peak Tram,entertainment,946,Victoria Peak,city,1,0.5331778898835182
2024-09-21,907,Tsim Sha Tsui,area,46,Bakehouse (Wan Chai),dining,1,0.8903087675571442
2024-09-21,913,Tsing Ma Bridge,city,296,Hong Kong Disneyland,entertainment,1,0.7608555257320404
2024-09-21,944,Victoria Harbour,city,46,Bakehouse (Wan Chai),dining,1,0.6822763681411743
2024-09-21,944,Victoria Harbour,city,448,Lan Kwai Fong,cultural,1,0.7056010365486145
2024-09-21,944,Victoria Harbour,city,546,Monster Building,city,1,0.9460499286651611
2024-09-21,946,Victoria Peak,city,300,Hong Kong International Airport,transit,1,0.7737685889005661
2024-09-21,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8990887383619944
2024-09-21,1013,Yau Ma Tei,area,833,Temple St,city,1,0.8043630719184875
2024-09-22,3,1881 Heritage,shopping,739,Sneakers Street,shopping,1,0.932724267244339
2024-09-22,37,Avenue Of Stars,city,944,Victoria Harbour,city,1,0.9332070648670197
2024-09-22,46,Bakehouse (Wan Chai),dining,98,Causeway Bay Station,transit,1,0.9228799045085907
2024-09-22,46,Bakehouse (Wan Chai),dining,504,Mammy Pancake,dining,1,0.9077871143817902
2024-09-22,96,Causeway Bay,area,46,Bakehouse (Wan Chai),dining,1,0.795520896712939
2024-09-22,96,Causeway Bay,area,284,Hennessy Rd,city,1,0.4875594899058342
2024-09-22,98,Causeway Bay Station,transit,886,Times Square,shopping,1,0.7834812191625435
2024-09-22,101,Central,area,567,Nathan Rd,city,1,0.6296103596687317
2024-09-22,101,Central,area,873,The Peak Tram,entertainment,1,0.686820775270462
2024-09-22,150,Clock Tower,cultural,3,1881 Heritage,shopping,1,0.9425816237926483
2024-09-22,179,Disney Explorers Lodge,hotel,296,Hong Kong Disneyland,entertainment,3,0.7372341006994247
2024-09-22,180,Disney's Hollywood Hotel,hotel,179,Disney Explorers Lodge,hotel,1,0.8987409919500351
2024-09-22,180,Disney's Hollywood Hotel,hotel,296,Hong Kong Disneyland,entertainment,4,0.768001102648365
2024-09-22,189,Dragon's Back,outdoor,803,Tai Mo Shan,outdoor,1,0.8515391945838928
2024-09-22,260,Haiphong Rd,city,944,Victoria Harbour,city,1,0.49240557476878166
2024-09-22,284,Hennessy Rd,city,101,Central,area,1,0.6441875696182251
2024-09-22,287,Ho Hung Kee,dining,503,Mak's Noodle,dining,1,0.613151278346777
2024-09-22,293,Hong Kong Convention and Exhibition Centre,city,307,Hong Kong Observation Wheel,entertainment,1,0.8357466459274292
2024-09-22,295,Hong Kong Cultural Centre,cultural,944,Victoria Harbour,city,1,0.7053288817405701
2024-09-22,296,Hong Kong Disneyland,entertainment,179,Disney Explorers Lodge,hotel,1,0.44386622309684753
2024-09-22,296,Hong Kong Disneyland,entertainment,180,Disney's Hollywood Hotel,hotel,5,0.7884848471420506
2024-09-22,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,1,0.7286709994077682
2024-09-22,296,Hong Kong Disneyland,entertainment,451,Lantau Island,natural,2,0.8402223885059357
2024-09-22,296,Hong Kong Disneyland,entertainment,580,Ngong Ping 360,entertainment,1,0.9378112256526947
2024-09-22,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,2,0.9199454933404922
2024-09-22,296,Hong Kong Disneyland,entertainment,629,Po Lin Monastery,religion,1,0.9149613007903099
2024-09-22,296,Hong Kong Disneyland,entertainment,946,Victoria Peak,city,1,0.5817407156739915
2024-09-22,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,1,0.946710616350174
2024-09-22,300,Hong Kong International Airport,transit,96,Causeway Bay,area,1,0.6234088266889255
2024-09-22,300,Hong Kong International Airport,transit,146,Citygate Outlets,shopping,1,0.8730061948299408
2024-09-22,300,Hong Kong International Airport,transit,180,Disney's Hollywood Hotel,hotel,1,0.7096266150474548
2024-09-22,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,6,0.6749918069271169
2024-09-22,300,Hong Kong International Airport,transit,494,Madame Tussauds,cultural,1,0.506671853363514
2024-09-22,300,Hong Kong International Airport,transit,540,Mong Kok,area,1,0.4976980425417423
2024-09-22,300,Hong Kong International Airport,transit,873,The Peak Tram,entertainment,1,0.4806476403027773
2024-09-22,307,Hong Kong Observation Wheel,entertainment,296,Hong Kong Disneyland,entertainment,1,0.5209495425224304
2024-09-22,312,Hong Kong Science Museum,cultural,873,The Peak Tram,entertainment,1,0.7119416296482086
2024-09-22,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.7366219609975815
2024-09-22,364,K11 MUSEA,shopping,37,Avenue Of Stars,city,1,0.9247826039791107
2024-09-22,413,Kowloon Tin Hau Temple,religion,696,Sha Tin Che Kung Temple,religion,1,0.8377935737371445
2024-09-22,451,Lantau Island,natural,296,Hong Kong Disneyland,entertainment,3,0.874661440650622
2024-09-22,451,Lantau Island,natural,629,Po Lin Monastery,religion,1,0.9045808464288712
2024-09-22,494,Madame Tussauds,cultural,946,Victoria Peak,city,1,0.9407796710729599
2024-09-22,503,Mak's Noodle,dining,46,Bakehouse (Wan Chai),dining,1,0.5997808538377284
2024-09-22,506,Man Mo Temple,religion,451,Lantau Island,natural,1,0.6859015673398972
2024-09-22,524,Middle Rd,city,874,The Peninsula,hotel,1,0.19919192045927048
2024-09-22,565,Nan Lian Garden,cultural,873,The Peak Tram,entertainment,1,0.9400976598262788
2024-09-22,580,Ngong Ping 360,entertainment,885,Tian Tan Buddha,religion,1,0.7132470160722733
2024-09-22,597,Ocean Pacific,dining,260,Haiphong Rd,city,1,0.16623668745160103
2024-09-22,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,2,0.744083508849144
2024-09-22,598,Ocean Park,entertainment,300,Hong Kong International Airport,transit,1,0.5287575423717499
2024-09-22,621,Peninsula - The Arcade,shopping,524,Middle Rd,city,1,0.19219774752855295
2024-09-22,629,Po Lin Monastery,religion,296,Hong Kong Disneyland,entertainment,1,0.8597890436649323
2024-09-22,629,Po Lin Monastery,religion,451,Lantau Island,natural,1,0.8866140842437744
2024-09-22,629,Po Lin Monastery,religion,803,Tai Mo Shan,outdoor,1,0.9366159290075302
2024-09-22,629,Po Lin Monastery,religion,995,Wong Tai Sin Temple,religion,1,0.6395848989486694
2024-09-22,696,Sha Tin Che Kung Temple,religion,826,Tai Wong Yeh Temple,religion,1,0.6296222805976868
2024-09-22,739,Sneakers Street,shopping,296,Hong Kong Disneyland,entertainment,1,0.9174882173538208
2024-09-22,786,Sushi Raku,dining,971,Waso Café,dining,1,0.40507154166698456
2024-09-22,803,Tai Mo Shan,outdoor,584,Ngong Ping Village,cultural,1,0.924574464559555
2024-09-22,804,Tai O,area,597,Ocean Pacific,dining,1,0.4512421321123838
2024-09-22,814,Tai Ping Shan,outdoor,803,Tai Mo Shan,outdoor,1,0.5889515280723572
2024-09-22,815,Tai Po,area,506,Man Mo Temple,religion,1,0.7778492271900177
2024-09-22,826,Tai Wong Yeh Temple,religion,815,Tai Po,area,1,0.674171656370163
2024-09-22,872,The Peak Tower,city,833,Temple St,city,1,0.935650497674942
2024-09-22,872,The Peak Tower,city,946,Victoria Peak,city,1,0.8577917814254761
2024-09-22,873,The Peak Tram,entertainment,300,Hong Kong International Airport,transit,1,0.3967909142374992
2024-09-22,873,The Peak Tram,entertainment,312,Hong Kong Science Museum,cultural,1,0.3971969112753868
2024-09-22,873,The Peak Tram,entertainment,872,The Peak Tower,city,1,0.9409548342227936
2024-09-22,873,The Peak Tram,entertainment,946,Victoria Peak,city,3,0.7548102314273516
2024-09-22,885,Tian Tan Buddha,religion,565,Nan Lian Garden,cultural,1,0.717864915728569
2024-09-22,886,Times Square,shopping,667,Rosedale Hotel,hotel,1,0.6618678060670693
2024-09-22,907,Tsim Sha Tsui,area,364,K11 MUSEA,shopping,1,0.9198147356510162
2024-09-22,916,Tsuen Wan,area,101,Central,area,1,0.4041878134012222
2024-09-22,944,Victoria Harbour,city,150,Clock Tower,cultural,1,0.9314297437667847
2024-09-22,944,Victoria Harbour,city,451,Lantau Island,natural,1,0.858954668045044
2024-09-22,944,Victoria Harbour,city,804,Tai O,area,1,0.8693367540836334
2024-09-22,946,Victoria Peak,city,296,Hong Kong Disneyland,entertainment,1,0.888208344578743
2024-09-22,946,Victoria Peak,city,872,The Peak Tower,city,2,0.8592081964015961
2024-09-22,946,Victoria Peak,city,916,Tsuen Wan,area,1,0.5585214346647263
2024-09-22,946,Victoria Peak,city,944,Victoria Harbour,city,1,0.8423768281936646
2024-09-22,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8991059909264247
2024-09-23,33,AsiaWorld-Expo,city,296,Hong Kong Disneyland,entertainment,1,0.5346383713185787
2024-09-23,96,Causeway Bay,area,46,Bakehouse (Wan Chai),dining,1,0.38511093612760305
2024-09-23,96,Causeway Bay,area,377,Kam's Roast Goose,dining,1,0.5920959264039993
2024-09-23,101,Central,area,307,Hong Kong Observation Wheel,entertainment,1,0.5789355710148811
2024-09-23,101,Central,area,451,Lantau Island,natural,1,0.6122321933507919
2024-09-23,101,Central,area,964,Wan Chai,area,1,0.7881816327571869
2024-09-23,104,Central Market,shopping,873,The Peak Tram,entertainment,1,0.45858220756053925
2024-09-23,104,Central Market,shopping,887,Tin Hau,area,1,0.3148623723536729
2024-09-23,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,907,Tsim Sha Tsui,area,1,0.9290448427200317
2024-09-23,131,China Hong Kong City,shopping,945,Victoria Park,city,1,0.5297623090445995
2024-09-23,278,Hashtag B,dining,46,Bakehouse (Wan Chai),dining,1,0.8431739111741383
2024-09-23,293,Hong Kong Convention and Exhibition Centre,city,307,Hong Kong Observation Wheel,entertainment,2,0.9106761813163757
2024-09-23,293,Hong Kong Convention and Exhibition Centre,city,733,Sky 100,city,1,0.0612870948389172
2024-09-23,293,Hong Kong Convention and Exhibition Centre,city,907,Tsim Sha Tsui,area,1,0.6801084985490888
2024-09-23,294,Hong Kong Correctional Services Museum,cultural,800,Tai Kwun,cultural,1,0.5872389003634453
2024-09-23,295,Hong Kong Cultural Centre,cultural,296,Hong Kong Disneyland,entertainment,1,0.7129209637641907
2024-09-23,296,Hong Kong Disneyland,entertainment,104,Central Market,shopping,1,0.6161754280328751
2024-09-23,296,Hong Kong Disneyland,entertainment,307,Hong Kong Observation Wheel,entertainment,1,0.7643259987235069
2024-09-23,296,Hong Kong Disneyland,entertainment,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.4600357683375478
2024-09-23,296,Hong Kong Disneyland,entertainment,451,Lantau Island,natural,1,0.8144380450248718
2024-09-23,296,Hong Kong Disneyland,entertainment,560,Mystic Manor,entertainment,1,0.6447104439139366
2024-09-23,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,1,0.9110344847043356
2024-09-23,296,Hong Kong Disneyland,entertainment,873,The Peak Tram,entertainment,1,0.7395944148302078
2024-09-23,296,Hong Kong Disneyland,entertainment,885,Tian Tan Buddha,religion,1,0.8476381450891495
2024-09-23,296,Hong Kong Disneyland,entertainment,897,Tomorrowland,entertainment,1,0.8123443871736526
2024-09-23,296,Hong Kong Disneyland,entertainment,944,Victoria Harbour,city,3,0.7777461783753501
2024-09-23,296,Hong Kong Disneyland,entertainment,964,Wan Chai,area,1,0.24469161033630366
2024-09-23,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,1,0.8855335762103398
2024-09-23,299,Hong Kong Heritage Museum,cultural,462,Leung So Kee Umbrella,shopping,1,0.7619223892688751
2024-09-23,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,2,0.5541070786615212
2024-09-23,300,Hong Kong International Airport,transit,336,Hung Hom Station,transit,1,0.12936933711171147
2024-09-23,300,Hong Kong International Airport,transit,451,Lantau Island,natural,1,0.5518298397461573
2024-09-23,301,Hong Kong Island,natural,925,Tung Chung,area,1,0.6318629086017609
2024-09-23,304,Hong Kong Museum of Art,cultural,485,M+,cultural,1,0.3989981934428215
2024-09-23,307,Hong Kong Observation Wheel,entertainment,96,Causeway Bay,area,1,0.8614374399185181
2024-09-23,307,Hong Kong Observation Wheel,entertainment,293,Hong Kong Convention and Exhibition Centre,city,2,0.9064862281084061
2024-09-23,307,Hong Kong Observation Wheel,entertainment,295,Hong Kong Cultural Centre,cultural,1,0.6590391993522644
2024-09-23,307,Hong Kong Observation Wheel,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8115415871143341
2024-09-23,307,Hong Kong Observation Wheel,entertainment,598,Ocean Park,entertainment,1,0.7183229327201843
2024-09-23,310,Hong Kong Park,city,300,Hong Kong International Airport,transit,1,0.4158300384879112
2024-09-23,324,Hong Kong-Zhuhai-Macao Bridge,city,629,Po Lin Monastery,religion,1,0.9090836942195892
2024-09-23,324,Hong Kong-Zhuhai-Macao Bridge,city,925,Tung Chung,area,1,0.2591779110953212
2024-09-23,336,Hung Hom Station,transit,293,Hong Kong Convention and Exhibition Centre,city,1,0.47859353572130203
2024-09-23,336,Hung Hom Station,transit,944,Victoria Harbour,city,1,0.24872706551104778
2024-09-23,363,K11 ARTMALL,shopping,449,Langham Place,shopping,1,0.6880702376365662
2024-09-23,364,K11 MUSEA,shopping,363,K11 ARTMALL,shopping,1,0.5928873419761658
2024-09-23,364,K11 MUSEA,shopping,607,One Dim Sum,dining,1,0.8231987059116364
2024-09-23,449,Langham Place,shopping,733,Sky 100,city,1,0.8275978267192841
2024-09-23,451,Lantau Island,natural,296,Hong Kong Disneyland,entertainment,1,0.9175363481044769
2024-09-23,451,Lantau Island,natural,300,Hong Kong International Airport,transit,2,0.6258593704551458
2024-09-23,451,Lantau Island,natural,579,Ngong Ping,area,1,0.805076390504837
2024-09-23,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.866260439157486
2024-09-23,451,Lantau Island,natural,629,Po Lin Monastery,religion,5,0.8333515328168868
2024-09-23,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,3,0.8749152107371225
2024-09-23,451,Lantau Island,natural,946,Victoria Peak,city,1,0.9140219688415527
2024-09-23,462,Leung So Kee Umbrella,shopping,299,Hong Kong Heritage Museum,cultural,1,0.42747173458337784
2024-09-23,467,Lippo Centre,city,296,Hong Kong Disneyland,entertainment,1,0.773612775405248
2024-09-23,485,M+,cultural,304,Hong Kong Museum of Art,cultural,1,0.6498833522200584
2024-09-23,485,M+,cultural,364,K11 MUSEA,shopping,1,0.38156427443027496
2024-09-23,503,Mak's Noodle,dining,96,Causeway Bay,area,1,0.24267368763685226
2024-09-23,540,Mong Kok,area,296,Hong Kong Disneyland,entertainment,1,0.8963541587193806
2024-09-23,549,Mott 32,dining,766,Staunton St,city,1,0.38829867728054523
2024-09-23,560,Mystic Manor,entertainment,296,Hong Kong Disneyland,entertainment,1,0.6211538395056357
2024-09-23,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,1,0.8429201940695445
2024-09-23,580,Ngong Ping 360,entertainment,584,Ngong Ping Village,cultural,1,0.5588044673204422
2024-09-23,584,Ngong Ping Village,cultural,451,Lantau Island,natural,1,0.5843402445316315
2024-09-23,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,2,0.6844163611531258
2024-09-23,598,Ocean Park,entertainment,899,Tram View Café,dining,1,0.4314136933535337
2024-09-23,629,Po Lin Monastery,religion,296,Hong Kong Disneyland,entertainment,1,0.8283654510974884
2024-09-23,629,Po Lin Monastery,religion,451,Lantau Island,natural,4,0.832449946552515
2024-09-23,629,Po Lin Monastery,religion,803,Tai Mo Shan,outdoor,1,0.6127312481403351
2024-09-23,629,Po Lin Monastery,religion,815,Tai Po,area,1,0.6896185427904129
2024-09-23,629,Po Lin Monastery,religion,1033,Yuen Long Park,city,1,0.8397470712661743
2024-09-23,675,SOGO,shopping,101,Central,area,1,0.23289631307125086
2024-09-23,717,Shelley St,city,33,AsiaWorld-Expo,city,1,0.40497144684195513
2024-09-23,733,Sky 100,city,300,Hong Kong International Airport,transit,1,0.6267210468649864
2024-09-23,733,Sky 100,city,946,Victoria Peak,city,2,0.8537809327244759
2024-09-23,786,Sushi Raku,dining,916,Tsuen Wan,area,1,0.7957017123699188
2024-09-23,800,Tai Kwun,cultural,294,Hong Kong Correctional Services Museum,cultural,1,0.48107267171144485
2024-09-23,800,Tai Kwun,cultural,503,Mak's Noodle,dining,1,0.3834120109677315
2024-09-23,803,Tai Mo Shan,outdoor,451,Lantau Island,natural,3,0.8489520053068796
2024-09-23,803,Tai Mo Shan,outdoor,580,Ngong Ping 360,entertainment,1,0.8487148284912109
2024-09-23,803,Tai Mo Shan,outdoor,629,Po Lin Monastery,religion,1,0.5593134015798569
2024-09-23,803,Tai Mo Shan,outdoor,820,Tai Tam Reservoir,natural,1,0.4281513150781393
2024-09-23,820,Tai Tam Reservoir,natural,451,Lantau Island,natural,1,0.87484210729599
2024-09-23,820,Tai Tam Reservoir,natural,629,Po Lin Monastery,religion,1,0.7237545549869537
2024-09-23,820,Tai Tam Reservoir,natural,803,Tai Mo Shan,outdoor,1,0.8623320758342743
2024-09-23,869,The Peak Galleria,shopping,946,Victoria Peak,city,1,0.46177578531205654
2024-09-23,872,The Peak Tower,city,873,The Peak Tram,entertainment,1,0.8743388652801514
2024-09-23,873,The Peak Tram,entertainment,104,Central Market,shopping,1,0.6162704527378082
2024-09-23,873,The Peak Tram,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8438437581062317
2024-09-23,873,The Peak Tram,entertainment,733,Sky 100,city,1,0.7347097247838974
2024-09-23,873,The Peak Tram,entertainment,946,Victoria Peak,city,2,0.8689787238836288
2024-09-23,874,The Peninsula,hotel,944,Victoria Harbour,city,1,0.46085499227046967
2024-09-23,885,Tian Tan Buddha,religion,296,Hong Kong Disneyland,entertainment,1,0.8633487969636917
2024-09-23,885,Tian Tan Buddha,religion,451,Lantau Island,natural,1,0.837724894285202
2024-09-23,887,Tin Hau,area,800,Tai Kwun,cultural,1,0.2084731329232454
2024-09-23,897,Tomorrowland,entertainment,296,Hong Kong Disneyland,entertainment,1,0.9204527139663696
2024-09-23,899,Tram View Café,dining,598,Ocean Park,entertainment,1,0.4934300016611814
2024-09-23,907,Tsim Sha Tsui,area,364,K11 MUSEA,shopping,1,0.43425107747316355
2024-09-23,907,Tsim Sha Tsui,area,873,The Peak Tram,entertainment,1,0.7193581074631463
2024-09-23,907,Tsim Sha Tsui,area,916,Tsuen Wan,area,1,0.6111632585525513
2024-09-23,913,Tsing Ma Bridge,city,451,Lantau Island,natural,1,0.9348900020122528
2024-09-23,916,Tsuen Wan,area,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,1,0.9295973479747772
2024-09-23,925,Tung Chung,area,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.6839049961417913
2024-09-23,925,Tung Chung,area,946,Victoria Peak,city,1,0.6551634967327118
2024-09-23,944,Victoria Harbour,city,101,Central,area,1,0.5812027230858803
2024-09-23,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,2,0.8651903122663498
2024-09-23,944,Victoria Harbour,city,549,Mott 32,dining,1,0.510899007320404
2024-09-23,944,Victoria Harbour,city,874,The Peninsula,hotel,1,0.35053690150380135
2024-09-23,946,Victoria Peak,city,101,Central,area,1,0.7186688780784607
2024-09-23,946,Victoria Peak,city,300,Hong Kong International Airport,transit,1,0.6512543559074402
2024-09-23,946,Victoria Peak,city,310,Hong Kong Park,city,1,0.10230561345815657
2024-09-23,946,Victoria Peak,city,467,Lippo Centre,city,1,0.7716396351655324
2024-09-23,946,Victoria Peak,city,598,Ocean Park,entertainment,2,0.7568293511867523
2024-09-23,946,Victoria Peak,city,733,Sky 100,city,1,0.8425837904214859
2024-09-23,946,Victoria Peak,city,869,The Peak Galleria,shopping,1,0.46521211229264736
2024-09-23,946,Victoria Peak,city,873,The Peak Tram,entertainment,1,0.8730208873748779
2024-09-23,946,Victoria Peak,city,913,Tsing Ma Bridge,city,1,0.9355837404727936
2024-09-23,946,Victoria Peak,city,944,Victoria Harbour,city,2,0.5838597062975168
2024-09-23,964,Wan Chai,area,946,Victoria Peak,city,1,0.07761333882808683
2024-09-23,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8952460736036301
2024-09-23,1033,Yuen Long Park,city,540,Mong Kok,area,1,0.8617242872714996
2024-09-24,4,2 Café,dining,708,Shau Kei Wan,area,1,0.5674381256103516
2024-09-24,46,Bakehouse (Wan Chai),dining,4,2 Café,dining,1,0.7712800403436024
2024-09-24,101,Central,area,363,K11 ARTMALL,shopping,1,0.8544166684150696
2024-09-24,126,Cheung Kong Park,city,946,Victoria Peak,city,1,0.6150326430797577
2024-09-24,150,Clock Tower,cultural,300,Hong Kong International Airport,transit,1,0.5230939984321594
2024-09-24,176,Dim Sum Here,dining,448,Lan Kwai Fong,cultural,1,0.7480958700180054
2024-09-24,224,Fortnum & Mason,dining,364,K11 MUSEA,shopping,1,0.49233511586984
2024-09-24,228,Frozen Ever After,entertainment,296,Hong Kong Disneyland,entertainment,1,0.7539266136785348
2024-09-24,293,Hong Kong Convention and Exhibition Centre,city,800,Tai Kwun,cultural,1,0.0877697030082345
2024-09-24,295,Hong Kong Cultural Centre,cultural,944,Victoria Harbour,city,1,0.5613442100584507
2024-09-24,296,Hong Kong Disneyland,entertainment,46,Bakehouse (Wan Chai),dining,1,0.946588397026062
2024-09-24,296,Hong Kong Disneyland,entertainment,228,Frozen Ever After,entertainment,1,0.6641684110675539
2024-09-24,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,2,0.744595224969089
2024-09-24,296,Hong Kong Disneyland,entertainment,696,Sha Tin Che Kung Temple,religion,1,0.745572030544281
2024-09-24,296,Hong Kong Disneyland,entertainment,897,Tomorrowland,entertainment,1,0.8388549114744632
2024-09-24,296,Hong Kong Disneyland,entertainment,944,Victoria Harbour,city,1,0.5423696860671043
2024-09-24,296,Hong Kong Disneyland,entertainment,946,Victoria Peak,city,1,0.9177761375904083
2024-09-24,297,Hong Kong Fisherman's Wharf,transit,296,Hong Kong Disneyland,entertainment,1,0.8940451741218567
2024-09-24,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,3,0.6663411011298498
2024-09-24,300,Hong Kong International Airport,transit,451,Lantau Island,natural,3,0.7020833746840557
2024-09-24,300,Hong Kong International Airport,transit,598,Ocean Park,entertainment,1,0.43266390115022657
2024-09-24,300,Hong Kong International Airport,transit,803,Tai Mo Shan,outdoor,1,0.43365466967225075
2024-09-24,304,Hong Kong Museum of Art,cultural,451,Lantau Island,natural,1,0.6891484335064888
2024-09-24,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.6718231439590454
2024-09-24,340,Hyatt Regency,hotel,363,K11 ARTMALL,shopping,1,0.2151906145736575
2024-09-24,363,K11 ARTMALL,shopping,101,Central,area,1,0.5903320014476776
2024-09-24,363,K11 ARTMALL,shopping,340,Hyatt Regency,hotel,1,0.6255470514297485
2024-09-24,364,K11 MUSEA,shopping,638,Prince's Building,city,1,0.5782166868448257
2024-09-24,404,Kowloon,area,36,Australia Dairy Company,dining,1,0.48275800235569477
2024-09-24,448,Lan Kwai Fong,cultural,944,Victoria Harbour,city,1,0.7343816757202148
2024-09-24,451,Lantau Island,natural,304,Hong Kong Museum of Art,cultural,1,0.7179780229926109
2024-09-24,451,Lantau Island,natural,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.7006113529205322
2024-09-24,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.7221187651157379
2024-09-24,451,Lantau Island,natural,598,Ocean Park,entertainment,1,0.7324643731117249
2024-09-24,451,Lantau Island,natural,629,Po Lin Monastery,religion,1,0.5277585089206696
2024-09-24,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,1,0.6416901163756847
2024-09-24,451,Lantau Island,natural,815,Tai Po,area,2,0.6338260732591152
2024-09-24,451,Lantau Island,natural,885,Tian Tan Buddha,religion,2,0.6441780794411898
2024-09-24,451,Lantau Island,natural,921,Tsz Shan Monastery,religion,3,0.8449428429206213
2024-09-24,451,Lantau Island,natural,946,Victoria Peak,city,1,0.45353584736585617
2024-09-24,506,Man Mo Temple,religion,176,Dim Sum Here,dining,1,0.7403338983654976
2024-09-24,540,Mong Kok,area,612,Pacific Place,shopping,1,0.541546419262886
2024-09-24,579,Ngong Ping,area,584,Ngong Ping Village,cultural,1,0.8972932189702988
2024-09-24,579,Ngong Ping,area,929,Tung Chung Station,transit,2,0.8741335868835449
2024-09-24,580,Ngong Ping 360,entertainment,300,Hong Kong International Airport,transit,1,0.36503830924630165
2024-09-24,580,Ngong Ping 360,entertainment,579,Ngong Ping,area,1,0.9256586134433746
2024-09-24,584,Ngong Ping Village,cultural,451,Lantau Island,natural,1,0.7894095182418823
2024-09-24,584,Ngong Ping Village,cultural,579,Ngong Ping,area,1,0.8771647023303168
2024-09-24,598,Ocean Park,entertainment,300,Hong Kong International Airport,transit,1,0.6560998558998108
2024-09-24,598,Ocean Park,entertainment,364,K11 MUSEA,shopping,1,0.7134597659111023
2024-09-24,598,Ocean Park,entertainment,849,The Grand Aquarium,entertainment,1,0.8531628648440044
2024-09-24,612,Pacific Place,shopping,946,Victoria Peak,city,1,0.4578320235013961
2024-09-24,629,Po Lin Monastery,religion,451,Lantau Island,natural,1,0.8478543758392334
2024-09-24,629,Po Lin Monastery,religion,540,Mong Kok,area,1,0.8554119169712067
2024-09-24,629,Po Lin Monastery,religion,584,Ngong Ping Village,cultural,1,0.4420178532600403
2024-09-24,629,Po Lin Monastery,religion,885,Tian Tan Buddha,religion,1,0.5770638808608055
2024-09-24,638,Prince's Building,city,718,Sheraton Hong Kong Hotel & Towers,hotel,1,0.7023032456636429
2024-09-24,696,Sha Tin Che Kung Temple,religion,995,Wong Tai Sin Temple,religion,1,0.49428094923496246
2024-09-24,708,Shau Kei Wan,area,293,Hong Kong Convention and Exhibition Centre,city,1,0.31596461310982704
2024-09-24,749,St John's Cathedral,religion,833,Temple St,city,1,0.8525303602218628
2024-09-24,800,Tai Kwun,cultural,294,Hong Kong Correctional Services Museum,cultural,1,0.1447691302746534
2024-09-24,800,Tai Kwun,cultural,506,Man Mo Temple,religion,1,0.3105362312868237
2024-09-24,803,Tai Mo Shan,outdoor,300,Hong Kong International Airport,transit,1,0.7822307348251343
2024-09-24,803,Tai Mo Shan,outdoor,815,Tai Po,area,2,0.6809360086917877
2024-09-24,803,Tai Mo Shan,outdoor,946,Victoria Peak,city,1,0.39066572673618793
2024-09-24,815,Tai Po,area,451,Lantau Island,natural,4,0.6522642886266112
2024-09-24,815,Tai Po,area,580,Ngong Ping 360,entertainment,1,0.8039888143539429
2024-09-24,815,Tai Po,area,584,Ngong Ping Village,cultural,1,0.8088721632957458
