video_date,origin_poi_id,origin_poi_name,origin_poi_cate,dest_poi_id,dest_poi_name,dest_poi_cate,flow_n,avg_edge_sentiment
2025-01-04,296,Hong Kong Disneyland,entertainment,861,The Langham,hotel,1,0.8250283896923065
2025-01-04,296,Hong Kong Disneyland,entertainment,873,The Peak Tram,entertainment,1,0.5761960744857788
2025-01-04,296,Hong Kong Disneyland,entertainment,946,Victoria Peak,city,2,0.9249705920616786
2025-01-04,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,6,0.8383241494882251
2025-01-04,300,Hong Kong International Airport,transit,179,Disney Explorers Lodge,hotel,1,0.953010618686676
2025-01-04,300,Hong Kong International Airport,transit,180,Disney's Hollywood Hotel,hotel,1,0.522427937015891
2025-01-04,300,Hong Kong International Airport,transit,267,Hankow Rd,city,1,0.4810702838003635
2025-01-04,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,1,0.9098167504583086
2025-01-04,300,Hong Kong International Airport,transit,312,Hong Kong Science Museum,cultural,1,0.19755507446825504
2025-01-04,300,Hong Kong International Airport,transit,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.24737599965951898
2025-01-04,300,Hong Kong International Airport,transit,367,Kai Kee Noodle Restaurant,dining,1,0.43156810849905014
2025-01-04,300,Hong Kong International Airport,transit,448,Lan Kwai Fong,cultural,1,0.845886766910553
2025-01-04,300,Hong Kong International Airport,transit,696,Sha Tin Che Kung Temple,religion,1,0.270962193608284
2025-01-04,300,Hong Kong International Airport,transit,916,Tsuen Wan,area,1,0.28086427226662636
2025-01-04,300,Hong Kong International Airport,transit,944,Victoria Harbour,city,1,0.4163507670164108
2025-01-04,307,Hong Kong Observation Wheel,entertainment,296,Hong Kong Disneyland,entertainment,1,0.9300632178783417
2025-01-04,307,Hong Kong Observation Wheel,entertainment,874,The Peninsula,hotel,1,0.819351315498352
2025-01-04,307,Hong Kong Observation Wheel,entertainment,946,Victoria Peak,city,1,0.9062215089797974
2025-01-04,312,Hong Kong Science Museum,cultural,300,Hong Kong International Airport,transit,2,0.11406012298539281
2025-01-04,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.21974102687090633
2025-01-04,342,Hyperspace Mountain,entertainment,296,Hong Kong Disneyland,entertainment,1,0.7357631735503674
2025-01-04,363,K11 ARTMALL,shopping,296,Hong Kong Disneyland,entertainment,1,0.871358759701252
2025-01-04,367,Kai Kee Noodle Restaurant,dining,363,K11 ARTMALL,shopping,1,0.8124900460243225
2025-01-04,451,Lantau Island,natural,307,Hong Kong Observation Wheel,entertainment,1,0.8788008838891983
2025-01-04,494,Madame Tussauds,cultural,946,Victoria Peak,city,1,0.8055185278256733
2025-01-04,517,May Rd,city,872,The Peak Tower,city,1,0.4603762831538915
2025-01-04,526,Midtown Delights,dining,296,Hong Kong Disneyland,entertainment,1,0.923538863658905
2025-01-04,560,Mystic Manor,entertainment,296,Hong Kong Disneyland,entertainment,1,0.6034764414653182
2025-01-04,567,Nathan Rd,city,540,Mong Kok,area,1,0.557032510638237
2025-01-04,576,New Town Plaza,shopping,296,Hong Kong Disneyland,entertainment,1,0.530000165104866
2025-01-04,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,1,0.7648622244596481
2025-01-04,607,One Dim Sum,dining,296,Hong Kong Disneyland,entertainment,1,0.8331678211688995
2025-01-04,629,Po Lin Monastery,religion,733,Sky 100,city,1,0.9023235738277435
2025-01-04,696,Sha Tin Che Kung Temple,religion,921,Tsz Shan Monastery,religion,1,0.34309467673301697
2025-01-04,705,Shangri-La,hotel,567,Nathan Rd,city,1,0.47860628366470337
2025-01-04,708,Shau Kei Wan,area,101,Central,area,1,0.34544987231492996
2025-01-04,733,Sky 100,city,296,Hong Kong Disneyland,entertainment,1,0.9262378811836243
2025-01-04,740,Snoopy's World,entertainment,296,Hong Kong Disneyland,entertainment,1,0.9102097600698471
2025-01-04,828,Taikoo Place,city,451,Lantau Island,natural,1,0.4754200764000416
2025-01-04,838,The Archivist,hotel,296,Hong Kong Disneyland,entertainment,1,0.9317891796429951
2025-01-04,871,The Peak Terminus,transit,49,Barker Rd,city,1,0.3771191867999732
2025-01-04,872,The Peak Tower,city,873,The Peak Tram,entertainment,1,0.9315119683742523
2025-01-04,873,The Peak Tram,entertainment,310,Hong Kong Park,city,1,0.6530875563621521
2025-01-04,873,The Peak Tram,entertainment,494,Madame Tussauds,cultural,1,0.9052771826585133
2025-01-04,873,The Peak Tram,entertainment,517,May Rd,city,1,0.4067932572215795
2025-01-04,873,The Peak Tram,entertainment,705,Shangri-La,hotel,1,0.5480653941631317
2025-01-04,873,The Peak Tram,entertainment,871,The Peak Terminus,transit,1,0.3763148072175681
2025-01-04,873,The Peak Tram,entertainment,944,Victoria Harbour,city,1,0.7744386494159698
2025-01-04,874,The Peninsula,hotel,300,Hong Kong International Airport,transit,1,0.644125685095787
2025-01-04,874,The Peninsula,hotel,944,Victoria Harbour,city,1,0.9501651525497437
2025-01-04,907,Tsim Sha Tsui,area,295,Hong Kong Cultural Centre,cultural,1,0.14567003026604652
2025-01-04,907,Tsim Sha Tsui,area,916,Tsuen Wan,area,1,0.3763411343097686
2025-01-04,916,Tsuen Wan,area,296,Hong Kong Disneyland,entertainment,1,0.49360799230635166
2025-01-04,916,Tsuen Wan,area,907,Tsim Sha Tsui,area,1,0.16106305643916125
2025-01-04,921,Tsz Shan Monastery,religion,300,Hong Kong International Airport,transit,1,0.6747379004955292
2025-01-04,944,Victoria Harbour,city,101,Central,area,1,0.9287937730550766
2025-01-04,944,Victoria Harbour,city,295,Hong Kong Cultural Centre,cultural,2,0.6136048883199692
2025-01-04,944,Victoria Harbour,city,364,K11 MUSEA,shopping,1,0.8872874975204468
2025-01-04,944,Victoria Harbour,city,872,The Peak Tower,city,1,0.7800517082214355
2025-01-04,944,Victoria Harbour,city,886,Times Square,shopping,1,0.857323557138443
2025-01-04,946,Victoria Peak,city,296,Hong Kong Disneyland,entertainment,1,0.9211802184581757
2025-01-04,946,Victoria Peak,city,708,Shau Kei Wan,area,1,0.3005399778485298
2025-01-04,946,Victoria Peak,city,873,The Peak Tram,entertainment,2,0.5684376657009125
2025-01-04,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,6,0.8653854414683213
2025-01-05,3,1881 Heritage,shopping,296,Hong Kong Disneyland,entertainment,1,0.941259428858757
2025-01-05,17,Adventureland,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8366814751178027
2025-01-05,96,Causeway Bay,area,300,Hong Kong International Airport,transit,1,0.6572490688413382
2025-01-05,96,Causeway Bay,area,678,Sai Kung District,area,1,0.4999659322202205
2025-01-05,96,Causeway Bay,area,877,The Ritz-Carlton,hotel,1,0.7488513886928558
2025-01-05,101,Central,area,295,Hong Kong Cultural Centre,cultural,1,0.6602927893400192
2025-01-05,103,Central Ferry Pier,transit,101,Central,area,1,0.27990684658288956
2025-01-05,146,Citygate Outlets,shopping,451,Lantau Island,natural,1,0.4541568923741579
2025-01-05,150,Clock Tower,cultural,295,Hong Kong Cultural Centre,cultural,1,0.5657562762498856
2025-01-05,155,Cordis,hotel,861,The Langham,hotel,3,0.8545190840959549
2025-01-05,180,Disney's Hollywood Hotel,hotel,296,Hong Kong Disneyland,entertainment,6,0.7965250929384822
2025-01-05,180,Disney's Hollywood Hotel,hotel,451,Lantau Island,natural,1,0.7768803735574086
2025-01-05,263,Halfway Coffee,dining,291,Hollywood Rd,city,1,0.2696928828954696
2025-01-05,271,Harbour City,shopping,944,Victoria Harbour,city,1,0.5317994654178619
2025-01-05,286,Hing Kee Restaurant,dining,677,Sai Kung Cafe & Bakery,dining,1,0.9488497674465179
2025-01-05,291,Hollywood Rd,city,303,Hong Kong Macau Ferry Terminal,transit,1,0.4134001322090626
2025-01-05,293,Hong Kong Convention and Exhibition Centre,city,296,Hong Kong Disneyland,entertainment,1,0.6153749138116836
2025-01-05,295,Hong Kong Cultural Centre,cultural,307,Hong Kong Observation Wheel,entertainment,1,0.7288541793823242
2025-01-05,296,Hong Kong Disneyland,entertainment,17,Adventureland,entertainment,1,0.8905306919054552
2025-01-05,296,Hong Kong Disneyland,entertainment,180,Disney's Hollywood Hotel,hotel,5,0.7847349308566614
2025-01-05,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,3,0.665808698369397
2025-01-05,296,Hong Kong Disneyland,entertainment,310,Hong Kong Park,city,1,0.8979969546198845
2025-01-05,296,Hong Kong Disneyland,entertainment,312,Hong Kong Science Museum,cultural,3,0.6259005150033369
2025-01-05,296,Hong Kong Disneyland,entertainment,433,LEGOLAND Discovery Centre,entertainment,1,0.8216125071048737
2025-01-05,296,Hong Kong Disneyland,entertainment,451,Lantau Island,natural,1,0.8598522841930389
2025-01-05,296,Hong Kong Disneyland,entertainment,513,Marty's General Store,shopping,1,0.7846130483916827
2025-01-05,296,Hong Kong Disneyland,entertainment,584,Ngong Ping Village,cultural,1,0.8526838421821594
2025-01-05,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,2,0.7198593944311142
2025-01-05,296,Hong Kong Disneyland,entertainment,603,Old Hong Kong,city,1,0.835420270760854
2025-01-05,296,Hong Kong Disneyland,entertainment,921,Tsz Shan Monastery,religion,1,0.7691833674907684
2025-01-05,296,Hong Kong Disneyland,entertainment,944,Victoria Harbour,city,1,0.9007794260978699
2025-01-05,296,Hong Kong Disneyland,entertainment,945,Victoria Park,city,1,0.8381775447300502
2025-01-05,296,Hong Kong Disneyland,entertainment,946,Victoria Peak,city,1,0.7759960941039026
2025-01-05,296,Hong Kong Disneyland,entertainment,1003,World of Frozen,entertainment,4,0.8253576689567934
2025-01-05,299,Hong Kong Heritage Museum,cultural,3,1881 Heritage,shopping,1,0.9640133082866669
2025-01-05,300,Hong Kong International Airport,transit,96,Causeway Bay,area,2,0.6200146342494658
2025-01-05,300,Hong Kong International Airport,transit,101,Central,area,1,0.6731957867741585
2025-01-05,300,Hong Kong International Airport,transit,150,Clock Tower,cultural,1,0.7241578996181488
2025-01-05,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,1,0.4346242907146613
2025-01-05,300,Hong Kong International Airport,transit,629,Po Lin Monastery,religion,3,0.6197277282675108
2025-01-05,300,Hong Kong International Airport,transit,733,Sky 100,city,1,0.6452943049371243
2025-01-05,300,Hong Kong International Airport,transit,803,Tai Mo Shan,outdoor,1,0.7799154669046402
2025-01-05,300,Hong Kong International Airport,transit,815,Tai Po,area,1,0.5054019091650843
2025-01-05,300,Hong Kong International Airport,transit,874,The Peninsula,hotel,1,0.5100301206111908
2025-01-05,300,Hong Kong International Airport,transit,1042,iSQUARE,shopping,1,0.0850939359515905
2025-01-05,303,Hong Kong Macau Ferry Terminal,transit,293,Hong Kong Convention and Exhibition Centre,city,1,0.7680080831050873
2025-01-05,303,Hong Kong Macau Ferry Terminal,transit,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.3148960508406162
2025-01-05,307,Hong Kong Observation Wheel,entertainment,296,Hong Kong Disneyland,entertainment,2,0.7829827717505395
2025-01-05,307,Hong Kong Observation Wheel,entertainment,873,The Peak Tram,entertainment,1,0.9391935765743256
2025-01-05,310,Hong Kong Park,city,180,Disney's Hollywood Hotel,hotel,1,0.8634316821893055
2025-01-05,312,Hong Kong Science Museum,cultural,296,Hong Kong Disneyland,entertainment,3,0.5916170943114493
2025-01-05,322,Hong Kong Water Taxi,transit,299,Hong Kong Heritage Museum,cultural,1,0.8671361207962036
2025-01-05,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.8167149126529694
2025-01-05,324,Hong Kong-Zhuhai-Macao Bridge,city,303,Hong Kong Macau Ferry Terminal,transit,1,0.2902550473809242
2025-01-05,324,Hong Kong-Zhuhai-Macao Bridge,city,873,The Peak Tram,entertainment,1,0.5092371441423893
2025-01-05,364,K11 MUSEA,shopping,386,Kennedy Town,area,1,0.5826066583395004
2025-01-05,386,Kennedy Town,area,1022,Yee Wo St,city,1,0.6136636286973953
2025-01-05,413,Kowloon Tin Hau Temple,religion,471,Lo Pan Temple,religion,1,0.696379154920578
2025-01-05,413,Kowloon Tin Hau Temple,religion,629,Po Lin Monastery,religion,1,0.8839170038700104
2025-01-05,433,LEGOLAND Discovery Centre,entertainment,364,K11 MUSEA,shopping,1,0.877067893743515
2025-01-05,433,LEGOLAND Discovery Centre,entertainment,944,Victoria Harbour,city,1,0.8164442777633667
2025-01-05,451,Lantau Island,natural,296,Hong Kong Disneyland,entertainment,2,0.7603176410775632
2025-01-05,451,Lantau Island,natural,584,Ngong Ping Village,cultural,2,0.8111169387896856
2025-01-05,451,Lantau Island,natural,629,Po Lin Monastery,religion,6,0.7675285749137402
2025-01-05,451,Lantau Island,natural,815,Tai Po,area,3,0.6254454006751379
2025-01-05,451,Lantau Island,natural,921,Tsz Shan Monastery,religion,2,0.5783987820148468
2025-01-05,471,Lo Pan Temple,religion,826,Tai Wong Yeh Temple,religion,1,0.4347878694534302
2025-01-05,494,Madame Tussauds,cultural,733,Sky 100,city,1,0.8756058216094971
2025-01-05,513,Marty's General Store,shopping,296,Hong Kong Disneyland,entertainment,1,0.72745836360587
2025-01-05,550,Mount Davis,outdoor,921,Tsz Shan Monastery,religion,1,0.7589005827903748
2025-01-05,565,Nan Lian Garden,cultural,173,Diamond Hill,outdoor,1,0.34137827157974243
2025-01-05,579,Ngong Ping,area,580,Ngong Ping 360,entertainment,1,0.8974005877971649
2025-01-05,580,Ngong Ping 360,entertainment,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.6607541665434837
2025-01-05,580,Ngong Ping 360,entertainment,579,Ngong Ping,area,2,0.8631341550499201
2025-01-05,580,Ngong Ping 360,entertainment,925,Tung Chung,area,1,0.8726971745491028
2025-01-05,584,Ngong Ping Village,cultural,296,Hong Kong Disneyland,entertainment,1,0.9060337642828624
2025-01-05,584,Ngong Ping Village,cultural,451,Lantau Island,natural,1,0.748814731836319
2025-01-05,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,2,0.7838537270824114
2025-01-05,598,Ocean Park,entertainment,629,Po Lin Monastery,religion,1,0.6895853827397029
2025-01-05,603,Old Hong Kong,city,598,Ocean Park,entertainment,1,0.8698659539222717
2025-01-05,629,Po Lin Monastery,religion,146,Citygate Outlets,shopping,1,0.40345402248203754
2025-01-05,629,Po Lin Monastery,religion,293,Hong Kong Convention and Exhibition Centre,city,1,0.6441268175840378
2025-01-05,629,Po Lin Monastery,religion,413,Kowloon Tin Hau Temple,religion,2,0.9092621952295303
2025-01-05,629,Po Lin Monastery,religion,451,Lantau Island,natural,2,0.8117636293172836
2025-01-05,629,Po Lin Monastery,religion,803,Tai Mo Shan,outdoor,1,0.8870813548564911
2025-01-05,629,Po Lin Monastery,religion,815,Tai Po,area,1,0.8236492574214935
2025-01-05,629,Po Lin Monastery,religion,820,Tai Tam Reservoir,natural,1,0.8745591416954994
2025-01-05,662,Regent,hotel,944,Victoria Harbour,city,1,0.8332411552017385
2025-01-05,669,Rosewood,hotel,877,The Ritz-Carlton,hotel,1,0.9324918687343597
2025-01-05,696,Sha Tin Che Kung Temple,religion,451,Lantau Island,natural,1,0.8739147335290909
2025-01-05,733,Sky 100,city,300,Hong Kong International Airport,transit,2,0.6014133334645758
2025-01-05,733,Sky 100,city,451,Lantau Island,natural,1,0.503151647746563
2025-01-05,733,Sky 100,city,946,Victoria Peak,city,1,0.8068749010562897
2025-01-05,803,Tai Mo Shan,outdoor,451,Lantau Island,natural,2,0.8160216733813286
2025-01-05,803,Tai Mo Shan,outdoor,921,Tsz Shan Monastery,religion,1,0.8089988231658936
2025-01-05,804,Tai O,area,300,Hong Kong International Airport,transit,1,0.7098591178655624
2025-01-05,815,Tai Po,area,451,Lantau Island,natural,2,0.8055503591895103
2025-01-05,815,Tai Po,area,696,Sha Tin Che Kung Temple,religion,1,0.8811835050582886
2025-01-05,815,Tai Po,area,804,Tai O,area,1,0.6792176961898804
2025-01-05,815,Tai Po,area,921,Tsz Shan Monastery,religion,1,0.7449425458908081
2025-01-05,834,Temple Street Night Market,shopping,540,Mong Kok,area,1,0.8913732469081879
2025-01-05,835,Ten Thousand Buddhas Monastery,religion,451,Lantau Island,natural,1,0.6404055282473564
2025-01-05,835,Ten Thousand Buddhas Monastery,religion,629,Po Lin Monastery,religion,1,0.827015608549118
2025-01-05,861,The Langham,hotel,155,Cordis,hotel,1,0.8238435685634613
2025-01-05,873,The Peak Tram,entertainment,307,Hong Kong Observation Wheel,entertainment,1,0.9389290809631348
2025-01-05,873,The Peak Tram,entertainment,946,Victoria Peak,city,3,0.8609752768561952
2025-01-05,874,The Peninsula,hotel,296,Hong Kong Disneyland,entertainment,1,0.2956078375379244
2025-01-05,877,The Ritz-Carlton,hotel,46,Bakehouse (Wan Chai),dining,1,0.5470875799655914
2025-01-05,877,The Ritz-Carlton,hotel,96,Causeway Bay,area,1,0.7659897804260254
2025-01-05,921,Tsz Shan Monastery,religion,451,Lantau Island,natural,1,0.6630190014839172
2025-01-05,921,Tsz Shan Monastery,religion,550,Mount Davis,outdoor,1,0.7953660190105438
2025-01-05,921,Tsz Shan Monastery,religion,629,Po Lin Monastery,religion,1,0.7158850207924843
2025-01-05,921,Tsz Shan Monastery,religion,835,Ten Thousand Buddhas Monastery,religion,2,0.7769038707017899
2025-01-05,944,Victoria Harbour,city,96,Causeway Bay,area,1,0.47554161772131914
2025-01-05,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,1,0.42519061081111426
2025-01-05,944,Victoria Harbour,city,584,Ngong Ping Village,cultural,1,0.8988448977470398
2025-01-05,944,Victoria Harbour,city,946,Victoria Peak,city,1,0.825115829706192
2025-01-05,945,Victoria Park,city,180,Disney's Hollywood Hotel,hotel,1,0.8643743097782135
2025-01-05,946,Victoria Peak,city,180,Disney's Hollywood Hotel,hotel,1,0.8917320370674133
2025-01-05,946,Victoria Peak,city,271,Harbour City,shopping,1,0.5285068526864052
2025-01-05,946,Victoria Peak,city,296,Hong Kong Disneyland,entertainment,1,0.9443547427654266
2025-01-05,946,Victoria Peak,city,451,Lantau Island,natural,2,0.8384961895644665
2025-01-05,946,Victoria Peak,city,494,Madame Tussauds,cultural,1,0.9173477813601494
2025-01-05,946,Victoria Peak,city,944,Victoria Harbour,city,1,0.86903515458107
2025-01-05,953,Vission Bakery,dining,263,Halfway Coffee,dining,1,0.4770020507276058
2025-01-05,995,Wong Tai Sin Temple,religion,629,Po Lin Monastery,religion,1,0.6880878061056137
2025-01-05,1003,World of Frozen,entertainment,296,Hong Kong Disneyland,entertainment,4,0.8423064344602308
2025-01-05,1022,Yee Wo St,city,874,The Peninsula,hotel,1,0.8818995952606201
2025-01-05,1042,iSQUARE,shopping,307,Hong Kong Observation Wheel,entertainment,1,0.534892626106739
2025-01-06,37,Avenue Of Stars,city,873,The Peak Tram,entertainment,1,0.6005740463733673
2025-01-06,46,Bakehouse (Wan Chai),dining,96,Causeway Bay,area,1,0.75444096326828
2025-01-06,46,Bakehouse (Wan Chai),dining,639,Prison Yard,cultural,1,0.2481086645275354
2025-01-06,46,Bakehouse (Wan Chai),dining,915,Tsing Yi Station,transit,1,0.9091040790081024
2025-01-06,96,Causeway Bay,area,171,Des Voeux Rd,city,1,0.34684909135103226
2025-01-06,96,Causeway Bay,area,607,One Dim Sum,dining,1,0.7215230166912079
2025-01-06,101,Central,area,295,Hong Kong Cultural Centre,cultural,1,0.9321960806846619
2025-01-06,101,Central,area,691,Sau Wa Fong,city,1,0.6456533074378967
2025-01-06,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,46,Bakehouse (Wan Chai),dining,1,0.8754468560218811
2025-01-06,143,Chukfo Taipan Restaurant,dining,905,Tsim Chai Kee Noodle,dining,1,0.6473407298326492
2025-01-06,146,Citygate Outlets,shopping,449,Langham Place,shopping,1,0.6305729746818542
2025-01-06,146,Citygate Outlets,shopping,929,Tung Chung Station,transit,1,0.28062310814857483
2025-01-06,150,Clock Tower,cultural,364,K11 MUSEA,shopping,1,0.8137350082397461
2025-01-06,228,Frozen Ever After,entertainment,296,Hong Kong Disneyland,entertainment,1,0.3714162285129229
2025-01-06,263,Halfway Coffee,dining,886,Times Square,shopping,1,0.8541016280651093
2025-01-06,271,Harbour City,shopping,364,K11 MUSEA,shopping,1,0.9194131791591644
2025-01-06,293,Hong Kong Convention and Exhibition Centre,city,944,Victoria Harbour,city,1,0.4549657925963402
2025-01-06,294,Hong Kong Correctional Services Museum,cultural,949,Victoria Prison,cultural,1,0.23669134452939034
2025-01-06,295,Hong Kong Cultural Centre,cultural,101,Central,area,1,0.9529916048049927
2025-01-06,295,Hong Kong Cultural Centre,cultural,123,Cheung Hing Kee Shanghai Pan Fried Buns,dining,1,0.8702974766492844
2025-01-06,295,Hong Kong Cultural Centre,cultural,150,Clock Tower,cultural,1,0.8771047294139862
2025-01-06,296,Hong Kong Disneyland,entertainment,150,Clock Tower,cultural,1,0.7821020483970642
2025-01-06,296,Hong Kong Disneyland,entertainment,228,Frozen Ever After,entertainment,1,0.16833075252361593
2025-01-06,296,Hong Kong Disneyland,entertainment,300,Hong Kong International Airport,transit,1,0.5460721924901009
2025-01-06,296,Hong Kong Disneyland,entertainment,310,Hong Kong Park,city,2,0.816173588236173
2025-01-06,296,Hong Kong Disneyland,entertainment,323,Hong Kong Zoological and Botanical Gardens,city,2,0.6110033867880702
2025-01-06,296,Hong Kong Disneyland,entertainment,498,Main Street Bakery,dining,1,0.8926187455654144
2025-01-06,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,5,0.7597454706827799
2025-01-06,296,Hong Kong Disneyland,entertainment,612,Pacific Place,shopping,1,0.39834691490978
2025-01-06,296,Hong Kong Disneyland,entertainment,629,Po Lin Monastery,religion,1,0.9321098029613495
2025-01-06,296,Hong Kong Disneyland,entertainment,898,Toy Story Land,entertainment,1,0.8834694623947144
2025-01-06,296,Hong Kong Disneyland,entertainment,944,Victoria Harbour,city,1,0.900536060333252
2025-01-06,296,Hong Kong Disneyland,entertainment,945,Victoria Park,city,2,0.7932606339454651
2025-01-06,300,Hong Kong International Airport,transit,37,Avenue Of Stars,city,1,0.1786596784368157
2025-01-06,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,1,0.48072921857237816
2025-01-06,300,Hong Kong International Airport,transit,567,Nathan Rd,city,1,0.37823987379670143
2025-01-06,300,Hong Kong International Airport,transit,581,Ngong Ping Cable Car Station,entertainment,1,0.14442646037787193
2025-01-06,300,Hong Kong International Airport,transit,946,Victoria Peak,city,1,0.7837398052215576
2025-01-06,300,Hong Kong International Airport,transit,1042,iSQUARE,shopping,1,0.3565502818673849
2025-01-06,310,Hong Kong Park,city,296,Hong Kong Disneyland,entertainment,2,0.799305280049642
2025-01-06,310,Hong Kong Park,city,629,Po Lin Monastery,religion,1,0.5715696960687637
2025-01-06,323,Hong Kong Zoological and Botanical Gardens,city,296,Hong Kong Disneyland,entertainment,1,0.5277379751205444
2025-01-06,323,Hong Kong Zoological and Botanical Gardens,city,598,Ocean Park,entertainment,1,0.8100752532482147
2025-01-06,324,Hong Kong-Zhuhai-Macao Bridge,city,300,Hong Kong International Airport,transit,1,0.4923534085974097
2025-01-06,364,K11 MUSEA,shopping,101,Central,area,1,0.1691469624638557
2025-01-06,364,K11 MUSEA,shopping,296,Hong Kong Disneyland,entertainment,1,0.8649578392505646
2025-01-06,364,K11 MUSEA,shopping,675,SOGO,shopping,1,0.9057484269142151
2025-01-06,413,Kowloon Tin Hau Temple,religion,46,Bakehouse (Wan Chai),dining,1,0.9095988571643829
2025-01-06,444,Lamma Island,natural,804,Tai O,area,1,0.7239751815795898
2025-01-06,446,Lan Fong Yuen,dining,46,Bakehouse (Wan Chai),dining,1,0.2506485898047685
2025-01-06,449,Langham Place,shopping,271,Harbour City,shopping,1,0.7329303026199341
2025-01-06,451,Lantau Island,natural,296,Hong Kong Disneyland,entertainment,1,0.7932855486869812
2025-01-06,451,Lantau Island,natural,310,Hong Kong Park,city,1,0.5447829067707062
2025-01-06,451,Lantau Island,natural,444,Lamma Island,natural,1,0.7476519147555034
2025-01-06,451,Lantau Island,natural,446,Lan Fong Yuen,dining,1,0.47255429811775684
2025-01-06,451,Lantau Island,natural,494,Madame Tussauds,cultural,1,0.8916414976119995
2025-01-06,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.4920660443603992
2025-01-06,451,Lantau Island,natural,584,Ngong Ping Village,cultural,1,0.7500963360071182
2025-01-06,451,Lantau Island,natural,629,Po Lin Monastery,religion,3,0.7818172425031662
2025-01-06,451,Lantau Island,natural,803,Tai Mo Shan,outdoor,1,0.8721764087677002
2025-01-06,451,Lantau Island,natural,804,Tai O,area,1,0.8425850768884022
2025-01-06,451,Lantau Island,natural,815,Tai Po,area,1,0.9051526933908463
2025-01-06,494,Madame Tussauds,cultural,296,Hong Kong Disneyland,entertainment,1,0.8835885673761368
2025-01-06,506,Man Mo Temple,religion,278,Hashtag B,dining,1,0.5592294782400131
2025-01-06,567,Nathan Rd,city,575,New Territories,area,1,0.4776988998055458
2025-01-06,575,New Territories,area,413,Kowloon Tin Hau Temple,religion,1,0.8297299444675446
2025-01-06,579,Ngong Ping,area,580,Ngong Ping 360,entertainment,1,0.35534605383872986
2025-01-06,580,Ngong Ping 360,entertainment,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.8250991851091385
2025-01-06,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,1,0.9310892820358276
2025-01-06,580,Ngong Ping 360,entertainment,579,Ngong Ping,area,1,0.5456511527299881
2025-01-06,580,Ngong Ping 360,entertainment,584,Ngong Ping Village,cultural,1,0.6203155815601349
2025-01-06,580,Ngong Ping 360,entertainment,598,Ocean Park,entertainment,1,0.17802847549319262
2025-01-06,580,Ngong Ping 360,entertainment,733,Sky 100,city,1,0.43361506052315235
2025-01-06,580,Ngong Ping 360,entertainment,929,Tung Chung Station,transit,1,0.2237095274031162
2025-01-06,581,Ngong Ping Cable Car Station,entertainment,146,Citygate Outlets,shopping,1,0.1341627053916454
2025-01-06,584,Ngong Ping Village,cultural,451,Lantau Island,natural,3,0.723534882068634
2025-01-06,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,6,0.7798718244044317
2025-01-06,598,Ocean Park,entertainment,603,Old Hong Kong,city,1,0.5063852742314339
2025-01-06,598,Ocean Park,entertainment,815,Tai Po,area,1,0.56137266010046
2025-01-06,598,Ocean Park,entertainment,849,The Grand Aquarium,entertainment,1,0.7351148724555969
2025-01-06,598,Ocean Park,entertainment,946,Victoria Peak,city,1,0.7532457162936528
2025-01-06,603,Old Hong Kong,city,296,Hong Kong Disneyland,entertainment,1,0.37590348720550537
2025-01-06,607,One Dim Sum,dining,826,Tai Wong Yeh Temple,religion,1,0.742906928062439
2025-01-06,612,Pacific Place,shopping,598,Ocean Park,entertainment,1,0.2957856099431713
2025-01-06,629,Po Lin Monastery,religion,451,Lantau Island,natural,5,0.8105326533317566
2025-01-06,629,Po Lin Monastery,religion,580,Ngong Ping 360,entertainment,1,0.8148078620433807
2025-01-06,629,Po Lin Monastery,religion,815,Tai Po,area,1,0.8244875967502594
2025-01-06,629,Po Lin Monastery,religion,921,Tsz Shan Monastery,religion,1,0.801423579454422
2025-01-06,629,Po Lin Monastery,religion,946,Victoria Peak,city,1,0.6096329987049103
2025-01-06,639,Prison Yard,cultural,800,Tai Kwun,cultural,1,0.09135349281132221
2025-01-06,675,SOGO,shopping,886,Times Square,shopping,1,0.7214586436748505
2025-01-06,695,Sha Tin,area,698,Sha Tin Racecourse,entertainment,1,0.1455054841935634
