video_date,poi_a_id,poi_a_name,poi_a_cate,poi_b_id,poi_b_name,poi_b_cate,cooccur_n,avg_journey_sentiment
2016-02-28,451,Lantau Island,Natural,815,Tai Po,area,1,0.9048746029535929
2016-02-28,451,Lantau Island,Natural,885,Tian Tan Buddha,Religious,1,0.9048746029535929
2016-02-28,815,Tai Po,area,885,Tian Tan Buddha,Religious,1,0.9048746029535929
2019-09-25,296,Hong Kong Disneyland,Entertainment,946,Victoria Peak,Cityscape,1,0.9211407750844955
2020-05-04,324,Hong Kong-Zhuhai-Macao Bridge,Cityscape,913,Tsing Ma Bridge,Cityscape,1,0.634063646197319
2020-06-05,452,Lantau Peak,Outdoor,465,Lion Rock,Outdoor,1,0.8346485793590546
2020-06-05,452,Lantau Peak,Outdoor,946,Victoria Peak,Cityscape,1,0.8346485793590546
2020-06-05,465,Lion Rock,Outdoor,946,Victoria Peak,Cityscape,1,0.8346485793590546
2020-08-14,296,Hong Kong Disneyland,Entertainment,946,Victoria Peak,Cityscape,1,0.9001827239990234
2021-05-26,3,1881 Heritage,Shopping,944,Victoria Harbour,Cityscape,1,0.887228935956955
2022-01-25,803,Tai Mo Shan,Outdoor,815,Tai Po,area,1,0.7835064977407455
2022-01-25,803,Tai Mo Shan,Outdoor,946,Victoria Peak,Cityscape,1,0.7835064977407455
2022-01-25,815,Tai Po,area,946,Victoria Peak,Cityscape,1,0.7835064977407455
2022-02-20,37,Avenue Of Stars,Cityscape,96,Causeway Bay,area,1,0.9150511503219605
2022-02-20,37,Avenue Of Stars,Cityscape,408,Kowloon Park,Cityscape,1,0.9150511503219605
2022-02-20,37,Avenue Of Stars,Cityscape,584,Ngong Ping Village,Cultural,1,0.9150511503219605
2022-02-20,37,Avenue Of Stars,Cityscape,944,Victoria Harbour,Cityscape,1,0.9150511503219605
2022-02-20,96,Causeway Bay,area,408,Kowloon Park,Cityscape,1,0.9150511503219605
2022-02-20,96,Causeway Bay,area,584,Ngong Ping Village,Cultural,1,0.9150511503219605
2022-02-20,96,Causeway Bay,area,944,Victoria Harbour,Cityscape,1,0.9150511503219605
2022-02-20,408,Kowloon Park,Cityscape,584,Ngong Ping Village,Cultural,1,0.9150511503219605
2022-02-20,408,Kowloon Park,Cityscape,944,Victoria Harbour,Cityscape,1,0.9150511503219605
2022-02-20,584,Ngong Ping Village,Cultural,944,Victoria Harbour,Cityscape,1,0.9150511503219605
2022-03-25,296,Hong Kong Disneyland,Entertainment,361,Jumbo kingdom,Dining,1,0.8918034061789513
2022-03-25,296,Hong Kong Disneyland,Entertainment,663,Repulse Bay,Natural,1,0.8918034061789513
2022-03-25,296,Hong Kong Disneyland,Entertainment,733,Sky 100,Cityscape,1,0.8918034061789513
2022-03-25,361,Jumbo kingdom,Dining,663,Repulse Bay,Natural,1,0.8918034061789513
2022-03-25,361,Jumbo kingdom,Dining,733,Sky 100,Cityscape,1,0.8918034061789513
2022-03-25,663,Repulse Bay,Natural,733,Sky 100,Cityscape,1,0.8918034061789513
2022-04-01,101,Central,area,700,Sham Shui Po,area,1,0.54328653216362
2022-06-15,291,Hollywood Rd,Cityscape,307,Hong Kong Observation Wheel,Entertainment,1,0.5526328049600124
2022-06-15,291,Hollywood Rd,Cityscape,886,Times Square,Shopping,1,0.5526328049600124
2022-06-15,291,Hollywood Rd,Cityscape,964,Wan Chai,area,1,0.5526328049600124
2022-06-15,307,Hong Kong Observation Wheel,Entertainment,886,Times Square,Shopping,1,0.5526328049600124
2022-06-15,307,Hong Kong Observation Wheel,Entertainment,964,Wan Chai,area,1,0.5526328049600124
2022-06-15,886,Times Square,Shopping,964,Wan Chai,area,1,0.5526328049600124
2022-06-22,451,Lantau Island,Natural,544,Mong Kok Station,Transit,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,629,Po Lin Monastery,Religious,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,815,Tai Po,area,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,869,The Peak Galleria,Shopping,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,888,Tin Hau Station,Transit,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,451,Lantau Island,Natural,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,629,Po Lin Monastery,Religious,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,815,Tai Po,area,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,869,The Peak Galleria,Shopping,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,888,Tin Hau Station,Transit,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,544,Mong Kok Station,Transit,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,629,Po Lin Monastery,Religious,815,Tai Po,area,1,0.8563337445259094
2022-06-22,629,Po Lin Monastery,Religious,869,The Peak Galleria,Shopping,1,0.8563337445259094
2022-06-22,629,Po Lin Monastery,Religious,888,Tin Hau Station,Transit,1,0.8563337445259094
2022-06-22,629,Po Lin Monastery,Religious,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,629,Po Lin Monastery,Religious,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,815,Tai Po,area,869,The Peak Galleria,Shopping,1,0.8563337445259094
2022-06-22,815,Tai Po,area,888,Tin Hau Station,Transit,1,0.8563337445259094
2022-06-22,815,Tai Po,area,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,815,Tai Po,area,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,869,The Peak Galleria,Shopping,888,Tin Hau Station,Transit,1,0.8563337445259094
2022-06-22,869,The Peak Galleria,Shopping,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,869,The Peak Galleria,Shopping,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,888,Tin Hau Station,Transit,944,Victoria Harbour,Cityscape,1,0.8563337445259094
2022-06-22,888,Tin Hau Station,Transit,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-06-22,944,Victoria Harbour,Cityscape,946,Victoria Peak,Cityscape,1,0.8563337445259094
2022-07-11,296,Hong Kong Disneyland,Entertainment,467,Lippo Centre,Cityscape,1,0.5872735008597374
2022-07-22,451,Lantau Island,Natural,584,Ngong Ping Village,Cultural,1,0.8260388953744301
2022-07-22,451,Lantau Island,Natural,629,Po Lin Monastery,Religious,1,0.8260388953744301
2022-07-22,451,Lantau Island,Natural,803,Tai Mo Shan,Outdoor,1,0.8260388953744301
2022-07-22,451,Lantau Island,Natural,885,Tian Tan Buddha,Religious,1,0.8260388953744301
2022-07-22,584,Ngong Ping Village,Cultural,629,Po Lin Monastery,Religious,1,0.8260388953744301
2022-07-22,584,Ngong Ping Village,Cultural,803,Tai Mo Shan,Outdoor,1,0.8260388953744301
2022-07-22,584,Ngong Ping Village,Cultural,885,Tian Tan Buddha,Religious,1,0.8260388953744301
2022-07-22,629,Po Lin Monastery,Religious,803,Tai Mo Shan,Outdoor,1,0.8260388953744301
2022-07-22,629,Po Lin Monastery,Religious,885,Tian Tan Buddha,Religious,1,0.8260388953744301
2022-07-22,803,Tai Mo Shan,Outdoor,885,Tian Tan Buddha,Religious,1,0.8260388953744301
2022-08-18,101,Central,area,300,Hong Kong International Airport,Transit,1,0.34948723825315636
2022-08-18,101,Central,area,944,Victoria Harbour,Cityscape,1,0.34948723825315636
2022-08-18,300,Hong Kong International Airport,Transit,944,Victoria Harbour,Cityscape,1,0.34948723825315636
2022-09-04,239,Giant Panda Adventure,Entertainment,296,Hong Kong Disneyland,Entertainment,1,0.913433387875557
2022-09-04,239,Giant Panda Adventure,Entertainment,312,Hong Kong Science Museum,Cultural,1,0.913433387875557
2022-09-04,239,Giant Panda Adventure,Entertainment,598,Ocean Park,Entertainment,1,0.913433387875557
2022-09-04,296,Hong Kong Disneyland,Entertainment,312,Hong Kong Science Museum,Cultural,1,0.913433387875557
2022-09-04,296,Hong Kong Disneyland,Entertainment,598,Ocean Park,Entertainment,1,0.913433387875557
2022-09-04,312,Hong Kong Science Museum,Cultural,598,Ocean Park,Entertainment,1,0.913433387875557
2022-09-18,804,Tai O,area,1013,Yau Ma Tei,area,1,0.8030843138694763
2022-11-09,56,Big Wave Bay Beach,Natural,404,Kowloon,area,1,0.8893112000077963
2022-11-09,56,Big Wave Bay Beach,Natural,444,Lamma Island,Natural,1,0.8893112000077963
2022-11-09,56,Big Wave Bay Beach,Natural,815,Tai Po,area,1,0.8893112000077963
2022-11-09,56,Big Wave Bay Beach,Natural,885,Tian Tan Buddha,Religious,1,0.8893112000077963
2022-11-09,56,Big Wave Bay Beach,Natural,921,Tsz Shan Monastery,Religious,1,0.8893112000077963
2022-11-09,56,Big Wave Bay Beach,Natural,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-09,404,Kowloon,area,444,Lamma Island,Natural,1,0.8893112000077963
2022-11-09,404,Kowloon,area,815,Tai Po,area,1,0.8893112000077963
2022-11-09,404,Kowloon,area,885,Tian Tan Buddha,Religious,1,0.8893112000077963
2022-11-09,404,Kowloon,area,921,Tsz Shan Monastery,Religious,1,0.8893112000077963
2022-11-09,404,Kowloon,area,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-09,444,Lamma Island,Natural,815,Tai Po,area,1,0.8893112000077963
2022-11-09,444,Lamma Island,Natural,885,Tian Tan Buddha,Religious,1,0.8893112000077963
2022-11-09,444,Lamma Island,Natural,921,Tsz Shan Monastery,Religious,1,0.8893112000077963
2022-11-09,444,Lamma Island,Natural,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-09,815,Tai Po,area,885,Tian Tan Buddha,Religious,1,0.8893112000077963
2022-11-09,815,Tai Po,area,921,Tsz Shan Monastery,Religious,1,0.8893112000077963
2022-11-09,815,Tai Po,area,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-09,885,Tian Tan Buddha,Religious,921,Tsz Shan Monastery,Religious,1,0.8893112000077963
2022-11-09,885,Tian Tan Buddha,Religious,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-09,921,Tsz Shan Monastery,Religious,946,Victoria Peak,Cityscape,1,0.8893112000077963
2022-11-15,675,SOGO,Shopping,944,Victoria Harbour,Cityscape,1,0.7314316034317017
2022-11-22,309,Hong Kong Palace Museum,Cultural,944,Victoria Harbour,Cityscape,1,0.7977157433827718
2022-11-22,309,Hong Kong Palace Museum,Cultural,977,West Kowloon Cultural District,Cultural,1,0.7977157433827718
2022-11-22,944,Victoria Harbour,Cityscape,977,West Kowloon Cultural District,Cultural,1,0.7977157433827718
2022-11-29,451,Lantau Island,Natural,944,Victoria Harbour,Cityscape,1,0.8700739741325378
2022-11-29,451,Lantau Island,Natural,946,Victoria Peak,Cityscape,1,0.8700739741325378
2022-11-29,944,Victoria Harbour,Cityscape,946,Victoria Peak,Cityscape,1,0.8700739741325378
2022-12-04,300,Hong Kong International Airport,Transit,567,Nathan Rd,Cityscape,1,0.32038556784391403
2022-12-13,271,Harbour City,Shopping,295,Hong Kong Cultural Centre,Cultural,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,304,Hong Kong Museum of Art,Cultural,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,310,Hong Kong Park,Cityscape,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,638,Prince's Building,Cityscape,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,874,The Peninsula,Hotel,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,271,Harbour City,Shopping,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,304,Hong Kong Museum of Art,Cultural,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,310,Hong Kong Park,Cityscape,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,638,Prince's Building,Cityscape,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,874,The Peninsula,Hotel,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,295,Hong Kong Cultural Centre,Cultural,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,310,Hong Kong Park,Cityscape,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,638,Prince's Building,Cityscape,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,874,The Peninsula,Hotel,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,304,Hong Kong Museum of Art,Cultural,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,310,Hong Kong Park,Cityscape,638,Prince's Building,Cityscape,1,0.79277061091529
2022-12-13,310,Hong Kong Park,Cityscape,874,The Peninsula,Hotel,1,0.79277061091529
2022-12-13,310,Hong Kong Park,Cityscape,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,310,Hong Kong Park,Cityscape,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,310,Hong Kong Park,Cityscape,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,638,Prince's Building,Cityscape,874,The Peninsula,Hotel,1,0.79277061091529
2022-12-13,638,Prince's Building,Cityscape,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,638,Prince's Building,Cityscape,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,638,Prince's Building,Cityscape,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,874,The Peninsula,Hotel,907,Tsim Sha Tsui,area,1,0.79277061091529
2022-12-13,874,The Peninsula,Hotel,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,874,The Peninsula,Hotel,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,907,Tsim Sha Tsui,area,944,Victoria Harbour,Cityscape,1,0.79277061091529
2022-12-13,907,Tsim Sha Tsui,area,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-13,944,Victoria Harbour,Cityscape,946,Victoria Peak,Cityscape,1,0.79277061091529
2022-12-14,70,Brooklyn Bar and Grill,Dining,101,Central,area,1,0.8023386985063553
2022-12-14,70,Brooklyn Bar and Grill,Dining,296,Hong Kong Disneyland,Entertainment,1,0.8023386985063553
2022-12-14,70,Brooklyn Bar and Grill,Dining,451,Lantau Island,Natural,1,0.8023386985063553
2022-12-14,70,Brooklyn Bar and Grill,Dining,704,Shanghai St,Cityscape,1,0.8023386985063553
2022-12-14,101,Central,area,296,Hong Kong Disneyland,Entertainment,1,0.8023386985063553
2022-12-14,101,Central,area,451,Lantau Island,Natural,1,0.8023386985063553
2022-12-14,101,Central,area,704,Shanghai St,Cityscape,1,0.8023386985063553
2022-12-14,296,Hong Kong Disneyland,Entertainment,451,Lantau Island,Natural,1,0.8023386985063553
2022-12-14,296,Hong Kong Disneyland,Entertainment,704,Shanghai St,Cityscape,1,0.8023386985063553
2022-12-14,451,Lantau Island,Natural,704,Shanghai St,Cityscape,1,0.8023386985063553
2022-12-30,296,Hong Kong Disneyland,Entertainment,300,Hong Kong International Airport,Transit,1,0.41696668465932213
2022-12-30,296,Hong Kong Disneyland,Entertainment,784,Sunny Bay Station,Transit,1,0.41696668465932213
2022-12-30,296,Hong Kong Disneyland,Entertainment,915,Tsing Yi Station,Transit,1,0.41696668465932213
2022-12-30,300,Hong Kong International Airport,Transit,784,Sunny Bay Station,Transit,1,0.41696668465932213
2022-12-30,300,Hong Kong International Airport,Transit,915,Tsing Yi Station,Transit,1,0.41696668465932213
2022-12-30,784,Sunny Bay Station,Transit,915,Tsing Yi Station,Transit,1,0.41696668465932213
2023-01-13,426,Kwun Tong,area,771,Sum Hung Cuisine,Dining,1,0.5552724804729223
2023-01-13,426,Kwun Tong,area,873,The Peak Tram,Entertainment,1,0.5552724804729223
2023-01-13,503,Mak's Noodle,Dining,973,Wellington St,Cityscape,1,0.9303510189056396
2023-01-13,771,Sum Hung Cuisine,Dining,873,The Peak Tram,Entertainment,1,0.5552724804729223
2023-01-14,135,Chiu Fat Porridge Noodle Restaurant,Dining,300,Hong Kong International Airport,Transit,1,0.6016047336161137
2023-01-14,135,Chiu Fat Porridge Noodle Restaurant,Dining,913,Tsing Ma Bridge,Cityscape,1,0.6016047336161137
2023-01-14,300,Hong Kong International Airport,Transit,913,Tsing Ma Bridge,Cityscape,1,0.6016047336161137
2023-01-15,12,Aberdeen,area,96,Causeway Bay,area,1,0.9725010991096497
2023-01-15,17,Adventureland,Entertainment,296,Hong Kong Disneyland,Entertainment,1,0.9429165025552114
2023-01-15,300,Hong Kong International Airport,Transit,702,Sham Shui Po Government Primary School,School,1,0.08259034125755231
2023-01-15,584,Ngong Ping Village,Cultural,629,Po Lin Monastery,Religious,1,0.7406252160668373
2023-01-17,296,Hong Kong Disneyland,Entertainment,300,Hong Kong International Airport,Transit,1,0.5232700126038657
2023-01-17,743,South Horizons,Cityscape,834,Temple Street Night Market,Shopping,1,0.9184903025627136
2023-01-18,300,Hong Kong International Airport,Transit,434,LOUIS VUITTON,Shopping,1,0.48956043645739555
2023-01-18,300,Hong Kong International Airport,Transit,612,Pacific Place,Shopping,1,0.48956043645739555
2023-01-18,300,Hong Kong International Airport,Transit,871,The Peak Terminus,Transit,1,0.48956043645739555
2023-01-18,300,Hong Kong International Airport,Transit,873,The Peak Tram,Entertainment,1,0.48956043645739555
2023-01-18,300,Hong Kong International Airport,Transit,944,Victoria Harbour,Cityscape,1,0.48956043645739555
2023-01-18,320,Hong Kong Trail,Outdoor,632,Pok Fu Lam Reservoir Rd,Outdoor,1,0.8371601767010158
2023-01-18,434,LOUIS VUITTON,Shopping,612,Pacific Place,Shopping,1,0.48956043645739555
2023-01-18,434,LOUIS VUITTON,Shopping,871,The Peak Terminus,Transit,1,0.48956043645739555
2023-01-18,434,LOUIS VUITTON,Shopping,873,The Peak Tram,Entertainment,1,0.48956043645739555
2023-01-18,434,LOUIS VUITTON,Shopping,944,Victoria Harbour,Cityscape,1,0.48956043645739555
2023-01-18,612,Pacific Place,Shopping,871,The Peak Terminus,Transit,1,0.48956043645739555
2023-01-18,612,Pacific Place,Shopping,873,The Peak Tram,Entertainment,1,0.48956043645739555
2023-01-18,612,Pacific Place,Shopping,944,Victoria Harbour,Cityscape,1,0.48956043645739555
2023-01-18,871,The Peak Terminus,Transit,873,The Peak Tram,Entertainment,1,0.48956043645739555
2023-01-18,871,The Peak Terminus,Transit,944,Victoria Harbour,Cityscape,1,0.48956043645739555
2023-01-18,873,The Peak Tram,Entertainment,944,Victoria Harbour,Cityscape,1,0.48956043645739555
2023-01-20,300,Hong Kong International Airport,Transit,913,Tsing Ma Bridge,Cityscape,1,0.7774435579776764
2023-01-22,850,The Grand Buffet,Dining,974,Wesleyan House,Religious,1,0.08269568905234337
2023-01-28,180,Disney's Hollywood Hotel,Hotel,296,Hong Kong Disneyland,Entertainment,1,0.6720055794420963
2023-01-28,180,Disney's Hollywood Hotel,Hotel,975,West Kowloon,area,1,0.6720055794420963
2023-01-28,296,Hong Kong Disneyland,Entertainment,975,West Kowloon,area,1,0.6720055794420963
2023-01-31,300,Hong Kong International Airport,Transit,817,Tai Tam,area,1,0.4731158819049597
2023-02-01,293,Hong Kong Convention and Exhibition Centre,Cityscape,946,Victoria Peak,Cityscape,1,0.7584661692380905
2023-02-06,289,Hoi Ping Rd,Cityscape,460,Lei Yue Mun,area,1,0.666314924756686
2023-02-07,96,Causeway Bay,area,296,Hong Kong Disneyland,Entertainment,1,0.6959039866924286
2023-02-11,543,Mong Kok Night Market,Shopping,907,Tsim Sha Tsui,area,1,0.9738835692405701
2023-02-13,17,Adventureland,Entertainment,296,Hong Kong Disneyland,Entertainment,1,0.804378446225161
2023-02-13,17,Adventureland,Entertainment,560,Mystic Manor,Entertainment,1,0.804378446225161
2023-02-13,17,Adventureland,Entertainment,898,Toy Story Land,Entertainment,1,0.804378446225161
2023-02-13,101,Central,area,198,East Tsim Sha Tsui,Transit,1,0.22710859961807728
2023-02-13,101,Central,area,301,Hong Kong Island,Natural,1,0.22710859961807728
2023-02-13,101,Central,area,856,The Hong Kong Polytechnic University,School,1,0.22710859961807728
2023-02-13,198,East Tsim Sha Tsui,Transit,301,Hong Kong Island,Natural,1,0.22710859961807728
2023-02-13,198,East Tsim Sha Tsui,Transit,856,The Hong Kong Polytechnic University,School,1,0.22710859961807728
2023-02-13,296,Hong Kong Disneyland,Entertainment,560,Mystic Manor,Entertainment,1,0.804378446225161
2023-02-13,296,Hong Kong Disneyland,Entertainment,598,Ocean Park,Entertainment,1,0.8595260184258222
2023-02-13,296,Hong Kong Disneyland,Entertainment,898,Toy Story Land,Entertainment,1,0.804378446225161
2023-02-13,301,Hong Kong Island,Natural,856,The Hong Kong Polytechnic University,School,1,0.22710859961807728
2023-02-13,560,Mystic Manor,Entertainment,898,Toy Story Land,Entertainment,1,0.804378446225161
2023-02-14,300,Hong Kong International Airport,Transit,791,THE MATCHA TOKYO,Dining,1,0.4978459825506434
2023-02-14,300,Hong Kong International Airport,Transit,874,The Peninsula,Hotel,1,0.4978459825506434
2023-02-14,300,Hong Kong International Airport,Transit,944,Victoria Harbour,Cityscape,1,0.4978459825506434
2023-02-14,791,THE MATCHA TOKYO,Dining,874,The Peninsula,Hotel,1,0.4978459825506434
2023-02-14,791,THE MATCHA TOKYO,Dining,944,Victoria Harbour,Cityscape,1,0.4978459825506434
2023-02-14,874,The Peninsula,Hotel,944,Victoria Harbour,Cityscape,2,0.6952308143372647
2023-02-15,31,Arte M,Cultural,197,East Coast Park Precinct,Cityscape,1,0.7456402596500183
2023-02-15,31,Arte M,Cultural,546,Monster Building,Cityscape,1,0.7456402596500183
2023-02-15,197,East Coast Park Precinct,Cityscape,546,Monster Building,Cityscape,1,0.7456402596500183
2023-02-16,101,Central,area,307,Hong Kong Observation Wheel,Entertainment,1,0.627512772878011
2023-02-19,300,Hong Kong International Airport,Transit,733,Sky 100,Cityscape,1,0.5430334185560545
2023-02-19,300,Hong Kong International Airport,Transit,944,Victoria Harbour,Cityscape,1,0.5430334185560545
2023-02-19,300,Hong Kong International Airport,Transit,946,Victoria Peak,Cityscape,1,0.5430334185560545
2023-02-19,300,Hong Kong International Airport,Transit,1042,iSQUARE,Shopping,1,0.5430334185560545
2023-02-19,733,Sky 100,Cityscape,944,Victoria Harbour,Cityscape,1,0.5430334185560545
2023-02-19,733,Sky 100,Cityscape,946,Victoria Peak,Cityscape,1,0.5430334185560545
2023-02-19,733,Sky 100,Cityscape,1042,iSQUARE,Shopping,1,0.5430334185560545
2023-02-19,944,Victoria Harbour,Cityscape,946,Victoria Peak,Cityscape,1,0.5430334185560545
2023-02-19,944,Victoria Harbour,Cityscape,1042,iSQUARE,Shopping,1,0.5430334185560545
2023-02-19,946,Victoria Peak,Cityscape,1042,iSQUARE,Shopping,1,0.5430334185560545
2023-02-21,451,Lantau Island,Natural,580,Ngong Ping 360,Entertainment,1,0.8301151990890503
2023-02-22,872,The Peak Tower,Cityscape,946,Victoria Peak,Cityscape,1,0.7847034434477488
2023-02-23,101,Central,area,296,Hong Kong Disneyland,Entertainment,1,0.7327894303202629
2023-02-23,101,Central,area,430,Kwun Yum Temple,Religious,1,0.7327894303202629
2023-02-23,101,Central,area,448,Lan Kwai Fong,Cultural,1,0.7327894303202629
2023-02-23,101,Central,area,540,Mong Kok,area,1,0.7327894303202629
2023-02-23,101,Central,area,579,Ngong Ping,area,1,0.7327894303202629
2023-02-23,101,Central,area,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,101,Central,area,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,101,Central,area,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,430,Kwun Yum Temple,Religious,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,448,Lan Kwai Fong,Cultural,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,540,Mong Kok,area,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,579,Ngong Ping,area,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,296,Hong Kong Disneyland,Entertainment,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,448,Lan Kwai Fong,Cultural,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,540,Mong Kok,area,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,579,Ngong Ping,area,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,430,Kwun Yum Temple,Religious,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,448,Lan Kwai Fong,Cultural,540,Mong Kok,area,1,0.7327894303202629
2023-02-23,448,Lan Kwai Fong,Cultural,579,Ngong Ping,area,1,0.7327894303202629
2023-02-23,448,Lan Kwai Fong,Cultural,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,448,Lan Kwai Fong,Cultural,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,448,Lan Kwai Fong,Cultural,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,540,Mong Kok,area,579,Ngong Ping,area,1,0.7327894303202629
2023-02-23,540,Mong Kok,area,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,540,Mong Kok,area,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,540,Mong Kok,area,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,579,Ngong Ping,area,580,Ngong Ping 360,Entertainment,1,0.7327894303202629
2023-02-23,579,Ngong Ping,area,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,579,Ngong Ping,area,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,580,Ngong Ping 360,Entertainment,584,Ngong Ping Village,Cultural,1,0.7327894303202629
2023-02-23,580,Ngong Ping 360,Entertainment,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-23,584,Ngong Ping Village,Cultural,907,Tsim Sha Tsui,area,1,0.7327894303202629
2023-02-24,303,Hong Kong Macau Ferry Terminal,Transit,444,Lamma Island,Natural,1,0.6914043029149374
2023-02-24,303,Hong Kong Macau Ferry Terminal,Transit,944,Victoria Harbour,Cityscape,1,0.6914043029149374
2023-02-24,444,Lamma Island,Natural,944,Victoria Harbour,Cityscape,1,0.6914043029149374
2023-02-24,465,Lion Rock,Outdoor,1035,Yuen Po Street Bird Garden,Cityscape,1,0.8542992323637009
2023-02-25,3,1881 Heritage,Shopping,101,Central,area,1,0.5310317153731982
