video_date,poi_a_id,poi_a_name,poi_a_cate,poi_b_id,poi_b_name,poi_b_cate,cooccur_n,avg_journey_sentiment
2024-10-14,96,Causeway Bay,area,355,Java Rd,Cityscape,1,0.36901892721652985
2024-10-14,96,Causeway Bay,area,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,588,North Point,area,1,0.36901892721652985
2024-10-14,96,Causeway Bay,area,708,Shau Kei Wan,area,1,0.41804848114649457
2024-10-14,96,Causeway Bay,area,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,772,Sun Heung Yuen,Dining,1,0.6452563256025314
2024-10-14,96,Causeway Bay,area,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,96,Causeway Bay,area,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,101,Central,area,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,108,Central-Mid-Levels Escalators,Cityscape,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,296,Hong Kong Disneyland,Entertainment,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,310,Hong Kong Park,Cityscape,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,98,Causeway Bay Station,Transit,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,108,Central-Mid-Levels Escalators,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,271,Harbour City,Shopping,1,0.7396383384863535
2024-10-14,101,Central,area,296,Hong Kong Disneyland,Entertainment,1,0.6499193331198485
2024-10-14,101,Central,area,310,Hong Kong Park,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,101,Central,area,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,800,Tai Kwun,Cultural,2,0.7273377562858955
2024-10-14,101,Central,area,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,101,Central,area,874,The Peninsula,Hotel,1,0.7396383384863535
2024-10-14,101,Central,area,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,101,Central,area,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,101,Central,area,1044,ifc mall,Shopping,1,0.8047561794519424
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,296,Hong Kong Disneyland,Entertainment,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,310,Hong Kong Park,Cityscape,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,108,Central-Mid-Levels Escalators,Cityscape,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,296,Hong Kong Disneyland,Entertainment,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,300,Hong Kong International Airport,Transit,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,334,Hung Hom Kwun Yum Temple,Religious,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,502,Mak Man Kee Noodle Shop,Dining,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,506,Man Mo Temple,Religious,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,123,Cheung Hing Kee Shanghai Pan Fried Buns,Dining,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,145,Chungking Mansions,Cityscape,944,Victoria Harbour,Cityscape,1,0.8522414267063141
2024-10-14,145,Chungking Mansions,Cityscape,1042,iSQUARE,Shopping,1,0.3546293613811334
2024-10-14,150,Clock Tower,Cultural,296,Hong Kong Disneyland,Entertainment,1,0.9146612073693956
2024-10-14,150,Clock Tower,Cultural,540,Mong Kok,area,1,0.8343729972839355
2024-10-14,163,DON DON DONKI,Shopping,300,Hong Kong International Airport,Transit,1,0.6243341378867626
2024-10-14,271,Harbour City,Shopping,874,The Peninsula,Hotel,1,0.7396383384863535
2024-10-14,278,Hashtag B,Dining,296,Hong Kong Disneyland,Entertainment,1,0.7242565373579661
2024-10-14,278,Hashtag B,Dining,300,Hong Kong International Airport,Transit,1,0.7242565373579661
2024-10-14,278,Hashtag B,Dining,301,Hong Kong Island,Natural,1,0.8335769633452097
2024-10-14,278,Hashtag B,Dining,307,Hong Kong Observation Wheel,Entertainment,1,0.8335769633452097
2024-10-14,278,Hashtag B,Dining,446,Lan Fong Yuen,Dining,2,0.7789167503515879
2024-10-14,278,Hashtag B,Dining,944,Victoria Harbour,Cityscape,1,0.7242565373579661
2024-10-14,293,Hong Kong Convention and Exhibition Centre,Cityscape,295,Hong Kong Cultural Centre,Cultural,1,0.6291519072320727
2024-10-14,293,Hong Kong Convention and Exhibition Centre,Cityscape,913,Tsing Ma Bridge,Cityscape,1,0.6291519072320727
2024-10-14,295,Hong Kong Cultural Centre,Cultural,307,Hong Kong Observation Wheel,Entertainment,1,0.7994211316108704
2024-10-14,295,Hong Kong Cultural Centre,Cultural,913,Tsing Ma Bridge,Cityscape,1,0.6291519072320727
2024-10-14,296,Hong Kong Disneyland,Entertainment,300,Hong Kong International Airport,Transit,3,0.695984239232393
2024-10-14,296,Hong Kong Disneyland,Entertainment,307,Hong Kong Observation Wheel,Entertainment,1,0.9655245989561081
2024-10-14,296,Hong Kong Disneyland,Entertainment,310,Hong Kong Park,Cityscape,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,334,Hung Hom Kwun Yum Temple,Religious,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,344,ICHIRAN,Dining,1,0.7497154871622721
2024-10-14,296,Hong Kong Disneyland,Entertainment,446,Lan Fong Yuen,Dining,1,0.7242565373579661
2024-10-14,296,Hong Kong Disneyland,Entertainment,451,Lantau Island,Natural,2,0.8699008704473574
2024-10-14,296,Hong Kong Disneyland,Entertainment,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,502,Mak Man Kee Noodle Shop,Dining,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,506,Man Mo Temple,Religious,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,598,Ocean Park,Entertainment,4,0.8754950330282251
2024-10-14,296,Hong Kong Disneyland,Entertainment,603,Old Hong Kong,Cityscape,1,0.9115972270568212
2024-10-14,296,Hong Kong Disneyland,Entertainment,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,898,Toy Story Land,Entertainment,1,0.8788815398609989
2024-10-14,296,Hong Kong Disneyland,Entertainment,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,296,Hong Kong Disneyland,Entertainment,944,Victoria Harbour,Cityscape,2,0.8448905681570371
2024-10-14,296,Hong Kong Disneyland,Entertainment,946,Victoria Peak,Cityscape,3,0.8018240873382023
2024-10-14,296,Hong Kong Disneyland,Entertainment,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,296,Hong Kong Disneyland,Entertainment,1003,World of Frozen,Entertainment,1,0.8788815398609989
2024-10-14,300,Hong Kong International Airport,Transit,303,Hong Kong Macau Ferry Terminal,Transit,1,0.8213998426993688
2024-10-14,300,Hong Kong International Airport,Transit,324,Hong Kong-Zhuhai-Macao Bridge,Cityscape,1,0.7170964479446411
2024-10-14,300,Hong Kong International Airport,Transit,334,Hung Hom Kwun Yum Temple,Religious,1,0.7219922101056134
2024-10-14,300,Hong Kong International Airport,Transit,446,Lan Fong Yuen,Dining,1,0.7242565373579661
2024-10-14,300,Hong Kong International Airport,Transit,502,Mak Man Kee Noodle Shop,Dining,1,0.7219922101056134
2024-10-14,300,Hong Kong International Airport,Transit,506,Man Mo Temple,Religious,1,0.7219922101056134
2024-10-14,300,Hong Kong International Airport,Transit,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,300,Hong Kong International Airport,Transit,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,300,Hong Kong International Airport,Transit,913,Tsing Ma Bridge,Cityscape,1,0.8213998426993688
2024-10-14,300,Hong Kong International Airport,Transit,944,Victoria Harbour,Cityscape,2,0.7728281900286675
2024-10-14,300,Hong Kong International Airport,Transit,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,301,Hong Kong Island,Natural,307,Hong Kong Observation Wheel,Entertainment,1,0.8335769633452097
2024-10-14,301,Hong Kong Island,Natural,446,Lan Fong Yuen,Dining,1,0.8335769633452097
2024-10-14,301,Hong Kong Island,Natural,708,Shau Kei Wan,area,1,0.41804848114649457
2024-10-14,303,Hong Kong Macau Ferry Terminal,Transit,913,Tsing Ma Bridge,Cityscape,1,0.8213998426993688
2024-10-14,303,Hong Kong Macau Ferry Terminal,Transit,944,Victoria Harbour,Cityscape,1,0.8213998426993688
2024-10-14,307,Hong Kong Observation Wheel,Entertainment,446,Lan Fong Yuen,Dining,1,0.8335769633452097
2024-10-14,307,Hong Kong Observation Wheel,Entertainment,944,Victoria Harbour,Cityscape,1,0.9655245989561081
2024-10-14,310,Hong Kong Park,Cityscape,494,Madame Tussauds,Cultural,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,310,Hong Kong Park,Cityscape,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,312,Hong Kong Science Museum,Cultural,315,Hong Kong Space Museum,Cultural,1,0.882146006822586
2024-10-14,312,Hong Kong Science Museum,Cultural,363,K11 ARTMALL,Shopping,1,0.7770432829856873
2024-10-14,312,Hong Kong Science Museum,Cultural,540,Mong Kok,area,1,0.7770432829856873
2024-10-14,312,Hong Kong Science Museum,Cultural,733,Sky 100,Cityscape,1,0.41040343046188354
2024-10-14,312,Hong Kong Science Museum,Cultural,874,The Peninsula,Hotel,1,0.7770432829856873
2024-10-14,312,Hong Kong Science Museum,Cultural,907,Tsim Sha Tsui,area,1,0.7770432829856873
2024-10-14,334,Hung Hom Kwun Yum Temple,Religious,502,Mak Man Kee Noodle Shop,Dining,1,0.7219922101056134
2024-10-14,334,Hung Hom Kwun Yum Temple,Religious,506,Man Mo Temple,Religious,1,0.7219922101056134
2024-10-14,334,Hung Hom Kwun Yum Temple,Religious,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,334,Hung Hom Kwun Yum Temple,Religious,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,334,Hung Hom Kwun Yum Temple,Religious,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,355,Java Rd,Cityscape,588,North Point,area,1,0.36901892721652985
2024-10-14,363,K11 ARTMALL,Shopping,540,Mong Kok,area,1,0.7770432829856873
2024-10-14,363,K11 ARTMALL,Shopping,874,The Peninsula,Hotel,1,0.7770432829856873
2024-10-14,363,K11 ARTMALL,Shopping,907,Tsim Sha Tsui,area,1,0.7770432829856873
2024-10-14,434,LOUIS VUITTON,Shopping,944,Victoria Harbour,Cityscape,1,0.3104761438444257
2024-10-14,438,Lai Chi Kok,area,907,Tsim Sha Tsui,area,1,0.3369298428297043
2024-10-14,446,Lan Fong Yuen,Dining,944,Victoria Harbour,Cityscape,1,0.7242565373579661
2024-10-14,451,Lantau Island,Natural,580,Ngong Ping 360,Entertainment,1,0.884970098733902
2024-10-14,451,Lantau Island,Natural,583,Ngong Ping Piazza,Cultural,1,0.8629913583397866
2024-10-14,451,Lantau Island,Natural,584,Ngong Ping Village,Cultural,1,0.8629913583397866
2024-10-14,451,Lantau Island,Natural,598,Ocean Park,Entertainment,1,0.843955701837937
2024-10-14,451,Lantau Island,Natural,629,Po Lin Monastery,Religious,1,0.8629913583397866
2024-10-14,451,Lantau Island,Natural,696,Sha Tin Che Kung Temple,Religious,1,0.43442047387361526
2024-10-14,451,Lantau Island,Natural,815,Tai Po,area,1,0.9156675040721893
2024-10-14,451,Lantau Island,Natural,921,Tsz Shan Monastery,Religious,1,0.8629913583397866
2024-10-14,451,Lantau Island,Natural,925,Tung Chung,area,1,0.8629913583397866
2024-10-14,451,Lantau Island,Natural,946,Victoria Peak,Cityscape,1,0.843955701837937
2024-10-14,494,Madame Tussauds,Cultural,546,Monster Building,Cityscape,1,0.6499193331198485
2024-10-14,494,Madame Tussauds,Cultural,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,494,Madame Tussauds,Cultural,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,494,Madame Tussauds,Cultural,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,494,Madame Tussauds,Cultural,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,494,Madame Tussauds,Cultural,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,502,Mak Man Kee Noodle Shop,Dining,506,Man Mo Temple,Religious,1,0.7219922101056134
2024-10-14,502,Mak Man Kee Noodle Shop,Dining,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,502,Mak Man Kee Noodle Shop,Dining,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,502,Mak Man Kee Noodle Shop,Dining,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,506,Man Mo Temple,Religious,580,Ngong Ping 360,Entertainment,1,0.7219922101056134
2024-10-14,506,Man Mo Temple,Religious,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,506,Man Mo Temple,Religious,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,540,Mong Kok,area,874,The Peninsula,Hotel,1,0.7770432829856873
2024-10-14,540,Mong Kok,area,907,Tsim Sha Tsui,area,1,0.7770432829856873
2024-10-14,546,Monster Building,Cityscape,733,Sky 100,Cityscape,1,0.6499193331198485
2024-10-14,546,Monster Building,Cityscape,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,546,Monster Building,Cityscape,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,546,Monster Building,Cityscape,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,546,Monster Building,Cityscape,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,580,Ngong Ping 360,Entertainment,696,Sha Tin Che Kung Temple,Religious,1,0.7219922101056134
2024-10-14,580,Ngong Ping 360,Entertainment,803,Tai Mo Shan,Outdoor,1,0.9550479352474213
2024-10-14,580,Ngong Ping 360,Entertainment,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,583,Ngong Ping Piazza,Cultural,584,Ngong Ping Village,Cultural,1,0.8629913583397866
2024-10-14,583,Ngong Ping Piazza,Cultural,629,Po Lin Monastery,Religious,1,0.8629913583397866
2024-10-14,583,Ngong Ping Piazza,Cultural,921,Tsz Shan Monastery,Religious,1,0.8629913583397866
2024-10-14,583,Ngong Ping Piazza,Cultural,925,Tung Chung,area,1,0.8629913583397866
2024-10-14,584,Ngong Ping Village,Cultural,629,Po Lin Monastery,Religious,1,0.8629913583397866
2024-10-14,584,Ngong Ping Village,Cultural,921,Tsz Shan Monastery,Religious,1,0.8629913583397866
2024-10-14,584,Ngong Ping Village,Cultural,925,Tung Chung,area,1,0.8629913583397866
2024-10-14,598,Ocean Park,Entertainment,603,Old Hong Kong,Cityscape,1,0.9115972270568212
2024-10-14,598,Ocean Park,Entertainment,946,Victoria Peak,Cityscape,2,0.8777764644473791
2024-10-14,603,Old Hong Kong,Cityscape,946,Victoria Peak,Cityscape,1,0.9115972270568212
2024-10-14,629,Po Lin Monastery,Religious,921,Tsz Shan Monastery,Religious,1,0.8629913583397866
2024-10-14,629,Po Lin Monastery,Religious,925,Tung Chung,area,1,0.8629913583397866
2024-10-14,696,Sha Tin Che Kung Temple,Religious,995,Wong Tai Sin Temple,Religious,1,0.7219922101056134
2024-10-14,733,Sky 100,Cityscape,800,Tai Kwun,Cultural,1,0.6499193331198485
2024-10-14,733,Sky 100,Cityscape,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,733,Sky 100,Cityscape,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,733,Sky 100,Cityscape,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,800,Tai Kwun,Cultural,873,The Peak Tram,Entertainment,1,0.6499193331198485
2024-10-14,800,Tai Kwun,Cultural,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,800,Tai Kwun,Cultural,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,800,Tai Kwun,Cultural,1044,ifc mall,Shopping,1,0.8047561794519424
2024-10-14,873,The Peak Tram,Entertainment,916,Tsuen Wan,area,1,0.6499193331198485
2024-10-14,873,The Peak Tram,Entertainment,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,874,The Peninsula,Hotel,907,Tsim Sha Tsui,area,1,0.7770432829856873
2024-10-14,898,Toy Story Land,Entertainment,1003,World of Frozen,Entertainment,1,0.8788815398609989
2024-10-14,913,Tsing Ma Bridge,Cityscape,944,Victoria Harbour,Cityscape,1,0.8213998426993688
2024-10-14,916,Tsuen Wan,area,946,Victoria Peak,Cityscape,1,0.6499193331198485
2024-10-14,921,Tsz Shan Monastery,Religious,925,Tung Chung,area,1,0.8629913583397866
2024-10-15,3,1881 Heritage,Shopping,101,Central,area,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,189,Dragon's Back,Outdoor,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,300,Hong Kong International Airport,Transit,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,339,Hyatt Centric,Hotel,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,404,Kowloon,area,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,714,Shek O Peak,Outdoor,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,803,Tai Mo Shan,Outdoor,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,946,Victoria Peak,Cityscape,1,0.6667597904801369
2024-10-15,3,1881 Heritage,Shopping,953,Vission Bakery,Dining,1,0.6667597904801369
2024-10-15,17,Adventureland,Entertainment,54,Big Grizzly Mountain Runaway Mine Cars,Entertainment,1,0.9426029518577789
2024-10-15,17,Adventureland,Entertainment,211,Fantasyland,Entertainment,1,0.874688883090303
2024-10-15,17,Adventureland,Entertainment,296,Hong Kong Disneyland,Entertainment,2,0.9086459174740409
2024-10-15,17,Adventureland,Entertainment,560,Mystic Manor,Entertainment,1,0.9426029518577789
2024-10-15,17,Adventureland,Entertainment,897,Tomorrowland,Entertainment,1,0.9426029518577789
2024-10-15,17,Adventureland,Entertainment,898,Toy Story Land,Entertainment,1,0.874688883090303
2024-10-15,17,Adventureland,Entertainment,1003,World of Frozen,Entertainment,1,0.9426029518577789
2024-10-15,37,Avenue Of Stars,Cityscape,944,Victoria Harbour,Cityscape,1,0.8742609620094299
2024-10-15,46,Bakehouse (Wan Chai),Dining,96,Causeway Bay,area,1,0.6691256115833919
2024-10-15,46,Bakehouse (Wan Chai),Dining,175,Dim Dim Sum,Dining,1,0.8194869170586268
2024-10-15,46,Bakehouse (Wan Chai),Dining,300,Hong Kong International Airport,Transit,1,0.6691256115833919
2024-10-15,46,Bakehouse (Wan Chai),Dining,344,ICHIRAN,Dining,1,0.8194869170586268
2024-10-15,46,Bakehouse (Wan Chai),Dining,374,Kam Wah Cafe & Cake Shop,Dining,1,0.8194869170586268
2024-10-15,46,Bakehouse (Wan Chai),Dining,378,Kamcentre Roast Goose,Dining,1,0.6691256115833919
2024-10-15,46,Bakehouse (Wan Chai),Dining,566,Nathan Hotel,Hotel,1,0.6691256115833919
2024-10-15,46,Bakehouse (Wan Chai),Dining,770,Sukiya,Dining,1,0.8194869170586268
2024-10-15,54,Big Grizzly Mountain Runaway Mine Cars,Entertainment,296,Hong Kong Disneyland,Entertainment,1,0.9426029518577789
2024-10-15,54,Big Grizzly Mountain Runaway Mine Cars,Entertainment,560,Mystic Manor,Entertainment,1,0.9426029518577789
2024-10-15,54,Big Grizzly Mountain Runaway Mine Cars,Entertainment,897,Tomorrowland,Entertainment,1,0.9426029518577789
2024-10-15,54,Big Grizzly Mountain Runaway Mine Cars,Entertainment,1003,World of Frozen,Entertainment,1,0.9426029518577789
2024-10-15,57,Bing Kee Cha Dong,Dining,300,Hong Kong International Airport,Transit,1,0.8462459022800128
2024-10-15,57,Bing Kee Cha Dong,Dining,404,Kowloon,area,1,0.8462459022800128
2024-10-15,96,Causeway Bay,area,101,Central,area,1,0.8979668087429471
2024-10-15,96,Causeway Bay,area,300,Hong Kong International Airport,Transit,1,0.6691256115833919
2024-10-15,96,Causeway Bay,area,378,Kamcentre Roast Goose,Dining,1,0.6691256115833919
2024-10-15,96,Causeway Bay,area,566,Nathan Hotel,Hotel,1,0.6691256115833919
2024-10-15,96,Causeway Bay,area,886,Times Square,Shopping,1,0.3939739925165971
2024-10-15,96,Causeway Bay,area,918,Tsuen Wan Station,Transit,1,0.8979668087429471
2024-10-15,101,Central,area,189,Dragon's Back,Outdoor,1,0.6667597904801369
2024-10-15,101,Central,area,228,Frozen Ever After,Entertainment,1,0.6271374528833983
2024-10-15,101,Central,area,293,Hong Kong Convention and Exhibition Centre,Cityscape,1,0.7354038855992258
2024-10-15,101,Central,area,296,Hong Kong Disneyland,Entertainment,2,0.681270669241312
2024-10-15,101,Central,area,300,Hong Kong International Airport,Transit,2,0.6469486216817676
2024-10-15,101,Central,area,324,Hong Kong-Zhuhai-Macao Bridge,Cityscape,1,0.6271374528833983
2024-10-15,101,Central,area,339,Hyatt Centric,Hotel,1,0.6667597904801369
2024-10-15,101,Central,area,366,Kai Kai Dessert,Dining,1,0.6271374528833983
2024-10-15,101,Central,area,404,Kowloon,area,2,0.652479388564825
2024-10-15,101,Central,area,598,Ocean Park,Entertainment,1,0.7354038855992258
2024-10-15,101,Central,area,599,Ocean Park Station,Transit,1,0.7354038855992258
2024-10-15,101,Central,area,714,Shek O Peak,Outdoor,1,0.6667597904801369
2024-10-15,101,Central,area,803,Tai Mo Shan,Outdoor,1,0.6667597904801369
2024-10-15,101,Central,area,869,The Peak Galleria,Shopping,1,0.5132573395967484
2024-10-15,101,Central,area,918,Tsuen Wan Station,Transit,1,0.8979668087429471
2024-10-15,101,Central,area,944,Victoria Harbour,Cityscape,1,0.7354038855992258
2024-10-15,101,Central,area,946,Victoria Peak,Cityscape,1,0.6667597904801369
2024-10-15,101,Central,area,953,Vission Bakery,Dining,1,0.6667597904801369
2024-10-15,101,Central,area,972,Water World,Entertainment,1,0.7354038855992258
2024-10-15,128,Chi Lin Nunnery,Religious,174,Diamond Hill Station,Transit,1,0.8702011108398438
2024-10-15,128,Chi Lin Nunnery,Religious,296,Hong Kong Disneyland,Entertainment,1,0.8702011108398438
2024-10-15,128,Chi Lin Nunnery,Religious,565,Nan Lian Garden,Cultural,1,0.8702011108398438
2024-10-15,128,Chi Lin Nunnery,Religious,629,Po Lin Monastery,Religious,1,0.8702011108398438
2024-10-15,144,Chung Hing St,Cityscape,186,Dragon City Café,Dining,1,0.8291915655136108
2024-10-15,144,Chung Hing St,Cityscape,279,Hau Fook St,Cityscape,1,0.8291915655136108
2024-10-15,145,Chungking Mansions,Cityscape,300,Hong Kong International Airport,Transit,1,0.5624277417858442
2024-10-15,145,Chungking Mansions,Cityscape,364,K11 MUSEA,Shopping,1,0.5624277417858442
2024-10-15,145,Chungking Mansions,Cityscape,540,Mong Kok,area,1,0.5624277417858442
2024-10-15,145,Chungking Mansions,Cityscape,833,Temple St,Cityscape,1,0.5624277417858442
2024-10-15,145,Chungking Mansions,Cityscape,944,Victoria Harbour,Cityscape,1,0.5624277417858442
2024-10-15,174,Diamond Hill Station,Transit,296,Hong Kong Disneyland,Entertainment,1,0.8702011108398438
2024-10-15,174,Diamond Hill Station,Transit,565,Nan Lian Garden,Cultural,1,0.8702011108398438
2024-10-15,174,Diamond Hill Station,Transit,629,Po Lin Monastery,Religious,1,0.8702011108398438
2024-10-15,175,Dim Dim Sum,Dining,344,ICHIRAN,Dining,1,0.8194869170586268
2024-10-15,175,Dim Dim Sum,Dining,374,Kam Wah Cafe & Cake Shop,Dining,1,0.8194869170586268
2024-10-15,175,Dim Dim Sum,Dining,770,Sukiya,Dining,1,0.8194869170586268
2024-10-15,180,Disney's Hollywood Hotel,Hotel,296,Hong Kong Disneyland,Entertainment,2,0.8889312702748511
2024-10-15,186,Dragon City Café,Dining,279,Hau Fook St,Cityscape,1,0.8291915655136108
2024-10-15,189,Dragon's Back,Outdoor,300,Hong Kong International Airport,Transit,1,0.6667597904801369
2024-10-15,189,Dragon's Back,Outdoor,339,Hyatt Centric,Hotel,1,0.6667597904801369
2024-10-15,189,Dragon's Back,Outdoor,404,Kowloon,area,1,0.6667597904801369
