video_date,poi_id,poi_name,poi_cate,author_region,journey_n,stop_n,avg_stop_sentiment
2023-02-28,377.0,Kam's Roast Goose,Dining,US,1,1,0.39578232169151306
2023-02-28,505.0,Man Kee Cart Noodle,Dining,US,1,1,0.9306893944740295
2023-02-28,833.0,Temple St,Cityscape,US,1,1,0.4278813600540161
2023-02-28,944.0,Victoria Harbour,Cityscape,US,1,1,0.8460829854011536
2023-03-01,150.0,Clock Tower,Cultural,PH,1,1,0.890951931476593
2023-03-01,290.0,Hollywood Plaza,Shopping,PH,1,1,0.9496557116508484
2023-03-01,300.0,Hong Kong International Airport,Transit,NZ,1,1,0.8050966858863831
2023-03-01,300.0,Hong Kong International Airport,Transit,PH,1,1,0.9362350702285767
2023-03-01,540.0,Mong Kok,area,PH,1,1,0.012720176950097084
2023-03-02,150.0,Clock Tower,Cultural,TH,1,1,0.8609627485275269
2023-03-03,101.0,Central,area,ZA,1,1,0.9305818676948547
2023-03-03,364.0,K11 MUSEA,Shopping,CA,1,1,0.8406098484992981
2023-03-03,642.0,Quarry Bay,area,ZA,1,1,0.9144150912761688
2023-03-03,731.0,Sister Wah Beef Brisket,Dining,ID,1,1,0.949099212884903
2023-03-03,906.0,Tsim Chai Kee Noodles,Dining,ID,1,1,0.6372250914573669
2023-03-03,907.0,Tsim Sha Tsui,area,ID,1,1,0.13391035795211792
2023-03-03,946.0,Victoria Peak,Cityscape,ZA,1,1,0.9574412405490875
2023-03-04,296.0,Hong Kong Disneyland,Entertainment,PH,1,1,0.9039106965065002
2023-03-04,307.0,Hong Kong Observation Wheel,Entertainment,DZ,1,1,0.677089512348175
2023-03-04,451.0,Lantau Island,Natural,TH,1,2,0.828058530886968
2023-03-04,946.0,Victoria Peak,Cityscape,TH,1,1,0.4342077076435089
2023-03-05,128.0,Chi Lin Nunnery,Religious,GB,1,1,0.24027928709983826
2023-03-05,173.0,Diamond Hill,Outdoor,GB,1,1,0.03654961660504341
2023-03-05,270.0,Happy Valley Racecourse,Entertainment,ID,1,1,0.9286105632781982
2023-03-05,296.0,Hong Kong Disneyland,Entertainment,ID,1,1,0.9711308181285858
2023-03-05,310.0,Hong Kong Park,Cityscape,GB,1,1,0.9009285569190979
2023-03-05,436.0,Ladies' Market,Shopping,ID,1,1,0.01162815187126398
2023-03-05,565.0,Nan Lian Garden,Cultural,GB,1,1,0.9314579963684082
