video_date,origin_poi_cate,dest_poi_cate,flow_n
2024-05-01,Entertainment,Cityscape,1
2024-05-01,Religious,area,1
2024-05-01,area,Cityscape,1
2024-05-02,Cityscape,Dining,1
2024-05-02,Cityscape,Hotel,1
2024-05-02,Entertainment,Hotel,1
2024-05-02,Shopping,Cityscape,1
2024-05-02,Shopping,area,1
2024-05-02,Transit,area,1
2024-05-02,area,Cityscape,1
2024-05-02,area,Shopping,1
2024-05-03,Cityscape,Hotel,1
2024-05-03,Dining,Dining,2
2024-05-03,Dining,area,1
2024-05-03,Entertainment,area,1
2024-05-03,Hotel,Entertainment,1
2024-05-03,Transit,Dining,1
2024-05-03,Transit,Entertainment,1
2024-05-03,area,Cultural,1
2024-05-03,area,Dining,1
2024-05-04,Cityscape,Cityscape,1
2024-05-04,Cityscape,Shopping,1
2024-05-04,Cityscape,area,1
2024-05-04,Cultural,area,1
2024-05-04,Dining,Entertainment,1
2024-05-04,Dining,area,1
2024-05-04,Natural,Cultural,1
2024-05-04,Natural,area,1
2024-05-04,Shopping,Dining,1
2024-05-04,Shopping,area,1
2024-05-04,Transit,Dining,1
2024-05-04,Transit,Entertainment,1
2024-05-04,Transit,Shopping,1
2024-05-04,Transit,area,1
2024-05-04,area,Cityscape,2
2024-05-04,area,Natural,2
2024-05-04,area,Transit,2
2024-05-04,area,area,2
2024-05-05,Cityscape,Shopping,1
2024-05-05,Religious,Cityscape,1
2024-05-05,Transit,Dining,1
2024-05-06,Cityscape,Entertainment,1
2024-05-06,Cityscape,Natural,1
2024-05-06,Natural,Transit,1
2024-05-06,Transit,Natural,1
2024-05-07,Entertainment,Natural,2
2024-05-07,Entertainment,area,1
2024-05-07,Natural,Religious,1
2024-05-07,Religious,Entertainment,1
2024-05-07,Shopping,Transit,1
2024-05-07,Transit,Entertainment,1
2024-05-07,area,Shopping,1
2024-05-07,area,Transit,1
2024-05-10,Cityscape,Cityscape,2
2024-05-11,Cityscape,Dining,2
2024-05-11,Cityscape,Transit,1
2024-05-11,Cityscape,area,1
2024-05-11,Dining,Cityscape,1
2024-05-11,Dining,Dining,1
2024-05-11,Entertainment,Cityscape,1
2024-05-11,Transit,Cityscape,1
2024-05-11,area,Cityscape,1
2024-05-11,area,Transit,1
2024-05-12,Natural,Cityscape,1
2024-05-13,Cityscape,Cityscape,2
2024-05-13,Cityscape,Cultural,1
2024-05-13,Cityscape,Religious,1
2024-05-13,Cityscape,area,1
2024-05-13,Cultural,Outdoor,1
2024-05-13,Dining,Cityscape,1
2024-05-13,Entertainment,Dining,1
2024-05-13,Outdoor,Cityscape,1
2024-05-13,Shopping,Entertainment,1
2024-05-13,Transit,Cityscape,1
2024-05-13,area,Shopping,1
2024-05-14,Cityscape,Cityscape,1
2024-05-14,Cityscape,Entertainment,1
2024-05-14,Cityscape,Transit,1
2024-05-14,Cultural,Entertainment,1
2024-05-14,Entertainment,Cityscape,1
2024-05-14,Entertainment,Cultural,1
2024-05-14,Entertainment,area,1
2024-05-14,Transit,Dining,1
2024-05-14,area,Entertainment,1
2024-05-14,area,area,1
2024-05-16,Cityscape,Cityscape,1
2024-05-16,Cityscape,Dining,1
2024-05-16,Cityscape,Entertainment,1
2024-05-16,Dining,Cityscape,1
2024-05-16,Dining,Hotel,1
2024-05-16,Entertainment,Entertainment,10
2024-05-16,Entertainment,Hotel,1
2024-05-16,Entertainment,area,1
2024-05-16,Hotel,Cityscape,1
2024-05-16,Hotel,area,1
2024-05-16,Religious,Entertainment,1
2024-05-16,Shopping,Dining,1
2024-05-16,area,Cityscape,1
2024-05-16,area,Religious,1
2024-05-16,area,area,1
2024-05-18,Entertainment,Entertainment,2
2024-05-18,Entertainment,area,1
2024-05-18,Transit,Entertainment,1
2024-05-18,area,Entertainment,1
2024-05-19,Cityscape,Cityscape,1
2024-05-19,Entertainment,Cityscape,1
2024-05-20,Cityscape,Cityscape,1
2024-05-20,Cityscape,Hotel,1
2024-05-20,Entertainment,Cityscape,1
2024-05-20,Entertainment,area,1
2024-05-20,Religious,Dining,1
2024-05-20,Transit,Entertainment,1
2024-05-21,Cityscape,Entertainment,1
2024-05-21,Entertainment,Cityscape,1
2024-05-22,Cityscape,Cityscape,2
2024-05-22,Cityscape,Entertainment,3
2024-05-22,Cultural,Cultural,1
2024-05-22,Cultural,Natural,1
2024-05-22,Cultural,Religious,1
2024-05-22,Cultural,area,2
2024-05-22,Entertainment,Cityscape,4
2024-05-22,Entertainment,Cultural,1
2024-05-22,Entertainment,Natural,2
2024-05-22,Entertainment,Religious,1
2024-05-22,Entertainment,area,1
2024-05-22,Natural,Cultural,1
2024-05-22,Natural,Entertainment,2
2024-05-22,Natural,area,1
2024-05-22,Religious,Entertainment,1
2024-05-22,Religious,Natural,1
2024-05-22,Religious,area,1
2024-05-22,Transit,Entertainment,2
2024-05-22,Transit,Transit,1
2024-05-22,area,Cultural,1
2024-05-22,area,Natural,1
2024-05-22,area,Religious,2
2024-05-22,area,Transit,1
2024-05-22,area,area,1
2024-05-23,Cityscape,Entertainment,1
2024-05-23,Dining,Dining,1
2024-05-23,Transit,Dining,1
2024-05-23,area,Cityscape,1
2024-05-23,area,area,5
2024-05-24,Cityscape,Shopping,1
2024-05-24,Cityscape,Transit,1
2024-05-24,Dining,area,1
2024-05-24,Hotel,area,1
2024-05-24,Shopping,Cityscape,1
2024-05-24,Transit,area,1
2024-05-24,area,Cityscape,1
2024-05-24,area,Transit,1
2024-05-25,Cityscape,Dining,1
2024-05-25,Cultural,Cultural,2
2024-05-25,Dining,Dining,1
2024-05-25,Dining,area,1
2024-05-25,area,Cityscape,1
2024-05-26,Cityscape,Cultural,1
2024-05-26,Cultural,Cityscape,1
2024-05-26,Dining,area,1
2024-05-26,Entertainment,Outdoor,1
2024-05-26,Natural,Entertainment,1
2024-05-26,Natural,Natural,1
2024-05-26,Natural,area,1
2024-05-26,Outdoor,Natural,1
2024-05-26,area,Cityscape,2
2024-05-26,area,Dining,1
2024-05-27,Cityscape,Natural,1
2024-05-27,Cultural,Religious,1
2024-05-27,Dining,Religious,1
2024-05-27,Entertainment,Transit,1
2024-05-27,Entertainment,area,1
2024-05-27,Natural,Religious,2
2024-05-27,Religious,Cityscape,1
2024-05-27,Religious,Entertainment,1
2024-05-27,Religious,Natural,1
2024-05-27,Transit,Entertainment,1
2024-05-27,area,Cityscape,1
2024-05-27,area,Dining,1
2024-05-27,area,area,2
2024-05-28,Entertainment,Cityscape,1
2024-05-28,Entertainment,Entertainment,1
2024-05-28,Entertainment,Natural,1
2024-05-28,Natural,Religious,1
2024-05-28,Religious,Cultural,1
2024-05-28,Religious,area,1
2024-05-28,Transit,Entertainment,1
2024-05-28,area,Entertainment,1
2024-05-28,area,Shopping,1
2024-05-29,Natural,area,1
2024-05-29,Transit,Natural,1
2024-05-29,Transit,Transit,2
2024-05-29,Transit,area,1
2024-05-29,area,Natural,1
2024-05-29,area,Transit,1
2024-05-30,Cityscape,Entertainment,1
2024-05-30,Entertainment,Cityscape,1
2024-05-30,Natural,area,1
2024-05-30,area,Cityscape,1
2024-05-31,Natural,area,1
2024-05-31,Religious,Natural,1
2024-05-31,area,Religious,1
2024-06-02,Cityscape,Entertainment,1
2024-06-02,Cityscape,Transit,1
2024-06-02,Cityscape,area,1
2024-06-02,Dining,area,1
2024-06-02,Entertainment,Cityscape,2
2024-06-02,Entertainment,Entertainment,1
2024-06-02,Natural,Entertainment,1
2024-06-02,Natural,Religious,1
2024-06-02,Natural,area,1
2024-06-02,Religious,Natural,1
2024-06-02,Transit,Natural,1
2024-06-02,area,Cityscape,1
2024-06-02,area,Natural,1
2024-06-03,Cityscape,Cityscape,1
2024-06-03,Cityscape,Entertainment,1
2024-06-03,Cityscape,Natural,1
2024-06-03,Cultural,Cultural,1
2024-06-03,Cultural,Entertainment,1
2024-06-03,Dining,Transit,1
2024-06-03,Entertainment,Cityscape,1
2024-06-03,Entertainment,Dining,1
2024-06-03,Entertainment,area,1
2024-06-03,Hotel,Shopping,1
2024-06-03,Natural,Dining,1
2024-06-03,Natural,Entertainment,1
2024-06-03,Religious,Natural,1
2024-06-03,Shopping,Cultural,1
2024-06-03,area,Cityscape,1
2024-06-03,area,Hotel,1
2024-06-04,Cityscape,Cityscape,3
2024-06-04,Cityscape,Transit,1
2024-06-04,Cultural,Cultural,1
2024-06-04,Cultural,Transit,1
2024-06-04,Dining,Entertainment,1
2024-06-04,Dining,Natural,1
2024-06-04,Entertainment,Cityscape,1
2024-06-04,Entertainment,Dining,1
2024-06-04,Entertainment,Entertainment,6
2024-06-04,Entertainment,Transit,1
2024-06-04,Natural,Cultural,1
2024-06-04,Natural,Dining,1
2024-06-04,Natural,Natural,1
2024-06-04,Transit,Entertainment,1
2024-06-04,Transit,Shopping,1
2024-06-04,Transit,area,2
2024-06-04,area,Entertainment,1
2024-06-04,area,Natural,1
2024-06-04,area,Shopping,1
2024-06-05,Cityscape,Cultural,1
2024-06-05,Cityscape,Shopping,1
2024-06-05,Cityscape,Transit,1
2024-06-05,Cultural,Religious,1
2024-06-05,Dining,Cityscape,2
2024-06-05,Dining,Shopping,1
2024-06-05,Religious,Dining,1
2024-06-05,Shopping,Dining,1
2024-06-05,Shopping,area,1
2024-06-05,area,Dining,1
2024-06-05,area,area,1
2024-06-06,Cityscape,Entertainment,1
2024-06-06,Cultural,Dining,1
2024-06-06,Dining,Cultural,1
2024-06-06,Dining,Dining,1
2024-06-06,Entertainment,Cityscape,1
2024-06-06,Outdoor,Transit,2
2024-06-06,Transit,Outdoor,1
2024-06-06,Transit,area,4
2024-06-06,area,Outdoor,1
2024-06-06,area,Transit,3
2024-06-07,Cityscape,Cultural,1
2024-06-07,Cityscape,Shopping,1
2024-06-07,Cityscape,Transit,1
2024-06-07,Cityscape,area,1
2024-06-07,Cultural,Cityscape,2
2024-06-07,Entertainment,Cityscape,1
2024-06-07,Entertainment,Entertainment,3
2024-06-07,Entertainment,Transit,2
2024-06-07,Natural,Entertainment,2
2024-06-07,Natural,Religious,1
2024-06-07,Outdoor,Natural,1
2024-06-07,Transit,Natural,1
2024-06-07,Transit,area,1
2024-06-07,area,Cultural,1
2024-06-07,area,Entertainment,1
2024-06-07,area,Religious,1
2024-06-08,Shopping,Cityscape,1
2024-06-09,Cityscape,Natural,1
2024-06-09,Natural,Religious,2
2024-06-09,Religious,Cityscape,1
2024-06-09,Religious,Entertainment,1
2024-06-09,Religious,Religious,2
2024-06-09,Religious,Transit,1
2024-06-09,Religious,area,1
2024-06-09,Transit,Religious,1
2024-06-09,area,Natural,1
2024-06-09,area,Religious,1
2024-06-10,Shopping,area,1
2024-06-10,Transit,Dining,1
2024-06-10,area,Transit,1
2024-06-11,Cityscape,Cityscape,1
2024-06-11,Cityscape,Cultural,1
2024-06-11,Cultural,Natural,1
2024-06-11,Cultural,Religious,1
2024-06-11,Natural,Cultural,1
2024-06-11,Natural,Natural,1
2024-06-12,Cityscape,Cityscape,1
2024-06-12,Cityscape,area,1
2024-06-12,Dining,Dining,1
2024-06-12,Dining,area,1
2024-06-12,Entertainment,Cityscape,1
2024-06-12,Entertainment,Entertainment,1
2024-06-12,Entertainment,area,1
2024-06-12,Natural,Religious,1
2024-06-12,Religious,Natural,1
2024-06-12,area,Entertainment,1
2024-06-12,area,area,1
2024-06-13,Cityscape,Cityscape,1
2024-06-13,Cityscape,Dining,1
2024-06-13,Cityscape,Entertainment,1
2024-06-13,Cultural,Dining,1
2024-06-13,Dining,Dining,1
2024-06-13,Shopping,Shopping,2
2024-06-14,Religious,Cityscape,1
2024-06-14,Shopping,Transit,1
2024-06-14,area,Religious,1
2024-06-14,area,Shopping,1
2024-06-15,Cityscape,area,1
2024-06-15,Dining,Entertainment,1
2024-06-15,Entertainment,Cityscape,1
2024-06-15,Entertainment,Dining,1
2024-06-15,Transit,area,1
2024-06-15,area,Entertainment,1
2024-06-15,area,Hotel,1
2024-06-15,area,Transit,1
2024-06-15,area,area,1
2024-06-17,Cityscape,Cityscape,3
2024-06-17,Cityscape,Cultural,2
2024-06-17,Cityscape,Entertainment,4
2024-06-17,Cityscape,Transit,1
2024-06-17,Cultural,Dining,1
2024-06-17,Cultural,Shopping,1
2024-06-17,Dining,Cityscape,1
2024-06-17,Entertainment,Cityscape,2
2024-06-17,Entertainment,Transit,2
2024-06-17,Shopping,Cityscape,1
2024-06-17,Transit,Entertainment,1
2024-06-17,area,Cityscape,1
2024-06-18,Cityscape,Dining,1
2024-06-18,Cityscape,Entertainment,3
2024-06-18,Cityscape,Transit,1
2024-06-18,Cultural,Cityscape,1
2024-06-18,Cultural,Religious,1
2024-06-18,Dining,area,1
2024-06-18,Entertainment,Cityscape,3
2024-06-18,Entertainment,Cultural,1
2024-06-18,Entertainment,Entertainment,6
2024-06-18,Entertainment,Hotel,1
2024-06-18,Hotel,area,1
2024-06-18,Natural,Religious,1
2024-06-18,Religious,Cultural,1
2024-06-18,Religious,Natural,1
2024-06-18,Transit,Entertainment,2
2024-06-18,area,Cityscape,2
2024-06-19,Cityscape,Cityscape,1
2024-06-19,Cityscape,Cultural,1
2024-06-19,Cityscape,Dining,1
2024-06-19,Cityscape,Entertainment,1
2024-06-19,Cityscape,Shopping,2
2024-06-19,Cityscape,area,1
2024-06-19,Cultural,Cityscape,1
2024-06-19,Dining,area,1
2024-06-19,Entertainment,Cityscape,1
2024-06-19,Natural,Cityscape,1
2024-06-19,Outdoor,Natural,1
2024-06-19,Shopping,Cityscape,1
2024-06-19,Shopping,Shopping,1
2024-06-19,Shopping,area,2
2024-06-19,Transit,Shopping,1
2024-06-19,area,Cityscape,1
2024-06-20,area,Cityscape,1
2024-06-21,Cityscape,Outdoor,1
2024-06-21,Hotel,Transit,1
2024-06-21,Transit,area,1
2024-06-21,area,Cityscape,1
2024-06-21,area,area,1
2024-06-22,Cityscape,Cityscape,1
2024-06-22,Entertainment,Cityscape,1
2024-06-23,Cityscape,Transit,1
2024-06-23,Cultural,Entertainment,1
2024-06-23,Entertainment,Cityscape,1
2024-06-23,Transit,Cultural,1
2024-06-24,Entertainment,area,2
2024-06-24,Natural,Cultural,1
2024-06-24,area,Entertainment,2
2024-06-25,Natural,Entertainment,1
2024-06-25,Transit,Entertainment,1
2024-06-25,Transit,Natural,1
2024-06-26,Cityscape,Cityscape,1
2024-06-26,Cityscape,Entertainment,1
2024-06-26,Dining,Dining,2
2024-06-26,Dining,area,1
2024-06-26,Entertainment,Cityscape,1
2024-06-26,area,Entertainment,1
2024-06-27,Cityscape,Cultural,1
2024-06-27,Cityscape,Natural,3
2024-06-27,Cityscape,Religious,1
2024-06-27,Cityscape,Shopping,1
2024-06-27,Cultural,Natural,2
2024-06-27,Cultural,Religious,1
2024-06-27,Cultural,Transit,1
2024-06-27,Natural,Cityscape,3
2024-06-27,Natural,Cultural,2
2024-06-27,Natural,area,1
2024-06-27,Shopping,Cultural,1
2024-06-27,Transit,Cityscape,2
2024-06-27,Transit,Shopping,1
2024-06-27,area,Cityscape,1
2024-06-28,Cityscape,area,1
2024-06-28,Cultural,area,1
2024-06-28,Entertainment,Cultural,1
2024-06-28,Entertainment,Entertainment,2
2024-06-28,Hotel,area,1
2024-06-28,Shopping,Entertainment,1
2024-06-28,Transit,Hotel,1
2024-06-28,area,Cityscape,2
2024-06-28,area,Shopping,1
2024-06-28,area,area,2
2024-06-29,Natural,Cityscape,1
2024-06-30,Cityscape,Cityscape,1
2024-06-30,Cultural,Cultural,1
2024-06-30,Cultural,Natural,1
2024-06-30,Dining,Cityscape,1
2024-06-30,Dining,Natural,1
2024-06-30,Hotel,Hotel,1
2024-06-30,Natural,Dining,1
2024-06-30,Natural,Natural,2
2024-06-30,Natural,Transit,1
2024-06-30,Transit,Transit,1
2024-06-30,Transit,area,1
2024-06-30,area,Dining,1
2024-06-30,area,Shopping,1
2024-06-30,area,area,1
2024-07-01,Cityscape,Cityscape,6
2024-07-01,Cityscape,Cultural,3
2024-07-01,Cityscape,Entertainment,1
2024-07-01,Cityscape,Shopping,2
2024-07-01,Cityscape,Transit,1
2024-07-01,Cityscape,area,3
2024-07-01,Cultural,Natural,1
2024-07-01,Cultural,Religious,1
2024-07-01,Cultural,Shopping,1
2024-07-01,Entertainment,Cityscape,2
2024-07-01,Entertainment,Cultural,1
2024-07-01,Entertainment,Entertainment,19
2024-07-01,Entertainment,Hotel,1
2024-07-01,Entertainment,Transit,4
2024-07-01,Hotel,Entertainment,2
2024-07-01,Hotel,area,1
2024-07-01,Natural,Outdoor,2
2024-07-01,Natural,Religious,1
2024-07-01,Outdoor,Natural,1
2024-07-01,Religious,Natural,1
2024-07-01,Religious,Religious,1
2024-07-01,Religious,Transit,1
2024-07-01,Shopping,Cityscape,1
2024-07-01,Transit,Cityscape,2
2024-07-01,Transit,Entertainment,4
2024-07-01,Transit,Transit,3
2024-07-01,Transit,area,3
2024-07-01,area,Cityscape,2
2024-07-01,area,Transit,2
2024-07-01,area,area,2
2024-07-02,Cityscape,Cityscape,1
2024-07-02,Cityscape,Cultural,2
2024-07-02,Cityscape,Entertainment,5
2024-07-02,Cityscape,Hotel,1
2024-07-02,Cityscape,Natural,3
2024-07-02,Cityscape,Shopping,2
2024-07-02,Cityscape,area,2
2024-07-02,Cultural,Cityscape,1
2024-07-02,Cultural,Natural,1
2024-07-02,Cultural,Shopping,1
2024-07-02,Cultural,area,1
2024-07-02,Dining,School,1
2024-07-02,Dining,Shopping,1
2024-07-02,Dining,Transit,2
2024-07-02,Dining,area,1
2024-07-02,Entertainment,Cityscape,9
2024-07-02,Entertainment,Entertainment,14
2024-07-02,Entertainment,Hotel,3
2024-07-02,Entertainment,Natural,3
2024-07-02,Entertainment,Shopping,1
2024-07-02,Entertainment,Transit,3
2024-07-02,Entertainment,area,1
2024-07-02,Hotel,Entertainment,3
2024-07-02,Hotel,Shopping,1
2024-07-02,Hotel,Transit,1
2024-07-02,Natural,Cityscape,1
2024-07-02,Natural,Entertainment,3
2024-07-02,Natural,Hotel,1
2024-07-02,Natural,Outdoor,1
2024-07-02,Natural,Religious,1
2024-07-02,Natural,area,1
2024-07-02,Outdoor,Cityscape,1
2024-07-02,Religious,Natural,1
2024-07-02,Religious,Religious,1
2024-07-02,Shopping,Cityscape,1
2024-07-02,Shopping,Dining,1
2024-07-02,Shopping,Hotel,1
2024-07-02,Shopping,Shopping,1
2024-07-02,Shopping,Transit,1
2024-07-02,Shopping,area,2
2024-07-02,Transit,Cityscape,1
2024-07-02,Transit,Cultural,2
2024-07-02,Transit,Dining,2
2024-07-02,Transit,Entertainment,6
2024-07-02,Transit,Natural,1
2024-07-02,Transit,Shopping,1
2024-07-02,Transit,Transit,2
2024-07-02,Transit,area,4
2024-07-02,area,Cityscape,2
2024-07-02,area,Cultural,1
2024-07-02,area,Dining,3
2024-07-02,area,Natural,1
2024-07-02,area,Shopping,2
2024-07-02,area,Transit,4
2024-07-02,area,area,7
2024-07-03,Cityscape,Cityscape,4
2024-07-03,Cityscape,Cultural,2
2024-07-03,Cityscape,Entertainment,3
2024-07-03,Cityscape,Natural,2
2024-07-03,Cityscape,Religious,1
2024-07-03,Cityscape,Shopping,2
2024-07-03,Cityscape,Transit,2
2024-07-03,Cityscape,area,3
2024-07-03,Cultural,Cityscape,1
2024-07-03,Cultural,Cultural,1
2024-07-03,Cultural,Entertainment,1
2024-07-03,Cultural,Shopping,1
2024-07-03,Cultural,Transit,1
2024-07-03,Dining,Dining,2
2024-07-03,Dining,Entertainment,1
2024-07-03,Dining,Shopping,1
2024-07-03,Entertainment,Cityscape,7
2024-07-03,Entertainment,Entertainment,4
2024-07-03,Entertainment,Hotel,1
2024-07-03,Entertainment,Transit,1
2024-07-03,Entertainment,area,3
2024-07-03,Hotel,Entertainment,2
2024-07-03,Natural,Cityscape,1
2024-07-03,Natural,Entertainment,2
2024-07-03,Natural,Natural,1
2024-07-03,Natural,Shopping,1
2024-07-03,Natural,area,1
2024-07-03,Outdoor,Natural,1
2024-07-03,Religious,Religious,2
2024-07-03,Religious,area,1
2024-07-03,Shopping,Cityscape,2
2024-07-03,Shopping,Entertainment,3
2024-07-03,Shopping,Shopping,1
2024-07-03,Shopping,area,1
2024-07-03,Transit,Dining,1
2024-07-03,Transit,Entertainment,2
2024-07-03,Transit,Religious,1
2024-07-03,Transit,Transit,1
2024-07-03,Transit,area,2
2024-07-03,area,Cityscape,3
2024-07-03,area,Cultural,2
2024-07-03,area,Dining,1
2024-07-03,area,Entertainment,3
2024-07-03,area,Outdoor,1
2024-07-03,area,Religious,1
2024-07-03,area,Transit,2
2024-07-03,area,area,3
2024-07-04,Cityscape,Cityscape,3
2024-07-04,Cityscape,Dining,1
2024-07-04,Cityscape,Entertainment,4
2024-07-04,Cityscape,Religious,1
2024-07-04,Cityscape,Shopping,2
2024-07-04,Cityscape,Transit,1
2024-07-04,Cityscape,area,2
2024-07-04,Cultural,Cityscape,3
2024-07-04,Cultural,Natural,1
2024-07-04,Cultural,Religious,1
2024-07-04,Dining,Dining,1
2024-07-04,Dining,Entertainment,1
2024-07-04,Dining,Transit,1
2024-07-04,Dining,area,1
2024-07-04,Entertainment,Cityscape,4
2024-07-04,Entertainment,Dining,1
2024-07-04,Entertainment,Entertainment,15
2024-07-04,Entertainment,Hotel,1
2024-07-04,Entertainment,Natural,3
2024-07-04,Entertainment,Outdoor,2
2024-07-04,Entertainment,Religious,1
2024-07-04,Entertainment,Transit,1
2024-07-04,Entertainment,area,2
2024-07-04,Hotel,Cityscape,1
2024-07-04,Hotel,Entertainment,1
2024-07-04,Natural,Outdoor,1
2024-07-04,Natural,Religious,3
2024-07-04,Natural,Transit,1
2024-07-04,Natural,area,2
2024-07-04,Outdoor,Entertainment,3
2024-07-04,Outdoor,Natural,1
2024-07-04,Outdoor,area,1
2024-07-04,Religious,Cityscape,1
2024-07-04,Religious,Entertainment,2
2024-07-04,Religious,Natural,1
2024-07-04,Religious,Outdoor,1
2024-07-04,Religious,Religious,3
2024-07-04,Religious,Shopping,1
2024-07-04,Shopping,Cityscape,2
2024-07-04,Shopping,Cultural,1
2024-07-04,Shopping,Entertainment,1
2024-07-04,Shopping,Religious,1
2024-07-04,Shopping,Shopping,1
2024-07-04,Shopping,Transit,3
2024-07-04,Shopping,area,3
2024-07-04,Transit,Cityscape,2
2024-07-04,Transit,Cultural,1
2024-07-04,Transit,Entertainment,1
2024-07-04,Transit,Hotel,1
2024-07-04,Transit,Shopping,1
2024-07-04,Transit,area,1
2024-07-04,area,Cityscape,2
2024-07-04,area,Dining,1
2024-07-04,area,Entertainment,1
2024-07-04,area,Hotel,1
2024-07-04,area,Natural,1
2024-07-04,area,Outdoor,1
2024-07-04,area,Religious,1
2024-07-04,area,Shopping,5
2024-07-04,area,area,1
2024-07-05,Cityscape,Cityscape,1
2024-07-05,Cityscape,Cultural,2
2024-07-05,Cityscape,Entertainment,3
2024-07-05,Cityscape,Hotel,1
2024-07-05,Cityscape,Natural,2
2024-07-05,Cityscape,Shopping,3
2024-07-05,Cityscape,Transit,1
2024-07-05,Cityscape,area,1
2024-07-05,Cultural,Dining,2
2024-07-05,Cultural,Entertainment,1
2024-07-05,Cultural,Hotel,1
2024-07-05,Cultural,Natural,1
2024-07-05,Cultural,Religious,1
2024-07-05,Cultural,Shopping,1
2024-07-05,Dining,Cityscape,1
2024-07-05,Dining,Dining,2
2024-07-05,Dining,Entertainment,2
2024-07-05,Entertainment,Cityscape,6
2024-07-05,Entertainment,Cultural,1
2024-07-05,Entertainment,Entertainment,21
2024-07-05,Entertainment,Natural,1
2024-07-05,Entertainment,Shopping,3
2024-07-05,Entertainment,Transit,2
2024-07-05,Hotel,Cultural,1
2024-07-05,Hotel,Entertainment,1
2024-07-05,Natural,Cityscape,1
2024-07-05,Natural,Cultural,2
2024-07-05,Natural,Entertainment,2
2024-07-05,Natural,Outdoor,1
2024-07-05,Natural,Religious,2
2024-07-05,Natural,area,1
2024-07-05,Outdoor,Natural,1
2024-07-05,Outdoor,Outdoor,4
2024-07-05,Religious,Natural,2
2024-07-05,Religious,area,2
2024-07-05,Shopping,Dining,1
2024-07-05,Shopping,Shopping,1
2024-07-05,Shopping,Transit,2
2024-07-05,Shopping,area,2
2024-07-05,Transit,Cityscape,1
2024-07-05,Transit,Cultural,2
2024-07-05,Transit,Entertainment,4
2024-07-05,Transit,Natural,1
2024-07-05,Transit,Transit,1
2024-07-05,Transit,area,1
2024-07-05,area,Cityscape,1
2024-07-05,area,Cultural,1
2024-07-05,area,Entertainment,2
2024-07-05,area,Natural,1
2024-07-05,area,Religious,1
2024-07-05,area,Shopping,1
2024-07-05,area,Transit,1
2024-07-05,area,area,1
2024-07-06,Cityscape,Cityscape,2
2024-07-06,Cityscape,Entertainment,1
2024-07-06,Cultural,Entertainment,1
2024-07-06,Entertainment,Cityscape,1
2024-07-06,Entertainment,Cultural,2
2024-07-06,Entertainment,Dining,1
2024-07-06,Entertainment,Entertainment,3
2024-07-06,Entertainment,Hotel,2
2024-07-06,Entertainment,Transit,1
2024-07-06,Hotel,Entertainment,2
2024-07-06,Hotel,School,1
2024-07-06,Transit,Entertainment,1
2024-07-07,Cityscape,Natural,1
2024-07-07,Religious,Natural,1
2024-07-07,Transit,Entertainment,1
2024-07-07,area,Religious,1
2024-07-09,Cityscape,Cityscape,2
2024-07-09,Entertainment,Entertainment,1
2024-07-09,Entertainment,Transit,1
2024-07-09,Transit,Entertainment,1
2024-07-10,Entertainment,Cityscape,1
2024-07-11,area,Shopping,1
2024-07-12,Cityscape,Cultural,1
2024-07-12,Cityscape,Hotel,1
2024-07-12,Cultural,Dining,1
2024-07-12,Dining,Cityscape,2
2024-07-13,Cityscape,Entertainment,1
2024-07-13,Cultural,Natural,1
2024-07-13,Cultural,Transit,1
2024-07-13,Dining,Cultural,1
2024-07-13,Entertainment,Cityscape,1
2024-07-13,Entertainment,Entertainment,6
2024-07-13,Transit,Cultural,1
2024-07-13,Transit,Dining,1
2024-07-13,Transit,Transit,1
2024-07-14,Cityscape,Hotel,1
2024-07-14,Cityscape,Shopping,1
2024-07-14,Cultural,Entertainment,1
2024-07-14,Entertainment,Entertainment,2
2024-07-14,Entertainment,Shopping,1
2024-07-14,Entertainment,area,1
2024-07-14,Hotel,Cityscape,1
2024-07-14,Shopping,Cultural,1
2024-07-14,Transit,Entertainment,1
2024-07-14,area,Cityscape,1
2024-07-15,Cityscape,area,1
2024-07-15,Entertainment,Cityscape,1
2024-07-15,Entertainment,Entertainment,1
2024-07-15,Entertainment,Transit,1
2024-07-15,Transit,Entertainment,1
2024-07-15,area,Entertainment,1
2024-07-16,Dining,area,1
2024-07-16,Hotel,Cityscape,1
2024-07-16,area,area,1
2024-07-17,Cityscape,Shopping,1
2024-07-17,Dining,Cityscape,1
2024-07-17,Dining,Dining,2
2024-07-17,Transit,Religious,1
2024-07-18,Dining,Religious,1
2024-07-18,Dining,area,1
2024-07-18,Religious,Shopping,1
2024-07-18,Shopping,Dining,1
2024-07-18,area,Entertainment,1
2024-07-19,Cityscape,Cityscape,1
2024-07-19,Cityscape,Dining,1
2024-07-19,Cultural,School,1
2024-07-19,Cultural,area,1
2024-07-19,Entertainment,Transit,1
2024-07-19,Hotel,Cityscape,1
2024-07-19,Hotel,Shopping,1
2024-07-19,School,Cityscape,1
2024-07-19,Shopping,area,1
2024-07-19,Transit,area,1
2024-07-19,area,Cultural,2
2024-07-19,area,Entertainment,1
2024-07-19,area,Hotel,1
2024-07-21,Cityscape,area,1
2024-07-21,Transit,Cityscape,1
2024-07-21,area,Transit,1
2024-07-21,area,area,1
2024-07-22,Cityscape,Entertainment,1
2024-07-22,Cityscape,Shopping,1
2024-07-22,Entertainment,Natural,1
2024-07-23,Cityscape,Entertainment,1
